INSEE REGI;INSEE DEPT;INSEE EPCI;INSEE COMM;INSEE IRIS;Maille géographique;Année;Nom IRIS;Code IRIS;Type IRIS;Nom commune;Code commune;Nom EPCI;Code EPCI;Type EPCI;Nom département;Code département;Nom région;Code région;Nb sites secteur résidentiel Enedis;Conso totale secteur résidentiel Enedis (MWh);Conso moyenne secteur résidentiel Enedis (MWh);Nb sites Agriculture Enedis;Conso totale Agriculture Enedis (MWh);Nb sites Industrie Enedis;Conso totale Industrie Enedis (MWh);Nb sites Tertiaire Enedis;Conso totale Tertiaire Enedis (MWh);Nb sites Secteur non affecté Enedis;Conso totale Secteur non affecté Enedis (MWh);Geo Point;Geo Shape
53;35;243500139;35204;352040000;IRIS;2015;Nouvoitou (commune non irisée);352040000;Z;Nouvoitou;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1288;8759.68968951809;6.80100131173765;4;537.074898725942;4;417.271187483238;7.0;436.390677415913;0;0.0;48.0304762125, -1.55210273181;"{""type"": ""Polygon"", ""coordinates"": [[[-1.566364527312375, 48.05617630082937], [-1.548361982663935, 48.049257029107665], [-1.52619572075822, 48.03675554110935], [-1.516939103434063, 48.03561515524782], [-1.511900754036315, 48.033300066339805], [-1.507271376077595, 48.02945481343864], [-1.506169604048077, 48.02623771339731], [-1.506857896834263, 48.02195058303058], [-1.518480178977769, 48.02443847210449], [-1.525280504266771, 48.02337021267806], [-1.526835150969472, 48.01985267680615], [-1.525817252647836, 48.01511454629395], [-1.526342309429382, 48.006724069820386], [-1.533124829029471, 48.00448773206515], [-1.537972231164281, 48.00387521400739], [-1.552140256583106, 48.007220488757156], [-1.553398220139974, 48.01519154190141], [-1.55783048820208, 48.01797007084766], [-1.568124514018916, 48.02104905838149], [-1.575691425595411, 48.01994082850588], [-1.58008736962862, 48.020402449112275], [-1.582914415291166, 48.023211066676154], [-1.583853597558104, 48.02502506019748], [-1.583535486489368, 48.026161525194865], [-1.586237407745557, 48.02908672437183], [-1.594478122772732, 48.029800752657444], [-1.593039040746979, 48.03525195092134], [-1.587029170431087, 48.045131586221586], [-1.582167369800689, 48.04792883690573], [-1.575468345095808, 48.05038089021619], [-1.569108620071368, 48.05153848263746], [-1.566364527312375, 48.05617630082937]]]}"
53;35;243500139;35206;352060102;IRIS;2015;Ouest;352060102;H;Noyal-Châtillon-sur-Seiche;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1994;10432.2292757367;5.23181006807258;;;12;1919.67927364744;25.0;9868.39902122951;0;0.0;48.0550735356, -1.67943124224;"{""type"": ""Polygon"", ""coordinates"": [[[-1.656251203685487, 48.024417151342654], [-1.667182077107193, 48.022924962576056], [-1.670988692488001, 48.02356077374345], [-1.671653689227548, 48.02524805387358], [-1.671080025680783, 48.026528400936684], [-1.680413742146521, 48.02571368934818], [-1.68076130159257, 48.02763713117085], [-1.690779093130645, 48.03048954969327], [-1.684601306461486, 48.035625451985155], [-1.679268228807046, 48.0415098356659], [-1.678101412592442, 48.04470147343302], [-1.683552347082332, 48.048386100755096], [-1.694960450165126, 48.05092059457404], [-1.702736859889201, 48.05164305403863], [-1.7053821158161, 48.05285794035567], [-1.704164193337293, 48.056231303929565], [-1.700616659295698, 48.059887952783924], [-1.696735320194922, 48.071478973036555], [-1.699880932500711, 48.079204229399906], [-1.699550353262555, 48.080161259138876], [-1.682690832016305, 48.08107842209783], [-1.677209553179289, 48.077407527915774], [-1.671476893928916, 48.076758104210164], [-1.661164910514248, 48.07791596186417], [-1.66175835188381, 48.075813834800805], [-1.665943176510624, 48.0696750418752], [-1.663618650120215, 48.06297751083169], [-1.663640078671418, 48.059836019758954], [-1.664985812140576, 48.05248632337845], [-1.664660441590419, 48.04564275908592], [-1.66762529463997, 48.04037870116945], [-1.665124897579856, 48.03598772977062], [-1.662465846002617, 48.033405926491426], [-1.656251203685487, 48.024417151342654]]]}"
53;35;243500139;35206;35206xxxx;IRIS;2011;;35206xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;53;268.901480720122;5.07361284377589;;;;;;;0;0.0;;
53;35;243500139;35206;35206xxxx;IRIS;2012;;35206xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;47;199.901320704982;4.25321958946769;0;0.0;;;;;0;0.0;;
53;35;243500139;35206;35206xxxx;IRIS;2014;;35206xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;31;153.140208704066;4.94000673238922;0;0.0;3;70.7196177933133;;;0;0.0;;
53;35;243500139;35208;352080000;IRIS;2012;Orgères;352080000;Z;Orgères;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1824;11803.3488278351;6.47113422578681;0;0.0;5;1270.52667667054;7.0;704.398655970416;0;0.0;;
53;35;243500139;35210;352100101;IRIS;2012;Est;352100101;H;Pacé;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2803;17846.4012591758;6.36689306427964;0;0.0;12;1807.55820697838;42.0;12958.8669136514;0;0.0;;
53;35;243500139;35210;352100101;IRIS;2014;Est;352100101;H;Pacé;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2988;17195.9416669979;5.75500055789755;0;0.0;12;1929.52221656183;43.0;12131.464072806;0;0.0;;
53;35;243500139;35210;352100102;IRIS;2015;Nord;352100102;H;Pacé;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;899;5380.96387080706;5.98549930011909;0;0.0;0;0.0;5.0;588.104806655063;0;0.0;48.1693422815, -1.77115675166;"{""type"": ""Polygon"", ""coordinates"": [[[-1.783065925992269, 48.152985866434804], [-1.778508059546028, 48.153414143911675], [-1.777773329029181, 48.15436838714897], [-1.777941276432156, 48.155055259695686], [-1.781754434280742, 48.156170706157305], [-1.781506736152155, 48.157827831188165], [-1.77862480002762, 48.158973276661776], [-1.782544597060707, 48.1620869960149], [-1.778303854154814, 48.165829306848586], [-1.777987199951643, 48.1747244944206], [-1.779846882433378, 48.17792294440246], [-1.779741788955851, 48.18187242228695], [-1.77995640963359, 48.1831325191691], [-1.780529559018552, 48.183067008722446], [-1.777043698853616, 48.18538247112898], [-1.776421344888943, 48.18689056155718], [-1.761590704267932, 48.18664379803522], [-1.762766433449884, 48.18358641588558], [-1.760022363918419, 48.173299969050774], [-1.762207273919713, 48.16804824530124], [-1.756839318356911, 48.163871564446914], [-1.761147850044225, 48.159937400555066], [-1.762832333906439, 48.16298568042712], [-1.767656734452778, 48.16065826521292], [-1.770909863339643, 48.15778079405872], [-1.771346440657398, 48.15359430172844], [-1.770554544358971, 48.151197808440436], [-1.772703425863989, 48.14737151408241], [-1.777534371201102, 48.147777951659236], [-1.780393062924025, 48.14965428598417], [-1.783065925992269, 48.152985866434804]]]}"
53;35;243500139;35210;352100103;IRIS;2013;Ouest;352100103;H;Pacé;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;712;4689.81217843181;6.58681485734805;;;0;0.0;;;0;0.0;;
53;35;243500139;35210;352100105;IRIS;2013;Sud;352100105;H;Pacé;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;822;6463.2488679542;7.86283317269368;;;0;0.0;7.0;1589.86168428653;;;;
53;35;243500139;35210;35210xxxx;IRIS;2012;;35210xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;42;244.701535998716;5.82622704758848;0;0.0;;;0.0;0.0;0;0.0;;
53;35;243500139;35210;35210xxxx;IRIS;2014;;35210xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;22;109.995321251579;4.99978732961721;0;0.0;;;0.0;0.0;0;0.0;;
53;35;243500139;35216;352160000;IRIS;2014;Parthenay-de-Bretagne (commune non irisée);352160000;Z;Parthenay-de-Bretagne;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;659;3768.30528996839;5.71821743546039;;;;;0.0;0.0;0;0.0;;
53;35;243500139;35238;352380101;IRIS;2012;Cathedrale;352380101;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2988;17304.6365668509;5.7913776997493;0;0.0;;;44.0;8047.41912810581;0;0.0;;
53;35;243500139;35238;352380103;IRIS;2011;Parlement;352380103;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1829;8862.87097161485;4.84574684068609;0;0.0;;;28.0;3505.94084689488;0;0.0;;
53;35;243500139;35238;352380103;IRIS;2012;Parlement;352380103;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1836;9348.33013311961;5.09168307904118;0;0.0;;;28.0;3353.90472291542;0;0.0;;
53;35;243500139;35238;352380104;IRIS;2012;Parcheminerie Toussaints;352380104;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2684;13689.3158009682;5.10034120751423;0;0.0;6;713.732699268377;48.0;7889.62959213771;0;0.0;;
53;35;243500139;35238;352380104;IRIS;2014;Parcheminerie Toussaints;352380104;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2682;12652.6759209741;4.71762711445717;0;0.0;6;751.627272665709;51.0;7698.69722209213;0;0.0;;
53;35;243500139;35238;352380105;IRIS;2011;Liberte Champ de Mars;352380105;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1919;7652.56297568363;3.98778685548913;0;0.0;4;832.559893523763;43.0;14242.0070795453;0;0.0;;
53;35;243500139;35238;352380105;IRIS;2013;Liberte Champ de Mars;352380105;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1929;8102.91861826593;4.20057989542039;0;0.0;5;1028.52951979387;42.0;14864.0355287952;0;0.0;;
53;35;243500139;35238;352380107;IRIS;2014;Dalle du Colombier;352380107;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1746;7514.40372468128;4.30378220199386;0;0.0;3;257.448146892521;53.0;14029.8363164028;0;0.0;;
53;35;243500139;35238;352380108;IRIS;2014;Saint-Louis;352380108;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1701;6394.07127951941;3.75900721900024;0;0.0;;;12.0;1471.39870444968;0;0.0;;
53;35;243500139;35238;352380108;IRIS;2015;Saint-Louis;352380108;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1696;6526.59435389857;3.84822780300624;0;0.0;;;11.0;1443.96857677807;0;0.0;48.1140714845, -1.68518137344;"{""type"": ""Polygon"", ""coordinates"": [[[-1.688038145931027, 48.1148958971495], [-1.687697774781338, 48.11545931794368], [-1.681152530340154, 48.11481821237785], [-1.682735814191254, 48.11339375549059], [-1.687215152223477, 48.112296470933785], [-1.688038145931027, 48.1148958971495]]]}"
53;35;243500139;35238;352380109;IRIS;2013;Vieux Saint-Etienne;352380109;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1562;5482.53150547267;3.50994334537303;0;0.0;0;0.0;7.0;1026.83256856727;0;0.0;;
53;35;243500139;35238;352380110;IRIS;2013;Hotel Dieu;352380110;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1814;5400.99068009961;2.97739287767343;0;0.0;0;0.0;15.0;4370.39156882455;0;0.0;;
53;35;243500139;35238;352380203;IRIS;2012;Jean Mace;352380203;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1484;5662.22651372759;3.81551651868436;0;0.0;0;0.0;7.0;1678.86663275002;0;0.0;;
53;35;243500139;35238;352380203;IRIS;2014;Jean Mace;352380203;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1460;5082.31257982262;3.48103601357714;0;0.0;0;0.0;8.0;1611.15985862353;0;0.0;;
53;35;243500139;35238;352380205;IRIS;2012;Paris Est;352380205;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1582;4914.8417454531;3.10672676703736;0;0.0;0;0.0;4.0;1213.11935624591;;;;
53;35;243500139;35238;352380206;IRIS;2012;Oberthur;352380206;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1862;6114.43019917487;3.28379709944945;0;0.0;;;7.0;464.834661337069;0;0.0;;
53;35;243500139;35238;352380206;IRIS;2013;Oberthur;352380206;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1858;6246.3463254129;3.3618656218584;0;0.0;;;6.0;426.196895253255;0;0.0;;
53;35;243500139;35238;352380207;IRIS;2011;Saint-Helier;352380207;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2554;8864.78828914322;3.4709429479809;0;0.0;;;31.0;8532.19040232386;0;0.0;;
53;35;243500139;35238;352380207;IRIS;2012;Saint-Helier;352380207;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2574;9253.0519977442;3.59481429593792;0;0.0;;;33.0;8969.61741756394;0;0.0;;
53;35;243500139;35238;352380207;IRIS;2014;Saint-Helier;352380207;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2570;8568.61011834496;3.33408954021205;0;0.0;6;789.519332445887;33.0;8243.60849209336;0;0.0;;
53;35;243500139;35238;352380208;IRIS;2013;Laennec Dupont des Loges;352380208;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2817;9164.93942088819;3.25343962402847;0;0.0;;;;;0;0.0;;
53;35;243500139;35238;352380209;IRIS;2011;Alphonse Guerin;352380209;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2148;7040.71078485997;3.27779831697391;0;0.0;0;0.0;6.0;590.216405152219;0;0.0;;
53;35;243500139;35238;352380209;IRIS;2014;Alphonse Guerin;352380209;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2244;6901.00123877442;3.07531249499751;0;0.0;;;8.0;599.953352721701;0;0.0;;
53;35;243500139;35238;352380301;IRIS;2012;Mail;352380301;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;3320;9813.4651311813;2.95586299131967;0;0.0;0;0.0;11.0;2685.62030470098;;;;
53;35;243500139;35238;352380302;IRIS;2014;Rue de Brest Ouest;352380302;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1803;3745.67455852317;2.0774678638509;0;0.0;;;;;0;0.0;;
53;35;243500139;35238;352380302;IRIS;2015;Rue de Brest Ouest;352380302;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1799;3746.99341402024;2.08282013008351;0;0.0;;;;;0;0.0;48.1126420309, -1.69685857659;"{""type"": ""Polygon"", ""coordinates"": [[[-1.699715201465293, 48.114358407348035], [-1.693047939203078, 48.11401128964154], [-1.693420675638734, 48.11275245425581], [-1.692703927020125, 48.110897012415556], [-1.701541023568341, 48.11158120940272], [-1.699715201465293, 48.114358407348035]]]}"
53;35;243500139;35238;352380303;IRIS;2012;Rue de Brest Est;352380303;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1533;3328.41756302366;2.17117910177669;0;0.0;0;0.0;14.0;4250.5038467329;0;0.0;;
53;35;243500139;35238;352380304;IRIS;2012;La Touche;352380304;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1888;5597.40733567879;2.96472846169427;0;0.0;;;8.0;1357.53459468346;0;0.0;;
53;35;243500139;35238;352380304;IRIS;2013;La Touche;352380304;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1900;5841.74194273761;3.07460102249348;0;0.0;;;8.0;1391.61984226762;0;0.0;;
53;35;243500139;35238;352380306;IRIS;2013;Stade Rennais;352380306;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1295;4158.61427558005;3.21128515488807;0;0.0;0;0.0;9.0;2473.15633271709;;;;
53;35;243500139;35238;352380306;IRIS;2014;Stade Rennais;352380306;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1306;3920.27774283953;3.00174406036718;0;0.0;;;10.0;2344.37920880438;;;;
53;35;243500139;35238;352380307;IRIS;2011;Champeaux;352380307;D;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;172;1221.03624672916;7.09904794609975;;;4;610.282753704576;36.0;12363.159925826;0;0.0;;
53;35;243500139;35238;352380307;IRIS;2012;Champeaux;352380307;D;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;174;1385.89325056199;7.96490373886204;;;4;876.794604956417;36.0;12850.7252351142;0;0.0;;
53;35;243500139;35238;352380307;IRIS;2013;Champeaux;352380307;D;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;174;1437.31202465742;8.26041393481277;;;4;866.799843824456;38.0;13726.1971783588;0;0.0;;
53;35;243500139;35238;352380308;IRIS;2012;Za Ouest;352380308;A;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;256;4978.82302764599;19.4485274517421;0;0.0;12;10070.1799995143;66.0;18338.6289009971;;;;
53;35;243500139;35238;352380401;IRIS;2013;Jean Ogee;352380401;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;903;3043.33395050678;3.37024800720573;0;0.0;0;0.0;4.0;651.422688329787;0;0.0;;
53;35;243500139;35238;352380401;IRIS;2015;Jean Ogee;352380401;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;926;2879.14083299601;3.10922336176675;0;0.0;0;0.0;4.0;614.388604974293;0;0.0;48.1203182283, -1.68686012993;"{""type"": ""Polygon"", ""coordinates"": [[[-1.682385341490642, 48.120980034181024], [-1.686147088285707, 48.11800897116983], [-1.690740816054446, 48.11910524925784], [-1.688335827236314, 48.12279860061951], [-1.682385341490642, 48.120980034181024]]]}"
53;35;243500139;35238;352380402;IRIS;2014;Cimetiere du Nord;352380402;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2335;8246.29129864093;3.53160226922524;0;0.0;;;15.0;1945.42689990245;0;0.0;;
53;35;243500139;35238;352380403;IRIS;2012;Za Nord;352380403;A;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;292;2426.42363950302;8.309669998298;0;0.0;3;489.23025461072;35.0;7803.00365764093;0;0.0;;
53;35;243500139;35238;352380501;IRIS;2011;Emmanuel Mounier;352380501;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1366;3874.49112093663;2.83637710171057;0;0.0;0;0.0;5.0;1078.93971944947;0;0.0;;
53;35;243500139;35238;352380501;IRIS;2012;Emmanuel Mounier;352380501;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1367;4160.13061951785;3.0432557567797;0;0.0;0;0.0;5.0;1013.04124578031;0;0.0;;
53;35;243500139;35238;352380501;IRIS;2013;Emmanuel Mounier;352380501;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1369;4244.2733023142;3.10027268247932;0;0.0;0;0.0;5.0;1021.451539468;0;0.0;;
53;35;243500139;35238;352380502;IRIS;2012;Brno;352380502;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1139;2305.62883199188;2.02425709569085;0;0.0;0;0.0;;;0;0.0;;
53;35;243500139;35238;352380502;IRIS;2014;Brno;352380502;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1127;2158.50299026638;1.91526441017425;0;0.0;0;0.0;;;0;0.0;;
53;35;243500139;35238;352380502;IRIS;2015;Brno;352380502;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1136;2076.5849309885;1.82797969277156;0;0.0;0;0.0;;;0;0.0;48.1269962515, -1.66045646167;"{""type"": ""Polygon"", ""coordinates"": [[[-1.657470262575463, 48.12789902983994], [-1.654692733843756, 48.12770232632612], [-1.661393317039429, 48.12490443945556], [-1.662775440366068, 48.12546188811077], [-1.662770768649668, 48.127238657780495], [-1.665014555574325, 48.127184983739994], [-1.664226760746994, 48.12847904904878], [-1.657470262575463, 48.12789902983994]]]}"
53;35;243500139;35238;352380503;IRIS;2011;Le Gast Ouest;352380503;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;934;2653.95185880242;2.84149021285056;0;0.0;0;0.0;;;0;0.0;;
53;35;243500139;35238;352380503;IRIS;2015;Le Gast Ouest;352380503;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;851;2378.71958609967;2.79520515405367;0;0.0;;;;;0;0.0;48.1300023437, -1.65987512984;"{""type"": ""Polygon"", ""coordinates"": [[[-1.657470262575463, 48.12789902983994], [-1.662578555605061, 48.12826395365221], [-1.664226760746994, 48.12847904904878], [-1.661821728410211, 48.13204464989656], [-1.656656302072103, 48.13210469491302], [-1.656576072932883, 48.12951255209632], [-1.657470262575463, 48.12789902983994]]]}"
53;35;243500139;35238;352380504;IRIS;2014;Le Gast Est;352380504;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2079;4703.83099310237;2.26254497022721;0;0.0;0;0.0;9.0;1915.84025334056;0;0.0;;
53;35;243500139;35238;352380505;IRIS;2015;La Motte Brulon;352380505;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1366;5033.23740282791;3.68465402842453;;;;;12.0;2394.46082139527;;;48.128009456, -1.67126583034;"{""type"": ""Polygon"", ""coordinates"": [[[-1.667111294356522, 48.12485832539792], [-1.669281203622895, 48.12259993025693], [-1.672237684191906, 48.12664724198642], [-1.679586945028501, 48.12829358760973], [-1.67987657862923, 48.12928265649263], [-1.673926478793339, 48.13127571642672], [-1.670520270230568, 48.13111423089149], [-1.664226760746994, 48.12847904904878], [-1.667111294356522, 48.12485832539792]]]}"
53;35;243500139;35238;352380506;IRIS;2011;Morbihan Ouest;352380506;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;805;2659.11623237721;3.30324997810833;0;0.0;;;3.0;816.689287423751;0;0.0;;
53;35;243500139;35238;352380508;IRIS;2011;Emile Bernard;352380508;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1474;4622.73169831864;3.13618161351332;0;0.0;0;0.0;;;0;0.0;;
53;35;243500139;35238;352380509;IRIS;2011;Saint-Laurent;352380509;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1236;9017.02812461366;7.29533019790749;0;0.0;0;0.0;6.0;820.401046483399;0;0.0;;
53;35;243500139;35238;352380509;IRIS;2013;Saint-Laurent;352380509;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1239;10150.8898904026;8.19280862825066;0;0.0;;;7.0;1021.10846157219;0;0.0;;
53;35;243500139;35238;352380509;IRIS;2014;Saint-Laurent;352380509;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1297;8712.1379575997;6.71714568820331;0;0.0;;;8.0;1134.39755294461;0;0.0;;
53;35;243500139;35238;352380510;IRIS;2015;Les Gayeulles;352380510;D;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;185;2766.76088173215;14.9554642255792;0;0.0;;;46.0;11687.9092990593;0;0.0;48.1410811719, -1.63912494886;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.634475267460678, 48.13227220260847], [-1.634475210400272, 48.13227222260957], [-1.634480922399838, 48.13221917675341], [-1.634475267460678, 48.13227220260847]]], [[[-1.65208497793804, 48.12775124626868], [-1.652135000797026, 48.13725900898261], [-1.651066661868339, 48.14060163129585], [-1.652295194002888, 48.14223549288689], [-1.642694244493722, 48.144770331386106], [-1.640182935494696, 48.14715153333498], [-1.639535177484294, 48.15104484959771], [-1.625016322194321, 48.15489282646456], [-1.624399473836588, 48.14836048661238], [-1.625008017884559, 48.1457289446519], [-1.62668526238896, 48.145672124938], [-1.633772476957504, 48.138860486606504], [-1.634475267460678, 48.13227220260847], [-1.65208497793804, 48.12775124626868]]]]}"
53;35;243500139;35238;352380602;IRIS;2015;Michelet;352380602;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1857;5673.18812275129;3.05502860675891;0;0.0;;;7.0;10591.7563718825;0;0.0;48.1146707371, -1.65274759079;"{""type"": ""Polygon"", ""coordinates"": [[[-1.652091620805538, 48.11023668285578], [-1.655482163643851, 48.109931433534584], [-1.657037271254935, 48.11459335026718], [-1.659945497449187, 48.1182471255063], [-1.649975103014681, 48.119081938378194], [-1.646222310414761, 48.11160415424986], [-1.652091620805538, 48.11023668285578]]]}"
53;35;243500139;35238;352380603;IRIS;2014;Le Gallet Les Longs Champs Nord;352380603;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1895;5988.4270195179;3.16011979921789;0;0.0;3;339.214136179497;35.0;9246.08798707044;0;0.0;;
53;35;243500139;35238;352380605;IRIS;2014;Campus de Beaulieu;352380605;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;281;1363.01491944264;4.8505869019311;0;0.0;;;27.0;29369.0542321339;0;0.0;;
53;35;243500139;35238;352380607;IRIS;2013;Plaine de Baud;352380607;A;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;57;490.469114774471;8.60472131183282;0;0.0;0;0.0;10.0;3100.60631713122;0;0.0;;
53;35;243500139;35238;352380705;IRIS;2015;La Poterie Sud;352380705;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1820;5553.84298516637;3.05156207976174;0;0.0;4;352.053062470729;25.0;6388.41272166318;0;0.0;48.0891323623, -1.63679438173;"{""type"": ""Polygon"", ""coordinates"": [[[-1.626293434411384, 48.09283852152784], [-1.627712511784541, 48.088825308720196], [-1.640196489857198, 48.08242221645114], [-1.643237182782105, 48.08409270883353], [-1.645581097564605, 48.09132065377369], [-1.641977943368517, 48.09164306450857], [-1.637673914248595, 48.09520199670507], [-1.628410456456782, 48.09207808750461], [-1.626293434411384, 48.09283852152784]]]}"
53;35;243500139;35238;352380706;IRIS;2014;La Poterie Nord;352380706;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1669;5906.44334437763;3.5389115304839;0;0.0;0;0.0;3.0;248.794075160238;0;0.0;;
53;35;243500139;35238;352380708;IRIS;2014;Fransisco Ferrer;352380708;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1866;5123.87202906377;2.74591212704382;0;0.0;0;0.0;3.0;130.06604185963;0;0.0;;
53;35;243500139;35238;352380805;IRIS;2012;Haut Quineleu;352380805;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1253;4204.9707832844;3.35592241283671;0;0.0;0;0.0;18.0;3266.6388832848;0;0.0;;
53;35;243500139;35238;352380805;IRIS;2013;Haut Quineleu;352380805;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1245;4317.76945447383;3.46808791524003;0;0.0;0;0.0;17.0;3168.85151059269;0;0.0;;
