Civilité;Nom;Prénom;Mandat;Circonscription;Département;Candidat-e parrainé-e;Date de publication
M;PFEFFER;Kévin;Conseiller/ère régional-e;Grand Est;Moselle;LE PEN Marine;07/03/2017
Mme;PHILIPPE;Laure-Emmanuelle;Conseiller/ère régional-e;Occitanie;Aude;LE PEN Marine;07/03/2017
M;PHILIPPOT;Daniel;Conseiller/ère régional-e;Hauts-de-France;Nord;LE PEN Marine;07/03/2017
M;PHILIPPOT;Florian;Représentant-e français-e au Parlement européen;;Parlement européen;LE PEN Marine;07/03/2017
Mme;PIEL;Alexandra;Conseiller/ère régional-e;Normandie;Eure;LE PEN Marine;07/03/2017
M;PIERRE;Baptiste;Conseiller/ère régional-e;Grand Est;Bas-Rhin;LE PEN Marine;07/03/2017
Mme;PIGONI;Martine;Conseiller/ère départemental-e;;Aisne;LE PEN Marine;07/03/2017
M;PILOZ;Jean-Paul;Conseiller/ère régional-e;Occitanie;Tarn;LE PEN Marine;07/03/2017
M;PINEAU;Maurice;Maire;Saint-Georges-de-Longuepierre;Charente-Maritime;LE PEN Marine;07/03/2017
M;PINOS;Joël;Maire;Regney;Vosges;LE PEN Marine;07/03/2017
Mme;PIQUET;Eliane;Maire;Fays;Haute-Marne;LE PEN Marine;07/03/2017
Mme;PLANE;Julia;Conseiller/ère régional-e;Occitanie;Hérault;LE PEN Marine;07/03/2017
M;POIREL;Patrice;Maire;Martincourt;Meurthe-et-Moselle;LE PEN Marine;07/03/2017
M;POTIER;Samuel;Conseiller/ère régional-e;Pays de la Loire;Loire-Atlantique;LE PEN Marine;07/03/2017
Mme;POULAIN;Maryse;Conseiller/ère départemental-e;;Pas-de-Calais;LE PEN Marine;07/03/2017
M;PRATO;Gérard;Conseiller/ère régional-e;Occitanie;Hérault;LE PEN Marine;07/03/2017
Mme;PRUVOT;Béatrice;Conseiller/ère départemental-e;;Gard;LE PEN Marine;07/03/2017
Mme;RAIMBAULT;Martine;Conseiller/ère régional-e;Centre-Val de Loire;Cher;LE PEN Marine;07/03/2017
M;RAMOS;Marc;Maire;Veuvey-sur-Ouche;Côte-d'Or;LE PEN Marine;07/03/2017
Mme;RANC;Angélique;Conseiller/ère régional-e;Grand Est;Aube;LE PEN Marine;07/03/2017
M;RAYE;Rémy;Conseiller/ère départemental-e;;Vaucluse;LE PEN Marine;07/03/2017
M;RENAUDIN;Yannick;Maire;Brienne-sur-Aisne;Ardennes;LE PEN Marine;07/03/2017
Mme;RICHARD;Agnès;Conseiller/ère régional-e;Bretagne;Morbihan;LE PEN Marine;07/03/2017
M;RICHARD;Michel;Maire;La Basse-Vaivre;Haute-Saône;LE PEN Marine;07/03/2017
M;RICHERMOZ;Éric;Conseiller/ère régional-e;Hauts-de-France;Somme;LE PEN Marine;07/03/2017
Mme;RIGAULT;Anne-Sophie;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Vaucluse;LE PEN Marine;07/03/2017
Mme;ROBERT;Sophie;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Loire;LE PEN Marine;07/03/2017
M;ROGISTER;Thierry;Conseiller/ère régional-e;Nouvelle-Aquitaine;Charente-Maritime;LE PEN Marine;07/03/2017
Mme;ROQUES;Myriam;Conseiller/ère régional-e;Occitanie;Hérault;LE PEN Marine;07/03/2017
Mme;ROSEZ;Virginie;Conseiller/ère régional-e;Hauts-de-France;Nord;LE PEN Marine;07/03/2017
M;ROUX;Jean-Louis;Conseiller/ère régional-e;Hauts-de-France;Aisne;LE PEN Marine;07/03/2017
Mme;RUEL;Sylvie;Conseiller/ère régional-e;Centre-Val de Loire;Eure-et-Loir;LE PEN Marine;07/03/2017
M;SAINT-MARTIN;Jacques;Maire;Francon;Haute-Garonne;LE PEN Marine;07/03/2017
M;SALLES;Thierry;Maire;Frontignan-Savès;Haute-Garonne;LE PEN Marine;07/03/2017
M;SALMON;Alexis;Conseiller/ère régional-e;Hauts-de-France;Nord;LE PEN Marine;07/03/2017
M;SALMON;Emeric;Conseiller/ère régional-e;Bretagne;Ille-et-Vilaine;LE PEN Marine;07/03/2017
Mme;SALVISBERG;Geneviève;Conseiller/ère régional-e;Normandie;Seine-Maritime;LE PEN Marine;07/03/2017
M;SANCHEZ;Julien;Maire;Beaucaire;Gard;LE PEN Marine;07/03/2017
M;SCHAFFHAUSER;Jean-Luc;Représentant-e français-e au Parlement européen;;Parlement européen;LE PEN Marine;07/03/2017
M;SCHMITT;Claude;Maire;Dimbsthal;Bas-Rhin;LE PEN Marine;07/03/2017
M;SENEGAS;Richard;Maire;Presnoy;Loiret;LE PEN Marine;07/03/2017
M;SERRA;François;Maire;Tartonne;Alpes-de-Haute-Provence;LE PEN Marine;07/03/2017
M;SERT;Richard;Conseiller/ère départemental-e;;Var;LE PEN Marine;07/03/2017
M;SEVE;Hervé;Maire;Bezange-la-Petite;Moselle;LE PEN Marine;07/03/2017
M;SPILMANN;Marcel;Maire;Saint-Lyé;Aube;LE PEN Marine;07/03/2017
M;STEPHAN;Marcel;Conseiller/ère régional-e;Bourgogne-Franche-Comté;Nièvre;LE PEN Marine;07/03/2017
M;STIEFEL;Lionel;Conseiller/ère régional-e;Normandie;Orne;LE PEN Marine;07/03/2017
Mme;STIEGLER;Brigitte;Conseiller/ère régional-e;Grand Est;Bas-Rhin;LE PEN Marine;07/03/2017
M;SUBTIL;Bruno;Conseiller/ère régional-e;Grand Est;Aube;LE PEN Marine;07/03/2017
M;SULZER;Jean-Richard;Conseiller/ère régional-e;Hauts-de-France;Pas-de-Calais;LE PEN Marine;07/03/2017
Mme;SURPLY;Isabelle;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Loire;LE PEN Marine;07/03/2017
M;SZCZUREK;Christopher;Conseiller/ère départemental-e;;Pas-de-Calais;LE PEN Marine;07/03/2017
M;TARIHAA;Jonathan;Maire délégué-e;Taiarapu-Ouest;Polynésie Française;LE PEN Marine;07/03/2017
Mme;TARRASO;Agnès;Conseiller/ère régional-e;Nouvelle-Aquitaine;Corrèze;LE PEN Marine;07/03/2017
M;TEAGAI;Igino;Maire;Tatakoto;Polynésie Française;LE PEN Marine;07/03/2017
M;TEKURIO;Raymond;Maire;Hikueru;Polynésie Française;LE PEN Marine;07/03/2017
M;TEREMIHI;Tohitika;Maire délégué-e;Makemo;Polynésie Française;LE PEN Marine;07/03/2017
Mme;TEZENAS DU MONTCEL;Monique;Conseiller/ère régional-e;Occitanie;Gard;LE PEN Marine;07/03/2017
M;THIBAUT;Christian;Maire;Les Bordes-Aumont;Aube;LE PEN Marine;07/03/2017
M;THIERY;Pierre;Maire;Vaux-lès-Mouron;Ardennes;LE PEN Marine;07/03/2017
Mme;THOMAÏDIS;Renée;Conseiller/ère régional-e;Bretagne;Finistère;LE PEN Marine;07/03/2017
Mme;THOMAS DE MALEVILLE;Marie-Véronique;Conseiller/ère départemental-e;;Vaucluse;LE PEN Marine;07/03/2017
M;TIVOLI;Lionel;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;LE PEN Marine;07/03/2017
Mme;TROIN;Audrey;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Var;LE PEN Marine;07/03/2017
Mme;TROSZCZYNSKI;Mylène;Représentant-e français-e au Parlement européen;;Parlement européen;LE PEN Marine;07/03/2017
Mme;VAIHO-FAATOA;Gilda;Membre de l'assemblée de la Polynésie française;;Polynésie Française;LE PEN Marine;07/03/2017
Mme;VANEECLOO;Anne;Conseiller/ère régional-e;Bretagne;Ille-et-Vilaine;LE PEN Marine;07/03/2017
M;VARDON;Philippe;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;LE PEN Marine;07/03/2017
M;VARLET;Joël;Maire;Germinon;Marne;LE PEN Marine;07/03/2017
M;VERCUCQUE;Rudy;Conseiller/ère régional-e;Hauts-de-France;Pas-de-Calais;LE PEN Marine;07/03/2017
M;VERGER;Michel;Maire;Le Brévedent;Calvados;LE PEN Marine;07/03/2017
M;VERRELLE;Pascal;Maire;Le Luc;Var;LE PEN Marine;07/03/2017
M;VIAL;François;Conseiller/ère départemental-e;;Pas-de-Calais;LE PEN Marine;07/03/2017
M;VILAIN;Eric;Conseiller/ère régional-e;Grand Est;Meuse;LE PEN Marine;07/03/2017
Mme;VOINCHET;Isabelle;Maire;Balot;Côte-d'Or;LE PEN Marine;07/03/2017
M;WAQUET;Jean-Yves;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Var;LE PEN Marine;07/03/2017
Mme;WERBROUCK;Séverine;Conseiller/ère régional-e;Nouvelle-Aquitaine;Charente-Maritime;LE PEN Marine;07/03/2017
Mme;ZIEGLER;Marie-Claude;Conseiller/ère régional-e;Hauts-de-France;Pas-de-Calais;LE PEN Marine;07/03/2017
M;ACCIAÏ;Bruno;Maire;La Robine-sur-Galabre;Alpes-de-Haute-Provence;MACRON Emmanuel;07/03/2017
M;ACHE;Alain;Maire;Cerdon;Loiret;MACRON Emmanuel;07/03/2017
M;AFFRE;Gérard;Maire;Saint-Saturnin-de-Lenne;Aveyron;MACRON Emmanuel;07/03/2017
M;ALEXANDRE;Rodolphe;Membre de l'assemblée de Guyane;;Guyane;MACRON Emmanuel;07/03/2017
M;ALLAIN;Olivier;Conseiller/ère régional-e;Bretagne;Côtes-d'Armor;MACRON Emmanuel;07/03/2017
M;ALLANIC;Laurent;Maire;Saint-Claude-de-Diray;Loir-et-Cher;MACRON Emmanuel;07/03/2017
M;AMAT;François;Maire;Solliès-Toucas;Var;MACRON Emmanuel;07/03/2017
M;AMBAUD;Jean-Yves;Maire;Châtignac;Charente;MACRON Emmanuel;07/03/2017
M;AMIEL;Michel;Sénateur/trice;;Bouches-du-Rhône;MACRON Emmanuel;07/03/2017
M;AMIGON;Damien;Maire délégué-e;Sainte-Marie-d'Attez;Eure;MACRON Emmanuel;07/03/2017
M;ANDRE;Robert;Maire;Pouilly;Oise;MACRON Emmanuel;07/03/2017
M;ANTUNES;Stéphane;Maire;Champs-sur-Yonne;Yonne;MACRON Emmanuel;07/03/2017
M;APPASAWMY;Prith;Maire;Orival;Charente;MACRON Emmanuel;07/03/2017
M;ARBANT;Jean-Georges;Maire;Bellignat;Ain;MACRON Emmanuel;07/03/2017
Mme;ARBUS;Francine;Maire;Mandagout;Gard;MACRON Emmanuel;07/03/2017
M;ARCHER;Thierry;Maire;Julianges;Lozère;MACRON Emmanuel;07/03/2017
M;ARMANGAU;Alexis;Maire;Fitou;Aude;MACRON Emmanuel;07/03/2017
M;ARROUART;Hubert;Maire;Courtisols;Marne;MACRON Emmanuel;07/03/2017
Mme;ARRUEGO;Coralie;Conseiller/ère départemental-e;;Calvados;MACRON Emmanuel;07/03/2017
M;ARTHUIS;Jean;Représentant-e français-e au Parlement européen;;Parlement européen;MACRON Emmanuel;07/03/2017
M;ASSIER;Eric;Maire;Condé-en-Brie;Aisne;MACRON Emmanuel;07/03/2017
M;ASTRIC;Bertrand;Maire;Boussières;Doubs;MACRON Emmanuel;07/03/2017
Mme;AUBERT-PARAYRE;Brigitte;Maire;Saint-Agnan;Tarn;MACRON Emmanuel;07/03/2017
M;AUBIN;Thierry;Maire;Chanu;Orne;MACRON Emmanuel;07/03/2017
Mme;AUBONNET BOUVIER;Ariane;Maire;Chamelet;Rhône;MACRON Emmanuel;07/03/2017
M;AUBRY;Antoine;Maire;Sainte-Suzanne-sur-Vire;Manche;MACRON Emmanuel;07/03/2017
M;AUGIER;Philippe;Maire;Deauville;Calvados;MACRON Emmanuel;07/03/2017
M;AUTHESSERRE;René;Maire;La Fouillade;Aveyron;MACRON Emmanuel;07/03/2017
M;BAILLEUL;Martial;Maire;Le Charmel;Aisne;MACRON Emmanuel;07/03/2017
Mme;BALASSE;Sophie;Conseiller/ère départemental-e;;Alpes-de-Haute-Provence;MACRON Emmanuel;07/03/2017
M;BALLAND;Gérard;Maire;Nonville;Seine-et-Marne;MACRON Emmanuel;07/03/2017
M;BALMES;Carlos;Maire;Gagnières;Gard;MACRON Emmanuel;07/03/2017
M;BARCHIESI;Christian;Maire;Monmarvès;Dordogne;MACRON Emmanuel;07/03/2017
M;BAREGE;Dominique;Maire;Soupex;Aude;MACRON Emmanuel;07/03/2017
M;BARON;Frédéric;Maire;Etriac;Charente;MACRON Emmanuel;07/03/2017
M;BARONNET;François;Maire;Saint-Martin-l'Heureux;Marne;MACRON Emmanuel;07/03/2017
M;BASTIE;Yves;Maire;Sallèles-d'Aude;Aude;MACRON Emmanuel;07/03/2017
M;BATAILLE;Christian;Député-e;12e;Nord;MACRON Emmanuel;07/03/2017
Mme;BAUDIER;Marie-Noëlle;Maire;Sassey-sur-Meuse;Meuse;MACRON Emmanuel;07/03/2017
M;BAUDON;David;Conseiller/ère départemental-e;;Charente-Maritime;MACRON Emmanuel;07/03/2017
M;BAUDOT;Gérard;Maire;Semarey;Côte-d'Or;MACRON Emmanuel;07/03/2017
M;BAYLE;Régis;Maire;Arrigas;Gard;MACRON Emmanuel;07/03/2017
M;BAYONA;Jacques;Maire;Saint-Paul-de-Fenouillet;Pyrénées-Orientales;MACRON Emmanuel;07/03/2017
M;BAZELAIRE DE LESSEUX;Arnould;Maire;Lusse;Vosges;MACRON Emmanuel;07/03/2017
M;BAZIN;Patrice;Maire délégué-e;Brissac Loire Aubance;Maine-et-Loire;MACRON Emmanuel;07/03/2017
M;BEAUFILS;Lionel;Maire;Bray;Eure;MACRON Emmanuel;07/03/2017
M;BELANTAN;Maurice;Maire;Vézeronce-Curtin;Isère;MACRON Emmanuel;07/03/2017
M;BELLANGER;Remy;Maire;La Chapelle-sur-Dun;Seine-Maritime;MACRON Emmanuel;07/03/2017
M;BELLINI;Jean-Claude;Maire;Chaux;Côte-d'Or;MACRON Emmanuel;07/03/2017
M;BERGERET;Gérard;Maire;Cordesse;Saône-et-Loire;MACRON Emmanuel;07/03/2017
M;BERNARD;Roland;Conseiller/ère métropolitain-e de Lyon;;Rhône;MACRON Emmanuel;07/03/2017
M;BERNARD;Xavier;Maire;Entrechaux;Vaucluse;MACRON Emmanuel;07/03/2017
M;BERNARDY;Laurent;Maire;Banyuls-dels-Aspres;Pyrénées-Orientales;MACRON Emmanuel;07/03/2017
M;BERNOS;Michel;Maire;Jurançon;Pyrénées-Atlantiques;MACRON Emmanuel;07/03/2017
M;BERSANO;Fabrice;Maire;Evergnicourt;Aisne;MACRON Emmanuel;07/03/2017
M;BERSON;Michel;Sénateur/trice;;Essonne;MACRON Emmanuel;07/03/2017
M;BERTHOU;Xavier;Maire;Plounévézel;Finistère;MACRON Emmanuel;07/03/2017
M;BERTIN;Olivier;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;MACRON Emmanuel;07/03/2017
M;BERTRAND;Eric;Maire;Armancourt;Oise;MACRON Emmanuel;07/03/2017
M;BERTUCELLI;Gilles;Maire;Preuilly-sur-Claise;Indre-et-Loire;MACRON Emmanuel;07/03/2017
M;BEY;Jean-Pierre;Maire;La Chapelle-lès-Luxeuil;Haute-Saône;MACRON Emmanuel;07/03/2017
M;BIAUD;Philippe;Maire;Ligron;Sarthe;MACRON Emmanuel;07/03/2017
M;BILLIET;Hervé;Maire délégué-e;Val-d'Ornain;Meuse;MACRON Emmanuel;07/03/2017
M;BLACHIER;Romain;Conseiller/ère métropolitain-e de Lyon;;Rhône;MACRON Emmanuel;07/03/2017
M;BLANCHARD;Nicolas;Maire;Val de Chaise;Haute-Savoie;MACRON Emmanuel;07/03/2017
M;BLANCHON;Alain;Maire;Coulonges;Charente;MACRON Emmanuel;07/03/2017
M;BLANCHOZ;Philippe;Maire;Charnat;Puy-de-Dôme;MACRON Emmanuel;07/03/2017
M;BLEIN;Georges;Maire;Savas-Mépin;Isère;MACRON Emmanuel;07/03/2017
M;BLESSEMAILLE;Alain;Maire;Braillans;Doubs;MACRON Emmanuel;07/03/2017
M;BOCQUET;Hervé;Maire;Gonneville-en-Auge;Calvados;MACRON Emmanuel;07/03/2017
M;BOISSEAU;Maurice;Maire;Saint-Baudelle;Mayenne;MACRON Emmanuel;07/03/2017
M;BOISSEROLLES;Laurent;Maire;Beire-le-Châtel;Côte-d'Or;MACRON Emmanuel;07/03/2017
M;BOREL;Laurent;Maire;Saint-Jean-Froidmentel;Loir-et-Cher;MACRON Emmanuel;07/03/2017
M;BOST;Patrick;Maire;Regnière-Ecluse;Somme;MACRON Emmanuel;07/03/2017
M;BOUCHARD;Philippe;Maire;Gavrus;Calvados;MACRON Emmanuel;07/03/2017
M;BOUCHE;Joël;Maire;Saint-Pierre;Haute-Garonne;MACRON Emmanuel;07/03/2017
M;BOUDIE;Florent;Conseiller/ère régional-e;Nouvelle-Aquitaine;Gironde;MACRON Emmanuel;07/03/2017
M;BOULIER;Patrick;Maire;Varengeville-sur-Mer;Seine-Maritime;MACRON Emmanuel;07/03/2017
M;BOURCIER;Alain;Maire;Gimouille;Nièvre;MACRON Emmanuel;07/03/2017
M;BOURGY;Jean-Paul;Maire;Morchain;Somme;MACRON Emmanuel;07/03/2017
M;BOURRIER;Christian;Maire;Lalinde;Dordogne;MACRON Emmanuel;07/03/2017
M;BOUTY;Philippe;Conseiller/ère départemental-e;;Charente;MACRON Emmanuel;07/03/2017
Mme;BOUZERDA AÏSSAOUI;Fouziya;Conseiller/ère métropolitain-e de Lyon;;Rhône;MACRON Emmanuel;07/03/2017
M;BRAVARD;Michel;Maire;Medeyrolles;Puy-de-Dôme;MACRON Emmanuel;07/03/2017
M;BRENIAUX;Christian;Maire;Etoile (L');Jura;MACRON Emmanuel;07/03/2017
Mme;BRESTEAUX;Patricia;Maire;Ménil;Mayenne;MACRON Emmanuel;07/03/2017
M;BRET;Jean-Paul;Maire délégué-e;Villages du Lac de Paladru;Isère;MACRON Emmanuel;07/03/2017
Mme;BREZET;Eve;Conseiller/ère départemental-e;;Lozère;MACRON Emmanuel;07/03/2017
M;BRIANT;Stéphane;Maire;Antignac;Cantal;MACRON Emmanuel;07/03/2017
M;BRIDEY;Jean-Jacques;Maire;Fresnes;Val-de-Marne;MACRON Emmanuel;07/03/2017
M;BRIOTTET;Bernard;Maire;Pennesières;Haute-Saône;MACRON Emmanuel;07/03/2017
M;BRIOULLE;Jean-Pierre;Maire;Saint-Pierre-d'Argençon;Hautes-Alpes;MACRON Emmanuel;07/03/2017
M;BROQUERES;Jean-François;Maire;Tartas;Landes;MACRON Emmanuel;07/03/2017
Mme;BRUGIER THOREAU;Annie;Maire;Jouhet;Vienne;MACRON Emmanuel;07/03/2017
M;BRUNET;Bernard;Maire;La Vaupalière;Seine-Maritime;MACRON Emmanuel;07/03/2017
Mme;BURGAT;Hélène;Maire;Mondeville;Calvados;MACRON Emmanuel;07/03/2017
M;CABROLIER;Hélian;Conseiller/ère départemental-e;;Aveyron;MACRON Emmanuel;07/03/2017
M;CAHN;Philippe;Maire;Châteauneuf-de-Bordette;Drôme;MACRON Emmanuel;07/03/2017
M;CAILHOL;Régis;Conseiller/ère départemental-e;;Aveyron;MACRON Emmanuel;07/03/2017
M;CALLU;Luc;Maire;Les Autels-Villevillon;Eure-et-Loir;MACRON Emmanuel;07/03/2017
M;CALMETTE;Alain;Député-e;1er;Cantal;MACRON Emmanuel;07/03/2017
M;CAMPAGNE;Antoine;Maire;Cormery;Indre-et-Loire;MACRON Emmanuel;07/03/2017
M;CANTOURNET;Eric;Conseiller/ère départemental-e;;Aveyron;MACRON Emmanuel;07/03/2017
M;CARMOUZE;Rémi;Maire;Montignac;Hautes-Pyrénées;MACRON Emmanuel;07/03/2017
M;CAROMELLE;Jacques;Maire délégué-e;Château-Salins;Moselle;MACRON Emmanuel;07/03/2017
M;CASEILLES;Louis;Maire;Saint-Laurent-de-Cerdans;Pyrénées-Orientales;MACRON Emmanuel;07/03/2017
M;CASSAROUME;Régis;Maire;Mesplède;Pyrénées-Atlantiques;MACRON Emmanuel;07/03/2017
M;CASSIDE;Olivier;Maire;Pavant;Aisne;MACRON Emmanuel;07/03/2017
Mme;CASTELLANE;Geneviève;Maire;Le Garn;Gard;MACRON Emmanuel;07/03/2017
M;CASTELLI;Joseph;Sénateur/trice;;Haute-Corse;MACRON Emmanuel;07/03/2017
M;CAULLET;Jean-Yves;Député-e;2e;Yonne;MACRON Emmanuel;07/03/2017
M;CAYRAFOURCQ;Frédéric;Maire;Saint-Armou;Pyrénées-Atlantiques;MACRON Emmanuel;07/03/2017
Mme;CENTIS;Angeline;Maire;Comberouger;Tarn-et-Garonne;MACRON Emmanuel;07/03/2017
M;CHABROL;Jean;Maire;Couvrelles;Aisne;MACRON Emmanuel;07/03/2017
M;CHAPOTON;Gilles;Maire;Draché;Indre-et-Loire;MACRON Emmanuel;07/03/2017
M;CHARLES;Christophe;Maire;Luzinay;Isère;MACRON Emmanuel;07/03/2017
M;CHARRESSON;Raymond;Maire;Rungis;Val-de-Marne;MACRON Emmanuel;07/03/2017
M;CHATEAUX;Thierry;Maire;Guébestroff;Moselle;MACRON Emmanuel;07/03/2017
M;CHAZE;David;Maire;Goudon;Hautes-Pyrénées;MACRON Emmanuel;07/03/2017
Mme;CHENE;Marie-Ange;Maire;Charnècles;Isère;MACRON Emmanuel;07/03/2017
M;CHESNET;Yves;Maire;Rupt-sur-Saône;Haute-Saône;MACRON Emmanuel;07/03/2017
M;CHEVAL;Jacques;Maire;Saint-Vallier;Drôme;MACRON Emmanuel;07/03/2017
M;CHOMONT;Gérard;Maire;Crégy-lès-Meaux;Seine-et-Marne;MACRON Emmanuel;07/03/2017
Mme;CHOUTEAU;Marie-Hélène;Conseiller/ère départemental-e;;Maine-et-Loire;MACRON Emmanuel;07/03/2017
M;CLAESEN;Léon-Bernard;Maire;Saint-Projet;Lot;MACRON Emmanuel;07/03/2017
M;CLAUSS;Marc;Maire;Domfessel;Bas-Rhin;MACRON Emmanuel;07/03/2017
M;CLERC;Alain;Maire;Septème;Isère;MACRON Emmanuel;07/03/2017
M;COLIN;Guy;Maire;Brélès;Finistère;MACRON Emmanuel;07/03/2017
Mme;COLUSSI;Sylviane;Conseiller/ère départemental-e;;Isère;MACRON Emmanuel;07/03/2017
M;COMMELIN;Hervé;Maire;Saint-André-Farivillers;Oise;MACRON Emmanuel;07/03/2017
M;CONCHON;Michel;Maire;Sous-Parsat;Creuse;MACRON Emmanuel;07/03/2017
M;CORDON;Philippe;Maire;Chamrousse;Isère;MACRON Emmanuel;07/03/2017
M;CORMIER;Henri;Maire;Ladevèze-Ville;Gers;MACRON Emmanuel;07/03/2017
Mme;CORNE;Sandrine;Maire;Courtetain-et-Salans;Doubs;MACRON Emmanuel;07/03/2017
M;CORNIER;David;Maire;Le Planois;Saône-et-Loire;MACRON Emmanuel;07/03/2017
M;CORNILLON;David;Maire;Saint-Roman;Drôme;MACRON Emmanuel;07/03/2017
Mme;CORNU;Laetitia;Maire;Lavoûte-sur-Loire;Haute-Loire;MACRON Emmanuel;07/03/2017
Mme;COSSERAT;Sandrine;Maire;Volonne;Alpes-de-Haute-Provence;MACRON Emmanuel;07/03/2017
M;COUEFFE;Dominique;Maire;Cosmes;Mayenne;MACRON Emmanuel;07/03/2017
M;COURNEIL;Jean-Claude;Maire;Lézat-sur-Lèze;Ariège;MACRON Emmanuel;07/03/2017
M;COUROT;Bertrand;Maire;Sainte-Menehould;Marne;MACRON Emmanuel;07/03/2017
M;COUSSAIN;Yves;Maire;Teissières-lès-Bouliès;Cantal;MACRON Emmanuel;07/03/2017
M;COZ;Daniel;Maire;Sadirac;Gironde;MACRON Emmanuel;07/03/2017
M;CRESPO;Paulo;Maire;Somme-Yèvre;Marne;MACRON Emmanuel;07/03/2017
M;CRIMIER;Roland;Maire;Saint-Genis-Laval;Rhône;MACRON Emmanuel;07/03/2017
M;CROUZY;René;Maire;Lugarde;Cantal;MACRON Emmanuel;07/03/2017
M;CUNAT;François;Maire;Ramonchamp;Vosges;MACRON Emmanuel;07/03/2017
M;CUYAUBE;Michel;Maire;Sévignacq;Pyrénées-Atlantiques;MACRON Emmanuel;07/03/2017
M;DA PASSANO;Jean-Luc;Maire;Irigny;Rhône;MACRON Emmanuel;07/03/2017
M;DAIGLE;Michel;Maire;Orveau;Essonne;MACRON Emmanuel;07/03/2017
M;DALVERNY;Jérôme;Maire;Prades;Ardèche;MACRON Emmanuel;07/03/2017
M;DAMEZ;Olivier;Maire;Coufouleux;Tarn;MACRON Emmanuel;07/03/2017
M;DANEMANS;François;Maire;Calvinet;Cantal;MACRON Emmanuel;07/03/2017
M;DANIEL;Laurent;Maire;Hanvoile;Oise;MACRON Emmanuel;07/03/2017
Mme;DANION;Monique;Maire;La Vraie-Croix;Morbihan;MACRON Emmanuel;07/03/2017
M;DARVEY;Albert;Conseiller/ère départemental-e;;Savoie;MACRON Emmanuel;07/03/2017
M;DAUBE;Gabriel;Maire;Périers;Manche;MACRON Emmanuel;07/03/2017
M;DE REDON DE COLOMBIER;Louis;Conseiller/ère départemental-e;;Loir-et-Cher;MACRON Emmanuel;07/03/2017
M;DE STOPPELEIRE;Xavier;Maire;La Ferrière-Béchet;Orne;MACRON Emmanuel;07/03/2017
M;DE TARRAGON;Philippe;Maire;Savenès;Tarn-et-Garonne;MACRON Emmanuel;07/03/2017
M;DECROOCQ;Philippe;Maire;Bey;Saône-et-Loire;MACRON Emmanuel;07/03/2017
M;DEFEVERE;Eddie;Maire;Staple;Nord;MACRON Emmanuel;07/03/2017
M;DEGUISE;Patrick;Maire;Noyon;Oise;MACRON Emmanuel;07/03/2017
M;DELABY;Marc;Maire;Airon-Notre-Dame;Pas-de-Calais;MACRON Emmanuel;07/03/2017
M;DELAGE;Jean-Philippe;Maire;Saint-Cyr-la-Roche;Corrèze;MACRON Emmanuel;07/03/2017
M;DELBOS;Michel;Maire;Montredon;Lot;MACRON Emmanuel;07/03/2017
Mme;DELCAMP;Marie-Odile;Maire;Gourdon;Lot;MACRON Emmanuel;07/03/2017
M;DELETOILLE;Daniel;Maire;Beaufremont;Vosges;MACRON Emmanuel;07/03/2017
M;DELPI;Didier;Maire;Saint-Gervais;Gard;MACRON Emmanuel;07/03/2017
M;DEMENGE;Régis;Maire;Herpelmont;Vosges;MACRON Emmanuel;07/03/2017
M;DENEUCHE;Marc;Maire;Bailleul;Nord;MACRON Emmanuel;07/03/2017
Mme;DEPREZ-AUDEBERT;Marguerite;Conseiller/ère régional-e;Hauts-de-France;Pas-de-Calais;MACRON Emmanuel;07/03/2017
M;DEPRINCE;Jean-Luc;Maire;Beaumont-de-Lomagne;Tarn-et-Garonne;MACRON Emmanuel;07/03/2017
M;DERCAMP;Christophe;Conseiller/ère métropolitain-e de Lyon;;Rhône;MACRON Emmanuel;07/03/2017
M;DEROUBAIX;Hervé;Maire;Robecq;Pas-de-Calais;MACRON Emmanuel;07/03/2017
M;DERRAR;Kaddour-Jean;Maire;Condette;Pas-de-Calais;MACRON Emmanuel;07/03/2017
M;DESBOS;Eric;Conseiller/ère métropolitain-e de Lyon;;Rhône;MACRON Emmanuel;07/03/2017
M;DESNOUE;Jérôme;Maire;Champmotteux;Essonne;MACRON Emmanuel;07/03/2017
M;DIEULEFES;Hervé;Maire;Saint-Just;Hérault;MACRON Emmanuel;07/03/2017
M;DIEULIN;Philippe;Maire;Mauvages;Meuse;MACRON Emmanuel;07/03/2017
M;DIGOIN-DANZIN;Renaud;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;MACRON Emmanuel;07/03/2017
M;DION;Jean-Luc;Maire;Thiverny;Oise;MACRON Emmanuel;07/03/2017
M;DOMONT;Jean Pierre;Maire;Villers-Bocage;Somme;MACRON Emmanuel;07/03/2017
M;DONEY;Jean-Marie;Maire;Cléron;Doubs;MACRON Emmanuel;07/03/2017
