"Brand","Model name","Sensor size","Effective megapixel","Lens mount","Viewfinder type","Viewfinder coverage (% of the frame)","Metering zones","Focus points","Lowest ISO","Highest ISO","DxOMark sensor score","DxO ISO perfor- mance","Cont. shtg (fps)","LCD size (in)","Live view","Movie mode","Memory card type","Dimensions (mm)","Weight (g)","Announced (date)","In produc- tion","Reference"
"Sony","Alpha 580","APS-C","16.2","Sony α/Minolta A","Pentamirror","95","","15","100","12800","80","1121","7","3","yes","yes","SD, MS","137x104x84","599 (without battery)","Aug 2010","yes",""
"Brand","Model name","Sensor size","Effective megapixel","Lens mount","Viewfinder type","Viewfinder coverage (% of the frame)","Metering zones","Focus points","Lowest ISO","Highest ISO","DxOMark sensor score","DxO ISO perfor- mance","Cont. shtg (fps)","LCD size (in)","Live view","Movie mode","Memory card type","Dimensions (mm)","Weight (g)","Announced (date)","In produc- tion","Reference"
"Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras","Image processor:Non-DIGIC |DIGIC |DIGIC II |DIGIC III |DIGIC 4 |DIGIC 5 / 5+ |DIGIC 6Specialty models: C - Cinema EOSNaming of entry-level models: Rebel - Americas | Kiss - JapanSee also: Canon EOS film cameras"
"Class","Sensor","2000","2000","2000","2001","2001","2001","2001","2002","2002","2002","2002","2003","2003","2003","2003","2004","2004","2004","2004","2005","2005","2005","2005","2006","2006","2006","2006","2007","2007","2007","2007","2008","2008","2008","2008","2009","2009","2009","2009","2010","2010","2010","2010","2011","2011","2011","2011","2012","2012","2012","2012","2013","2013","2013","2013","2014","2014","2014","2014","2015","2015","2015","2015"
"Class","Sensor","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4"
"Professional","Full-frame","","","","","","","","","","","1Ds","1Ds","1Ds","1Ds","1Ds","1Ds","1Ds","1Ds","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark II","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1Ds Mark III","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C","1D X / 1D C"
"Professional","APS-H","","","","","","","1D","1D","1D","1D","1D","1D","1D","1D","1D","1D","1D Mark II","1D Mark II","1D Mark II","1D Mark II","1D Mark II","1D Mark II","1D Mark II N","1D Mark II N","1D Mark II N","1D Mark II N","1D Mark II N","1D Mark II N","1D Mark III","1D Mark III","1D Mark III","1D Mark III","1D Mark III","1D Mark III","1D Mark III","1D Mark III","1D Mark III","1D Mark III","1D Mark IV","1D Mark IV","1D Mark IV","1D Mark IV","1D Mark IV","1D Mark IV","1D Mark IV","1D Mark IV","1D Mark IV","1D Mark IV","","","","","","","","","","","","","","",""
"Enthusiast","Full-frame","","","","","","","","","","","","","","","","","","","","","","","5D","5D","5D","5D","5D","5D","5D","5D","5D","5D","5D","5D","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark II","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III","5D Mark III"
"Enthusiast","Full-frame","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6D","6D","6D","6D","6D","6D","6D","6D","6D","6D","6D","6D","6D"
"Enthusiast","APS-C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D","7D Mark II","7D Mark II","7D Mark II","7D Mark II","7D Mark II"
"Enthusiast","APS-C","","","D30","D30","D30","D30","D30","D60","D60","D60","D60","10D","10D","10D","10D","10D","10D","20D","20D","20D","20D","20D","20D","30D","30D","30D","30D","30D","30D","40D","40D","40D","40D","50D","50D","50D","50D","50D","50D","50D","50D","60D","60D","60D","60D","60D","60D","60D","60D","60D","60D","60D","60D","70D","70D","70D","70D","70D","70D","70D","70D","70D","70D"
"Enthusiast","APS-C","","","","","","","","","","","","","","","","","","","","20Da","20Da","20Da","20Da","20Da","","","","","","","","","","","","","","","","","","","","","","","","","60Da","60Da","60Da","60Da","60Da","60Da","60Da","60Da","60Da","60Da","60Da","60Da","60Da","60Da","60Da"
"Entry-Level","APS-C","","","","","","","","","","","","","","300D
Digital Rebel
Kiss Digital","300D
Digital Rebel
Kiss Digital","300D
Digital Rebel
Kiss Digital","300D
Digital Rebel
Kiss Digital","300D
Digital Rebel
Kiss Digital","300D
Digital Rebel
Kiss Digital","350D
Digital Rebel XT
Kiss Digital N","350D
Digital Rebel XT
Kiss Digital N","350D
Digital Rebel XT
Kiss Digital N","350D
Digital Rebel XT
Kiss Digital N","350D
Digital Rebel XT
Kiss Digital N","350D
Digital Rebel XT
Kiss Digital N","400D
Digital Rebel XTi
Kiss Digital X","400D
Digital Rebel XTi
Kiss Digital X","400D
Digital Rebel XTi
Kiss Digital X","400D
Digital Rebel XTi
Kiss Digital X","400D
Digital Rebel XTi
Kiss Digital X","400D
Digital Rebel XTi
Kiss Digital X","450D
Rebel XSi
Kiss X2","450D
Rebel XSi
Kiss X2","450D
Rebel XSi
Kiss X2","450D
Rebel XSi
Kiss X2","450D
Rebel XSi
Kiss X2","500D
Rebel T1i
Kiss X3","500D
Rebel T1i
Kiss X3","500D
Rebel T1i
Kiss X3","550D
Rebel T2i
Kiss X4","550D
Rebel T2i
Kiss X4","550D
Rebel T2i
Kiss X4","550D
Rebel T2i
Kiss X4","600D
Rebel T3i
Kiss X5","600D
Rebel T3i
Kiss X5","600D
Rebel T3i
Kiss X5","600D
Rebel T3i
Kiss X5","650D
Rebel T4i
Kiss X6i","650D
Rebel T4i
Kiss X6i","650D
Rebel T4i
Kiss X6i","650D
Rebel T4i
Kiss X6i","650D
Rebel T4i
Kiss X6i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i","700D
Rebel T5i
Kiss X7i"
"Entry-Level","APS-C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7","100D
Rebel SL1
Kiss X7"
"Entry-Level","APS-C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1000D
Rebel XS
Kiss F","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1100D
Rebel T3
Kiss X50","1200D
Rebel T5
Kiss X70","1200D
Rebel T5
Kiss X70","1200D
Rebel T5
Kiss X70","1200D
Rebel T5
Kiss X70","1200D
Rebel T5
Kiss X70","1200D
Rebel T5
Kiss X70","1200D
Rebel T5
Kiss X70","1200D
Rebel T5
Kiss X70"
"MILC","APS-C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","M","M","M","M2","M2","M2","M2","M2","M2","M2","M2","M2"
