"Brand","Model name","Sensor size","Effective megapixel","Lens mount","Viewfinder type","Viewfinder coverage (% of the frame)","Metering zones","Focus points","Lowest ISO","Highest ISO","DxOMark sensor score","DxO ISO perfor- mance","Cont. shtg (fps)","LCD size (in)","Live view","Movie mode","Memory card type","Dimensions (mm)","Weight (g)","Announced (date)","In produc- tion","Reference"
"Early models","Early models","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)","Canon EOS DCS 3 (1995)
Canon EOS DCS 1 (1995)
Canon EOS DCS 5 (1995)
Canon EOS D2000 (1998)
Canon EOS D6000 (1998)"
"FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed","FX format (Full-frame)
Without an AF motor (needs lenses with integrated motor)
HD video /  / Uncompressed

See also: Nikon 1 / F-mount  Teleconverter  CX / DX format  Speedlight  Expeed"
"","1999","1999","1999","2000","2000","2000","2000","2001","2001","2001","2001","2002","2002","2002","2002","2003","2003","2003","2003","2004","2004","2004","2004","2005","2005","2005","2005","2006","2006","2006","2006","2007","2007","2007","2007","2008","2008","2008","2008","2009","2009","2009","2009","2010","2010","2010","2010","2011","2011","2011","2011","2012","2012","2012","2012","2013","2013","2013","2013","2014","2014","2014","2014","2015","2015","2015","2015"
"","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4"
"Professional","D1","D1","D1","D1","D1","D1","D1","D1X","D1X","D1X","D1X","D1X","D1X","D1X","D1X","D1X","D1X","D1X","D1X","D1X","D1X","D2X","D2X","D2X","D2X","D2X","D2X","D2X","D2Xs","D2Xs","D2Xs","D2Xs","D2Xs","","","","","","D3X","D3X","D3X","D3X","D3X","D3X","D3X","D3X","D3X","D3X","D3X","D3X","D3X","D3X","D3X","","","","","","","","","","","","","",""
"Professional","","","","","","","","D1H","D1H","D1H","D1H","D1H","D1H","D1H","D1H","D1H","D1H","D2H","D2H","D2H","D2H","D2H","D2H","D2Hs","D2Hs","D2Hs","D2Hs","D2Hs","D2Hs","D2Hs","D2Hs","D2Hs","D2Hs","D3","D3","D3","D3","D3","D3","D3","D3","D3","D3S","D3S","D3S","D3S","D3S","D3S","D3S","D3S","D3S","D4","D4","D4","D4","D4","D4","D4","D4","D4S","D4S","D4S","D4S","","","",""
"High-end","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","D800 / D800E","D800 / D800E","D800 / D800E","D800 / D800E","D800 / D800E","D800 / D800E","D800 / D800E","D800 / D800E","D800 / D800E","D810","D810","D810","","","",""
"High-end","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Df","Df","Df","Df","Df","","","",""
"Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","D700","D700","D700","D700","D700","D700","D700","D700","D700","D700","D700","D700","D700","D700","D700","D700","D700","","","","","","","","D750","D750","","","",""
"Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","D600","D600","D600","D600","D600","D610","D610","D610","D610","D610","","","",""
"Mid-range","","","","","","","","","","","","D100","D100","D100","D100","D100","D100","D100","D100","D100","D100","D100","D100","D100","D100","D100","D200","D200","D200","D200","D200","D200","D200","D300","D300","D300","D300","D300","D300","D300","D300","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mid-range","","","","","","","","","","","","","","","","","","","","D70","D70","D70","D70","D70","D70s","D70s","D70s","D70s","D70s","D80","D80","D80","D80","D80","D80","D80","D80","D90","D90","D90","D90","D90","D90","D90","D90","","","","","","","","","","","","D7100","D7100","D7100","D7100","D7100","D7100","D7100","","","",""
"Upper-entry","","","","","","","","","","","","","","","","","","","","","","","","","D50","D50","D50","D50","D50","D50","","","D40X","D40X","D40X","D60","D60","D60","D60","D60","D5000","D5000","D5000","D5000","D5000","D5000","D5000","D5000","","","","","","","D5200","D5200","D5200","D5200","D5300","D5300","D5300","D5300","D5300","","","",""
"Entry-level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","D40","D40","D40","D40","D40","D40","D40","D40","D40","D40","","D3000","D3000","D3000","D3000","","","","","","","","","","","","","","","D3300","D3300","D3300","D3300","","","",""
