{| class="wikitable"
| Family
| Cache (KiB)
| Cache (KiB)
| Cache (KiB)
| Memory Controller
| Model Group
| Process (nm)
| Socket
| Speed (MHz)
| Supported Features
|-
! Bulldozer
| 
| 
| 
| 
| 
| Zambezi, Interlagos
| 1/2/3/4*
| 2600
| FX, Opteron
| 4 x 256 KB Instr, 8 x 16 KB Data
| 4 x 2
| 8
| DDR3
| 4100, 4120, 4130, 4150, 4170, 6100, 6120, 6130, 6200, 8100, 8120, 8140, 8150, 8170
| 32
| Socket AM3+
Socket AM3
| 2800-4500 (Includes Turbo Boost)
| AVX, SSE4.2, SSE4.1, AES, CLMUL, XOP, FMA4, CVT16, MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! Excavator
| 
| 
| 
| 
| 
| Carrizo
| 1/2
| 
| APU
| 
| 
| 
| 
| 
| 28
| Socket FM2+
| 
| 
|-
! K10
| 
| 
| 
| 
| 
| Budapest
| 4
| 1000
| Opteron
| 64+64
| 256, 512
| 2048
| 
| 
| 65
| Socket AM2
| 1700-2500
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, PowerNow!
|-
! K10
| 
| 
| 
| 
| 
| Agena
| 4
| 1600, 1800, 2000
| Phenom
| 64+64
| 512
| 2048
| 
| 9100e,9150e, 9350e, 9450e, 9500, 9550, 9600, 9600B, 9600BE, 9650, 9670, 9750, 9750B, 9850, 9850B 9850BE, 9950BE
| 65
| Socket AM2+
| 1800-2600
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10
| 
| 
| 
| 
| 
| Lima
| 1
| 1600, 1800
| Athlon
| 64+64
| 512, 1024
| 
| 
| 
| 65
| Socket AM2+
| 2400–2700
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10
| 
| 
| 
| 
| 
| Toliman
| 3
| 1600, 1800
| Phenom
| 64+64
| 512
| 2048
| 
| 8250e, 8400, 8450, 8450e, 8550, 8600, 8600B, 8650, 8750, 8750B, 8750BE, 8850
| 65
| Socket AM2+
| 1900-2500
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10
| 
| 
| 
| 
| 
| Kuma
| 2
| 1600, 1800
| Athlon X2
| 64+64
| 1024
| 2048(7000 Series ONLY)
| 
| 6500BE, 7450, 7550, 7750BE, 7850BE
| 65
| Socket AM2+
| 2300-2800
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10
| 
| 
| 
| 
| 
| Barcelona
| 4
| 1000
| Opteron
| 64+64
| 256, 512
| 2048
| 
| 
| 65
| Socket F
| 1700-2500
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, PowerNow!, ccNUMA
|-
! K10
| 
| 
| 
| 
| 
| Sparta
| 1
| 1600
| Sempron
| 64+64
| 512
| 
| 
| 
| 65
| Socket AM2+
| 2700
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10.5
| 
| 
| 
| 
| 
| Rana
| 3
| 2000
| Athlon II
| 64+64
| 512
| 
| DDR2
DDR3
| 
| 45
| Socket AM2+
Socket AM3
| 2200–3100
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10.5
| 
| 
| 
| 
| 
| Propus
| 4
| 2000
| Athlon II
| 64+64
| 512
| 
| DDR2
DDR3
| 
| 45
| Socket AM2+
Socket AM3
| 2200–2800
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10.5
| 
| 
| 
| 
| 
| Zosma
| 4/6
| 1800, 2000
| Phenom II
| 64+64
| 512
| 6144
| DDR2
DDR3
| 840T, 960T, 970
| 45
| Socket AM2+
Socket AM3
| 3000-3400
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10.5
| 
| 
| 
| 
| 
| Sargas
| 1
| ?
| Sempron
| 
| 1024
|  
| DDR2
DDR3
| 140
| 45
| Socket AM2+
Socket AM3
| 2700
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, PowerNow!
|-
! K10.5
| 
| 
| 
| 
| 
| Deneb
| 4/4
| 1800, 2000
| Phenom II
| 64+64
| 512
| 6144 (805-820 only 4096)
| DDR2
DDR3
| 980, 975, 970, 965, 955, 945, 940, 925, 920, 910e, 905e, 830, 820, 810, 805
| 45
| Socket AM2+
Socket AM3
| 2500-3700
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10.5
| 
| 
| 
| 
| 
| Regor
| 2
| 2000
| Athlon II
| 64+64
| 512, 1024
| 
| DDR2
DDR3
| 
| 45
| Socket AM2+
Socket AM3
| 2800-3000
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10.5
| 
| 
| 
| 
| 
| Heka
| 3/4
| 2000
| Phenom II
| 64+64
| 512
| 6144
| DDR2
DDR3
| 740, 720, 705e
| 45
| Socket AM2+
Socket AM3
| 2500–2800
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10.5
| 
| 
| 
| 
| 
| Caspian
| 2
| 1800, 1600
| Turion II
| ?
| 512, 1024
|  
| DDR2
|  
| 45
| Socket S1G3
| 2000-2700
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, PowerNow!
|-
! K10.5
| 
| 
| 
| 
| 
| Callisto
| 2/4
| 2000
| Phenom II
| 64+64
| 512
| 6144
| DDR2
DDR3
| 570, 565, 560, 555, 550, 545
| 45
| Socket AM2+
Socket AM3
| 3000-3400
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K10.5
| 
| 
| 
| 
| 
| Thuban
| 6/6
| 1800, 2000
| Phenom II
| 64+64
| 512
| 6144
| DDR2
DDR3
| 1100T, 1090T, 1075T, 1055T, 1045T
| 45
| Socket AM2+
Socket AM3
| 2600-3300
| MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!, NX bit, AMD64, AMD-V, Cool'n'Quiet
|-
! K5
| 
| 
| 
| 
| 
| SSA/5, 5k86
| 1
| 50, 60, 66
| AMD K5
| 8+16
| 0
| 
| 
| 
| 500, 350
| Socket 5
Socket 7
| 75–133
| 
|-
! K6
| 
| 
| 
| 
| 
| Chomper, Chomper Extended, mobile
| 1
| 66, 95, 97, 100
| AMD K6-2
| 32+32
| 0, 128
| 
| 
| 
| 250, 180
| Super Socket 7
| 166-550
| MMX, 3DNow!
|-
! K6
| 
| 
| 
| 
| 
| Sharptooth
| 1
| 66, 95, 96.2, 100
| K6-3
| 32+32
| 256
| 512, 1024
| 
| 
| 250, 180
| Super Socket 7
| 400-550
| MMX, 3DNow!
|-
! K6
| 
| 
| 
| 
| 
| Model 6, Littlefoot
| 1
| 50, 60, 66
| AMD K6
| 32+32
| 0
| 
| 
| 
| 350, 250
| Socket 7
| 166-300
| MMX
|-
! K7
| 
| 
| 
| 
| 
| Applebred
| 1
| 133
| Duron
| 64+64
| 64
| 
| 
| 
| 130
| Socket A
| 1400, 1600, 1800
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Barton
| 1
| 133, 166, 200
| Athlon XP/MP
| 64+64
| 512
| 
| 
| 2500+ - 3200+
| 130
| Socket A
| 1833-2333
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Palomino
| 1
| 133
| Athlon XP/MP
| 64+64
| 256
| 
| 
| 
| 180
| Socket A
| 1333-1733
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Pluto/Orion
| 1
| 100
| Athlon
| 64+64
| 512
| 
| 
| 
| 180
| Slot A
| 550-1000
| MMX, 3DNow!
|-
! K7
| 
| 
| 
| 
| 
| Thoroughbred
| 1
| 100, 133
| Athlon XP-M
| 64+64
| 256
| 
| 
| 
| 130
| Socket A
| 1400-2133
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Argon
| 1
| 100
| Athlon
| 64+64
| 512
| 
| 
| 
| 250
| Slot A
| 500-700
| MMX, 3DNow!
|-
! K7
| 
| 
| 
| 
| 
| Morgan
| 1
| 100
| Duron
| 64+64
| 64
| 
| 
| 
| 180
| Socket A
| 900-1300
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Thunderbird
| 1
| 100
| Athlon
| 64+64
| 256
| 
| 
| 
| 180
| Slot A
Socket A
| 1000-1400
| MMX, 3DNow!
|-
! K7
| 
| 
| 
| 
| 
| Spitfire
| 1
| 100
| Duron
| 64+64
| 64
| 
| 
| 
| 180
| Socket A
| 600-950
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Thoroughbred
| 1
| 133, 166, 200
| Athlon XP/MP
| 64+64
| 256
| 
| 
| 
| 130
| Socket A
| 1400-2250
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Thorton
| 1
| 166
| Sempron
| 64+64
| 256
| 
| 
| 
| 130
| Socket A
| 1500-2000
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Barton
| 1
| 166, 200
| Sempron
| 64+64
| 512
| 
| 
| 
| 130
| Socket A
| 2000–2200
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Corvette
| 1
| 100
| Athlon 4
| 64+64
| 256
| 
| 
| 
| 180
| Socket A
| 850-1400
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Thorton
| 1
| 133, 166, 200
| Athlon XP/MP
| 64+64
| 256
| 
| 
| 
| 130
| Socket A
| 1667-2200
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Spitfire
| 1
| 100
| Mobile Duron
| 64+64
| 64
| 
| 
| 
| 180
| Socket A
| 600, 700
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Thoroughbred-B
| 1
| 166
| Sempron
| 64+64
| 256
| 
| 
| 
| 130
| Socket A
| 1500-2000
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Barton
| 1
| 133
| Athlon XP-M
| 64+64
| 512
| 
| 
| 
| 130
| Socket A
| 1667-2200
| MMX, 3DNow!+, SSE
|-
! K7
| 
| 
| 
| 
| 
| Camaro
| 1
| 100
| Mobile Duron
| 64+64
| 64
| 
| 
| 
| 180
| Socket A
| 800-1300
| MMX, 3DNow!+, SSE
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 128
| 
| 
| 3400+
| 90
| Socket 939
| 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Paris
| 1
| 800
| Sempron
| 64+64
| 128
| 
| 
| 3000+
| 130
| Socket 754
| 1800
| MMX, 3DNow!+, SSE, SSE2, SSE3, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Trinidad
| 2
| 800
| Turion 64 X2
| 64+64
| 512
| 
| 
| TL-52, TL-56, TL-60, TL-64
| 90
| Socket S1
| 1600, 1800, 2000, 2200
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Roma
| 1
| 800
| Mobile Sempron
| 64+64
| 256
| 
| 
| 
| 90
| Socket 754
| 1600, 1800, 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Manila
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| 3000+, 3400+, 3600+, 3800+
| 90
| Socket AM2
| 1600, 1800, 2000, 2200
| 
|-
! K8
| 
| 
| 
| 
| 
| Windsor
| 2
| 1000
| Athlon 64 X2
| 64+64
| 256 PC, FS
| 
| DDR2
| 3600+
| 90
| Socket AM2
| 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit, AMD-V
|-
! K8
| 
| 
| 
| 
| 
| Orleans
| 1
| 1000
| Athlon 64
| 64+64
| 512
| 
| DDR2
| 
| 90
| Socket AM2
| 1800-2600
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit, AMD-V
|-
! K8
| 
| 
| 
| 
| 
| Keene
| 1
| 800
| Mobile Sempron
| 64+64
| 256
| 
| 
| 
| 90
| Socket S1
| 1800, 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64, PowerNow!
|-
! K8
| 
| 
| 
| 
| 
| Windsor
| 2
| 1000
| Athlon 64 X2
| 64+64
| 1024 PC, FS
| 
| DDR2
| 4000+, 4400+, 4800+, 5200+, 5600+, 6000+, 6400+
| 90
| Socket AM2
| 2000, 2200, 2400, 2600, 2800, 3000, 3200
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit, AMD-V
|-
! K8
| 
| 
| 
| 
| 
| Brisbane
| 2
| 1000
| Athlon 64 X2
| 64+64
| 512 PC, FS
| 
| DDR2
| 3600+, 3800+, 4000+, 4200+, 4400+, 4600+, 4800+, 5000+, 5200+, 5400+, 5600+, 5800+, 6000+
| 65
| Socket AM2
| 1900, 2000, 2100, 2200, 2300, 2400, 2500, 2600, 2700, 2800, 2900, 3000, 3100
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit, AMD-V
|-
! K8
| 
| 
| 
| 
| 
| Santa Rosa
| 2
| 1000
| Opteron
| 64+64
| 1024
| 
| DDR2
| 8200
| 90
| Socket F
| 2000-3000
| MMX, 3DNow!+, SSE, SSE2 AMD64, PowerNow!, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Santa Rosa
| 2
| 1000
| Opteron
| 64+64
| 1024
| 
| DDR2
| 2200
| 90
| Socket F
| 1800-3200
| MMX, 3DNow!+, SSE, SSE2 AMD64, PowerNow!, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 128
| 
| 
| 3000+
| 90
| Socket 754
| 1800
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Venice
| 1
| 800
| Athlon 64
| 64+64
| 512
| 
| DDR2
| 
| 90
| Socket 754
| 1800-2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Albany
| 1
| 800
| Mobile Sempron
| 64+64
| 256
| 
| 
| 
| 90
| Socket 754
| 1800, 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Tyler
| 2
| 800
| Turion 64 X2
| 64+64
| 512
| 
| 
| TL-56, TL-58, TL-60, TL-62, TL-64, TL-66, TL-68
| 65
| Socket S1
| 1800, 1900, 2000, 2100, 2200, 2300, 2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Sonora
| 1
| 800
| Mobile Sempron
| 64+64
| 256
| 
| 
| 
| 90
| Socket 754
| 1600, 1800
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Dublin
| 1
| 800
| Mobile Sempron
| 64+64
| 128
| 
| 
| 
| 130
| Socket 754
| 1600, 1800
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Santa Ana
| 2
| 1000
| Opteron
| 64+64
| 1024
| 
| DDR2
| 1200
| 90
| Socket AM2
| 1800-3200
| MMX, 3DNow!+, SSE, SSE2 AMD64, PowerNow!, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Lima
| 1
| 1000
| Athlon 64
| 64+64
| 512
| 
| DDR2
| 
| 65
| Socket AM2
| 2000-2800
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit, AMD-V
|-
! K8
| 
| 
| 
| 
| 
| Lancaster
| 1
| 800
| Turion 64
| 64+64
| 512
| 
| 
| MT-28, MT-32, ML-42
| 90
| Socket 754
| 1600 1800, 2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Richmond
| 1
| 800
| Turion 64
| 64+64
| 512
| 
| 
| MK-36, MK-38
| 90
| Socket 754
| 2000, 2200
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 128
| 
| 
| 3000+
| 90
| Socket 939
| 1800
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Sonora
| 1
| 800
| Mobile Sempron
| 64+64
| 128
| 
| 
| 
| 90
| Socket 754
| 1600, 1800
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| 3400+
| 90
| Socket 754
| 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Clawhammer
| 1
| 1000
| Athlon 64 FX
| 64+64
| 1024
| 
| DDR
| 
| 130
| Socket 939
| 2400, 2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Sledgehammer
| 1
| 800
| Opteron
| 64+64
| 1024
| 
| DDR
| 800
| 130
| Socket 940
| 1400-2400
| MMX, 3DNow!+, SSE, SSE2, AMD64, PowerNow!, ccNUMA
|-
! K8
| 
| 
| 
| 
| 
| Dublin
| 1
| 800
| Mobile Sempron
| 64+64
| 256
| 
| 
| 
| 130
| Socket 754
| 1600
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Keene
| 1
| 800
| Mobile Sempron
| 64+64
| 512
| 
| 
| 
| 90
| Socket S1
| 1600, 1800, 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64, PowerNow!
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 128
| 
| 
| 2600+
| 90
| Socket 754
| 1600
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, NX Bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Italy
| 2
| 1000
| Opteron
| 64+64
| 1024
| 
| DDR
| 200
| 90
| Socket 940
| 1600-3200
| MMX, 3DNow!+, SSE, SSE2 AMD64, PowerNow!, NX Bit, ccNUMA
|-
! K8
| 
| 
| 
| 
| 
| Roma
| 1
| 800
| Mobile Sempron
| 64+64
| 128
| 
| 
| 
| 90
| Socket 754
| 1800, 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Toledo
| 2
| 1000
| Athlon 64 X2
| 64+64
| 1024 PC, FS
| 
| DDR
| 4400+, 4800+
| 90
| Socket 939
| 2200, 2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Winchester
| 1
| 1000
| Athlon 64
| 64+64
| 512
| 
| DDR
| 
| 90
| Socket 939
| 1800-2200
| MMX, 3DNow!+, SSE, SSE2, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Sledgehammer
| 1
| 800
| Athlon 64 FX
| 64+64
| 1024
| 
| DDR
| 
| 130
| Socket 940
| 2200, 2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Sparta
| 1
| 800
| Sempron
| 64+64
| 512
| 
| 
| LE-1200, LE-1250, LE-1300
| 65
| Socket AM2
| 2100, 2200, 2300
| 
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| 2500+
| 90
| Socket 754
| 1400
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, NX Bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| 3200+
| 90
| Socket 939
| 1800
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Odessa
| 1
| 800
| Mobile Athlon 64
| 64+64
| 512
| 
| 
| 2700+, 2800+, 3000+
| 130
| Socket 754
| 1600, 1800, 2000
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| San Diego
| 1
| 1000
| Athlon 64 FX
| 64+64
| 1024
| 
| DDR
| 
| 90
| Socket 939
| 2600, 2800
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Windsor
| 2
| 1000
| Athlon 64 FX
| 64+64
| 1024
| 
| DDR2
| 
| 90
| Socket AM2
| 2000-3200
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit, AMD-V
|-
! K8
| 
| 
| 
| 
| 
| Newcastle
| 1
| 800
| Athlon 64
| 64+64
| 512
| 
| DDR
| 
| 130
| Socket 754
| 1800-2400
| MMX, 3DNow!+, SSE, SSE2, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| 2800+
| 90
| Socket 754
| 1600
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, NX Bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Georgetown
| 1
| 800
| Mobile Sempron
| 64+64
| 256
| 
| 
| 
| 90
| Socket 754
| 1600, 1800
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Sledgehammer
| 1
| 800
| Opteron
| 64+64
| 1024
| 
| DDR
| 200
| 130
| Socket 940
| 1400-2400
| MMX, 3DNow!+, SSE, SSE2, AMD64, PowerNow!, ccNUMA
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| 3500+
| 90
| Socket 939
| 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Windsor
| 2
| 1000
| Athlon 64 X2
| 64+64
| 512 PC, FS
| 
| DDR2
| 3800+, 4200+, 4600+, 5000+, 5400+
| 90
| Socket AM2
| 2000, 2200, 2400, 2600, 2800
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit, AMD-V
|-
! K8
| 
| 
| 
| 
| 
| Troy
| 1
| 800
| Opteron
| 64+64
| 1024
| 
| DDR
| 200
| 90
| Socket 940
| 1600-3000
| MMX, 3DNow!+, SSE, SSE2, AMD64, PowerNow!, ccNUMA
|-
! K8
| 
| 
| 
| 
| 
| Venus
| 1
| 800
| Opteron
| 64+64
| 1024
| 
| DDR
| 100
| 90
| Socket 939
| 1600-3000
| MMX, 3DNow!+, SSE, SSE2, AMD64, PowerNow!, ccNUMA
|-
! K8
| 
| 
| 
| 
| 
| Clawhammer
| 1
| 800
| Mobile Athlon 64
| 64+64
| 512
| 
| 
| 2700+
| 130
| Socket 754
| 1600
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
