{| class="wikitable"
! Ariane 4 44LP H10+
| 1992
| 1995
| 6
| Aérospatiale
| 7,000
| 4,030 to GTO
| Europe
| Retired
|-
! Ariane 4 44LP H10-3
| 1995
| 2001
| 13
| Aérospatiale
| 7,000
| 4,220 to GTO
| Europe
| Retired
|-
! Ariane 4 44P
| 1991
| 1991
| 2
| Aérospatiale
| 6,500
| 4,100 to SSO
3,000 to GTO
| Europe
| Retired
|-
! Ariane 4 44P H10-3
| 1995
| 2001
| 9
| Aérospatiale
| 
| 3,465 to GTO
| Europe
| Retired
|-
! Ariane 5ECA
| 2002
| 
| 44
| EADS Astrium
| 21,000
| 10,050 to GTO
| Europe
| Operational
|-
! Ariane 5ES
| 2008
| 
| 4
| EADS Astrium
| 21,000
| 8,000 to GTO
| Europe
| Operational
|-
! Ariane 5G
| 1996
| 2003
| 16
| EADS Astrium
| 18,000
| 6,900
| Europe
| Retired
|-
! Ariane 5G+
| 2004
| 2004
| 3
| EADS Astrium
| 18,000
| 7,100 to GTO
| Europe
| Retired
|-
! Ariane 5GS
| 2005
| 2009
| 6
| EADS Astrium
| 18,000
| 6,600 to GTO
| Europe
| Retired
|-
! Ariane 5ME
| 
| 
| 0
| EADS Astrium
| 25,200
| 11,500 to GTO
| Europe
| Development
|-
! Ariane 6
| 
| 
| 0
| EADS Astrium
| 
| 6,500 to GTO
| Europe
| Development
|-
! Athena I
| 
| 
| 0
| ATK
Lockheed Martin
| 
| 
| United States
| Development
|-
! Athena I
| 1995
| 2001
| 4
| Lockheed Martin
| 820
| 
| United States
| Retired
|-
! Athena II
| 
| 
| 0
| ATK
Lockheed Martin
| 
| 
| United States
| Development
|-
! Athena II
| 1998
| 1999
| 3
| Lockheed Martin
| 2,065
| 
| United States
| Retired
|-
! Atlas G
| 1984
| 1989
| 7
| Lockheed
| 5,900
| 2,222 to GTO
1,179 to HCO
| United States
| Retired
|-
! Atlas H/MSD
| 1983
| 1987
| 5
| Lockheed
| 
| 
| United States
| Retired
|-
! Atlas I
| 1990
| 1997
| 11
| Lockheed Martin
| 5,900
| 2,340
| United States
| Retired
|-
! Atlas II
| 1991
| 1998
| 10
| Lockheed Martin
| 6,780
| 2,810 to GTO
2,000 to HCO
| United States
| Retired
|-
! Atlas IIA
| 1992
| 2002
| 23
| Lockheed Martin
| 7,316
| 3,180 to GTO
2,160 to HCO
| United States
| Retired
|-
! Atlas IIAS
| 1993
| 2004
| 30
| Lockheed Martin
| 8,618
| 3,833 to GTO
2,680 to HCO
| United States
| Retired
|-
! Atlas IIIA
| 2000
| 2004
| 2
| Lockheed Martin
| 8,686
| 4,060 to GTO
2,970 to HCO
| United States
| Retired
|-
! Atlas IIIB/DEC
| 2002
| 2002
| 1
| Lockheed Martin
| 10,759
| 4,609 to GTO
| United States
| Retired
|-
! Atlas IIIB/SEC
| 2003
| 2005
| 3
| Lockheed Martin
| 
| 4,193 to GTO
| United States
| Retired
|-
! Atlas V 401
| 2002
| 
| 20
| United Launch Alliance
| 9,050
| 6,670 to SSO
4,950 to GTO
| United States
| Operational
|-
! Atlas V 411
| 2006
| 
| 3
| United Launch Alliance
| 9,050
| 8,495 to SSO
6,075 to GTO
| United States
| Operational
|-
! Atlas V 421
| 2007
| 
| 3
| United Launch Alliance
| 9,050
| 9,050 to SSO
7,000 to GTO
| United States
| Operational
|-
! Atlas V 431
| 2005
| 
| 2
| United Launch Alliance
| 9,050
| 9,050 to SSO
7,800 to GTO
| United States
| Operational
|-
! Atlas V 501
| 2010
| 
| 5
| United Launch Alliance
| 8,250
| 5,945 to SSO
3,970 to GTO
1,500 to GEO
| United States
| Operational
|-
! Atlas V 511
| 
| 
| 0
| United Launch Alliance
| 10,950
| 7,820 to SSO
5,370 to GTO
1,750 to GEO
| United States
| Operational
|-
! Atlas V 521
| 2003
| 
| 2
| United Launch Alliance
| 13,300
| 9,585 to SSO
6,485 to GTO
2,760 to GEO
| United States
| Operational
|-
! Atlas V 531
| 2010
| 
| 3
| United Launch Alliance
| 15,300
| 11,160 to SSO
7,425 to GTO
3,250 to GEO
| United States
| Operational
|-
! Atlas V 541
| 2011
| 
| 1
| United Launch Alliance
| 17,100
| 12,435 to SSO
8,240 to GTO
3,730 to GEO
| United States
| Operational
|-
! Atlas V 551
| 2006
| 
| 4
| United Launch Alliance
| 18,500
| 12,435 to SSO
8,700 to GTO
3,960 to GEO
| United States
| Operational
|-
! Atlas-Centaur
| 1962
| 1983
| 148
| Lockheed
| 8,618
| 3,833 to GTO
| United States
| Retired
|-
! Black Arrow
| 1969
| 1971
| 2
| RAE
| 73
| 
| United Kingdom
| Retired
|-
! Delta 0300
| 1972
| 1973
| 3
| McDonnell Douglas
| 700
| 370 to SSO
| United States
| Retired
|-
! Delta 0900
| 1972
| 1972
| 2
| McDonnell Douglas
| 1,300
| 818 to SSO
| United States
| Retired
|-
! Delta 1410
| 1975
| 1975
| 1
| McDonnell Douglas
| 
| 
| United States
| Retired
|-
! Delta 1604
| 1972
| 1973
| 2
| McDonnell Douglas
| 
| 
| United States
| Retired
|-
! Delta 1900
| 1973
| 1973
| 1
| McDonnell Douglas
| 1,800
| 
| United States
| Retired
|-
! Delta 1910
| 1975
| 1975
| 1
| McDonnell Douglas
| 
| 
| United States
| Retired
|-
! Delta 1913
| 1973
| 1973
| 1
| McDonnell Douglas
| 
| 
| United States
| Retired
|-
! Delta 1914
| 1972
| 1973
| 2
| McDonnell Douglas
| 
| 
| United States
| Retired
|-
! Delta 2310
| 1974
| 1981
| 3
| McDonnell Douglas
| 
| 
| United States
| Retired
|-
! Delta 2313
| 1974
| 1977
| 3
| McDonnell Douglas
| 
| 
| United States
| Retired
|-
! Delta 2910
| 1975
| 1978
| 6
| McDonnell Douglas
| 1,887
| 
| United States
| Retired
|-
! Delta 2913
| 1975
| 1976
| 6
| McDonnell Douglas
| 2,000
| 700 to GTO
| United States
| Retired
|-
! Delta 2914
| 1974
| 1979
| 30
| McDonnell Douglas
| 
| 724 to GTO
| United States
| Retired
|-
! Delta 3910
| 1980
| 1988
| 10
| McDonnell Douglas
| 2,494
| 1,154 to GTO with PAM-D
| United States
| Retired
|-
! Delta 3913
| 1981
| 1981
| 1
| McDonnell Douglas
| 
| 
| United States
| Retired
|-
! Delta 3914
| 1975
| 1987
| 13
| McDonnell Douglas
| 
| 954 to GTO
| United States
| Retired
|-
! Delta 3920
| 1982
| 1989
| 10
| McDonnell Douglas
| 3,452
| 1,284 to GTO with PAM-D
| United States
| Retired
|-
! Delta 3924
| 1982
| 1984
| 4
| McDonnell Douglas
| 
| 1,104 to GTO
| United States
| Retired
|-
! Delta 4925
| 1989
| 1990
| 2
| McDonnell Douglas
| 3,400
| 1,312 to GTO
| United States
| Retired
|-
! Delta 5920
| 1989
| 1989
| 1
| McDonnell Douglas
| 3,848
| 
| United States
| Retired
|-
! Delta II 6920
| 1990
| 1992
| 3
| McDonnell Douglas
| 3,983
| 
| United States
| Retired
|-
! Delta II 6925
| 1989
| 1992
| 14
| McDonnell Douglas
| 
| 1,447 to GTO
| United States
| Retired
|-
! Delta II 7320
| 1999
| 2014
| 10
| United Launch Alliance
| 2,865
| 1,651 to SSO
| United States
| Operational
|-
! Delta II 7326
| 1998
| 
| 3
| Boeing IDS
| 
| 934 to GTO
636 to TLI
629 to HCO
| United States
| Retired
|-
! Delta II 7420
| 1998
| 2010
| 13
| United Launch Alliance
| 3,185
| 1,966 to SSO
| United States
| Retired
|-
! Delta II 7425
| 1998
| 2002
| 4
| Boeing IDS
| 
| 1,100 to GTO
804 to HCO
| United States
| Retired
|-
! Delta II 7426
| 1999
| 1999
| 1
| Boeing IDS
| 
| 1,058 to GTO
734 to TLI
711 to HCO
| United States
| Retired
|-
! Delta II 7920
| 1998
| 2011
| 27
| United Launch Alliance
| 5,030
| 3,123 to SSO
| United States
| Operational
|-
! Delta II 7925
| 1990
| 2009
| 69
| Boeing IDS
| 
| 1,819 to GTO
1,177 to TLI
1,265 to HCO
| United States
| Retired
|-
! Delta II-H 7920H
| 2003
| 2011
| 3
| United Launch Alliance
| 6,097
| 
| United States
| Retired
|-
! Delta II-H 7925H
| 2003
| 2007
| 3
| United Launch Alliance
| 
| 2,171 to GTO
1,508 to HCO
| United States
| Retired
|-
! Delta III 8930
| 1998
| 2000
| 3
| Boeing IDS
| 8,292
| 3,810 to GTO
| United States
| Retired
|-
! Delta IV-H
| 2004
| 
| 7
| United Launch Alliance
| 28,790
| 14,220 to GTO
| United States
| Operational
|-
! Delta IV-M
| 2003
| 
| 3
| Boeing IDS
| 9,440
| 4,440 to GTO
| United States
| Operational
|-
! Delta IV-M+(4,2)
| 2002
| 
| 12
| United Launch Alliance
| 13,140
| 6,390 to GTO
| United States
| Operational
|-
! Delta IV-M+(5,2)
| 2012
| 
| 1
| United Launch Alliance
| 11,470
| 5,490 to GTO
| United States
| Operational
|-
! Delta IV-M+(5,4)
| 2009
| 
| 4
| United Launch Alliance
| 14,140
| 7,300 to GTO
| United States
| Operational
|-
! Diamant
| 1965
| 1975
| 12
| SEREB
| 
| 
| France
| Retired
|-
! Dnepr-1
| 1999
| 
| 19
| Yuzhmash
| 3,700
| 
| Ukraine
| Operational
|-
! Electron
| 
| 
| 0
| Rocket Lab
| 110
| 
| New Zealand
| Development
|-
! Energia
| 1987
| 1987
| 1
| NPO Energia
| 100,000
| 20,000 to GEO
32,000 to TLI
| Soviet Union
| Retired
|-
! Energia-Buran
| 1988
| 1988
| 1
| NPO Energia (Launcher)
NPO Molniya (Orbiter)
| 30,000
| 
| Soviet Union
| Retired
|-
! Epsilon
| 2013
| 
| 1
| IHI Aerospace　　　　　
| 1,200
| 
| Japan
| Operational
|-
! Falcon 1
| 2006
| 2009
| 5
| SpaceX
| 670
| 
| United States
| Retired
|-
! Falcon 1e
| 
| 
| 0
| SpaceX
| 1,010
| 
| United States
| Retired
|-
! Falcon 9 v1.0
| 2010
| 2013
| 5
| SpaceX
| 10,450
| 
| United States
| Retired
|-
! Falcon 9 v1.1
| 2013
| 
| 8
| SpaceX
| 13,150
| 4,850 to GTO
| United States
| Operational
|-
! Falcon Heavy
| 
| 
| 0
| SpaceX
| 53,000
| 21,200 to GTO
13,200 to TLI
| United States
| Development
|-
! GSLV Mk.I(a)
| 2001
| 2001
| 
| ISRO
| 
| 
| India
| Retired
|-
! GSLV Mk.I(b)
| 2004
| 2007
| 
| ISRO
| 5,000
| 2,500 to GTO
| India
| Retired
|-
! GSLV Mk.I(c)
| 2010
| 2010
| 1
| ISRO
| 5,000
| 2,500 to GTO
| India
| Operational
|-
! GSLV Mk.II
| 2010
| 2014
| 1
| ISRO
| 5,000
| 2,500 to GTO
| India
| Operational
|-
! GSLV Mk.III
| 
| 
| 0
| ISRO
| 10,000
| 5,000 to GTO
| India
| Development
|-
! H-I
| 1986
| 1992
| 9
| Mitsubishi Heavy Industries
| 3,200
| 1,100 to GTO
| Japan
United States
| Retired
|-
! H-II
| 1994
| 1998
| 5
| Mitsubishi Heavy Industries
| 
| 
| Japan
| Retired
|-
! H-II/SSB
| 1995
| 1995
| 1
| Mitsubishi Heavy Industries
| 
| 
| Japan
| Retired
|-
! H-IIA 202
| 2001
| 
| 9
| Mitsubishi Heavy Industries
| 10,000
| 3,800 to GTO
| Japan
| Operational
|-
! H-IIA 2022
| 2005
| 2007
| 3
| Mitsubishi Heavy Industries
| 
| 4,200
| Japan
| Retired
|-
! H-IIA 2024
| 2002
| 2008
| 7
| Mitsubishi Heavy Industries
| 
| 
| Japan
| Retired
|-
! H-IIA 204
| 2006
| 2006
| 1
| Mitsubishi Heavy Industries
| 
| 5,800 to GTO
| Japan
| Operational
|-
! H-IIB 304
| 2009
| 
| 2
| Mitsubishi Heavy Industries
| 16,500
| 8,000
| Japan
| Operational
|-
! H-IIS
| 1999
| 1999
| 1
| Mitsubishi Heavy Industries
| 
| 
| Japan
| Retired
|-
! J-I
| 1996
| 1996
| 0(+1)
| IHI Corporation
Nissan Motors
| 
| 
| Japan
| Retired
|-
! Kaituozhe-1
| 2002
| 2003
| 2
| CALT
| 
| 
| China
| Operational
|-
! Kosmos-3M
| 1967
| 2010
| 442
| NPO Polyot
| 1,500
| 
| Soviet Union
Russia
| Retired
|-
! Lambda 4S
| 1966
| 1970
| 5
| Nissan Motors
| 26
| 
| Japan
| Retired
|-
! Long March 1
| 1970
| 1971
| 2
| CALT
| 300
| 
| China
| Retired
|-
! Long March 1D
| 1995
| 2002
| 0(+3)
| CALT
| 
| 
| China
| Retired
|-
! Long March 2A
| 1974
| 1978
| 4
| CALT
| 2,000
| 
| China
| Retired
|-
! Long March 2C
| 1982
| 
| 34
| CALT
| 3,850
| 
| China
| Operational
|-
! Long March 2D
| 1992
| 
| 17
| CALT
| 3,500
| 
| China
| Operational
|-
! Long March 2E
| 1990
| 1995
| 7
| CALT
| 9,500
| 
| China
| Retired
|-
! Long March 2F
| 1999
| 2008
| 7
| CALT
| 8,400
| 
| China
| Operational
|-
! Long March 2F/G
| 2011
| 
| 4
| CALT
| 8,400
| 
| China
| Operational
|-
! Long March 3
| 1984
| 2000
| 14
| CALT
| 5,000
| 
| China
| Retired
|-
! Long March 3A
| 1994
| 
| 23
| CALT
| 
| 2,650 to GTO
| China
| Operational
|-
! Long March 3B
| 1996
| 
| 10
| CALT
| 11,200
| 
| China
| Operational
|-
! Long March 3B(A)
| 
| 
| 0
| CALT
| 
| 
| China
| Development
|-
! Long March 3B/E
| 2007
| 
| 17
| CALT
| 11,500
| 5,500 to GTO
| China
| Operational
|-
! Long March 3C
| 2008
| 
| 10
| CALT
| 
| 3,800 to GTO
| China
| Operational
|-
! Long March 4A
| 1988
| 1990
| 2
| CALT
| 4,000
| 
| China
| Retired
|-
! Long March 4B
| 1999
| 
| 20
| CALT
| 4,200
| 
| China
| Operational
|-
! Long March 4C
| 2006
| 
| 13
| CALT
| 
| 
| China
| Operational
|-
! Long March 5
| 
| 
| 0
| CALT
| 25,000
| 14,000 to GTO
| China
| Development
|-
! Long March 6
| 
| 
| 0
| CALT
| 
| 
| China
| Development
since 2009
|-
! Long March 7
| 
| 
| 0
| CALT
| 
| 
| China
| Development
since 2009
|-
! Long March 9
| 
| 
| 0
| CALT
| 130,000
| 
| China
| Development
|-
! M-V
| 1997
| 2006
| 7
| Nissan Motors (-2000)
IHI AEROSPACE (-2006)
| 1,800 - 1,850
| 
| Japan
| Retired
|-
! Minotaur I
| 2000
| 2013
| 10
| Orbital
| 580
| 
| United States
| Operational
|-
! Minotaur IV
| 2010
| 2011
| 3(+2)
| Orbital
| 
| 
| United States
| Operational
|-
! Minotaur V
| 2013
| 
| 1
| Orbital
| 
| 640 to GTO
447 to TLI
| United States
| Operational
|-
! Minotaur-C
| 1994
| 2011
| 9
| Orbital
| 1,450
| 1,050 to SSO
| United States
| Operational
|-
! Molniya
| 1960
| 1965
| 24
| RSC Energia
| 
| 
| Soviet Union
| Retired
|-
! Molniya-M
| 1964
| 2010
| 275
| RSC Energia
| 
| 
| Soviet Union
Russia
| Retired
|-
! Mu-3C
| 1974
| 1979
| 4
| Nissan Motors
| 195
| 
| Japan
| Retired
|-
! Mu-3H
| 1977
| 1978
| 3
| Nissan Motors
| 300
| 
| Japan
| Retired
|-
! Mu-3S
| 1980
| 1984
| 4
| Nissan Motors
| 300
| 
| Japan
| Retired
|-
! Mu-3SII
| 1985
| 1995
| 8
| Nissan Motors
| 770
| 
| Japan
| Retired
|-
! Mu-4S
| 1971
| 1972
| 4
| Nissan Motors
| 180
| 
| Japan
| Retired
|-
! N-I
| 1975
| 1982
| 
| Mitsubishi Heavy Industries
| 
| 
| Japan
United States
| Retired
|-
! N-II
| 1981
| 1987
| 8
| Mitsubishi Heavy Industries
| 
| 
| Japan
United States
| Retired
|-
! N1
| 1969
| 1972
| 4
| NPO Energia
| 95,000  (never successfully launched)
| 
| Soviet Union
| Retired
|-
! Naro-1
| 2009
| 2013
| 3
| KARI/Khrunichev
| 
| 
| South Korea
Russia
| Retired
|-
! PSLV
| 1993
| 
| 11
| ISRO
| 3,200
| 1,600 to SSO
1,050 to GTO
| India
| Operational
|-
! PSLV-CA
| 2007
| 
| 9
| ISRO
| 2,800
| 1,100 to SSO
| India
| Operational
|-
! PSLV-HP
| 
| 
| 0
| ISRO
| 4,000
| 1,900 to SSO
 1,440 to GTO
| India
| Development
|-
! PSLV-XL
| 2008
| 
| 6
| ISRO
| 3,800
| 1,750 to SSO
 1,300 to GTO
| India
| Operational
|-
! Paektusan
| 1998
| 
| 
| KCST
| 
| 
| North Korea
| Retired
|-
! Pegasus
| 1990
| 2013
| 41
| Orbital
| 443
| 
| United States
| Operational
|-
! Pegasus II
| 
| 
| 
| Orbital
| 6,120
| 
| United States
| Development
|-
! Polyot
| 1963
| 1964
| 
| RSC Energia
| 1,400
| 
| Soviet Union
| Retired
|-
! Proton-K
| 1965
| 2012
| 311
| Khrunichev
| 19,760
| 4,930 to GTO
| Soviet Union
Russia
| Retired
|-
! Proton-M
| 1999
| 
| 83
| Khrunichev
| 21,600
| 6,150 to GTO
| Soviet Union
Russia
| Operational
|-
! Rokot
| 1990
| 
| 21
| Khrunichev
| 1,950
| 
| Russia
| Operational
|-
! SLS Block 1
| 
| 
| 0
| Alliant Techsystems�(SRBs)
Boeing�(proposed)
| 70,000
| 25,000 to TLI
| United States
| Development
|-
! SLS Block 2
| 
| 
| 0
| Alliant Techsystems�(SRBs)
Boeing�(proposed)
| 130,000
| 
| United States
| Development
|-
! SLV
| 1979
| 1983
| 4
| ISRO
| 40
| 
| India
| Retired
|-
! Safir
| 2008
| 2012
| 3
| Iranian Space Agency
| 
| 
| Iran
| Operational
|-
! Saturn I
| 1961
| 1965
| 10
| Chrysler (S-I)
Douglas (S-IV)
| 
| 
| United States
| Retired
|-
! Saturn IB
| 1966
| 1975
| 9
| Chrysler (S-IB)
Douglas (S-IVB)
| 20,412
| 
| United States
| Retired
|-
! Saturn V
| 1967
| 1973
| 13
| Boeing (S-IC)
North American�(S-II)
Douglas�(S-IVB)
| 118,000
| 47,000 to TLI
| United States
| Retired
|-
! Scout
| 1961
| 1994
| 125
| US Air Force/NASA
| 150
| 
| United States
| Retired
|-
! Shavit
| 1988
| 2010
| 9
| IAE
| 160
| 
| Israel
| Operational
|-
! Shtil'
| 1998
| 2006
| 
| Makeyev
| 160 - 430
| 
| Russia
| Operational
|-
! Simorgh
| 
| 
| 0
| Iranian Space Agency
| 60-100
| 
| Iran
| 
|-
! Soyuz
| 1966
| 1975
| 30
| RSC Energia
| 6,450
| 
| Soviet Union
| Retired
|-
! Soyuz-2.1a
| 2004
| 
| 7(+1)
| TsSKB-Progress
| 
| 
| Russia
| Operational
|-
! Soyuz-2.1b
| 2006
| 
| 7
| TsSKB-Progress
| 
| 
| Russia
| Operational
|-
! Soyuz-2.1v
| 2013
| 
| 1
| TsSKB-Progress
| 2,850
| 
| Russia
| Operational
|-
! Soyuz-FG
| 2001
| 
| 46
| TsSKB-Progress
| 6,790–7130�kg
| 
| Russia
| Operational
|-
! Soyuz-L
| 1970
| 1971
| 3
| RSC Energia
| 5,500
| 
| Soviet Union
| Retired
|-
! Soyuz-M
| 1971
| 1976
| 8
| RSC Energia
| 6,600
| 
| Soviet Union
| Retired
|-
! Soyuz-ST
| 2011
| 
| 6
| TsSKB-ProgressESA
| 
| 
| Russia/Europe
| Operational
|-
! Soyuz-U
| 1973
| 
| 767
| TsSKB-Progress
| 6,200–6,700�kg from Plesetsk
6590-6950 from Baikonour
| 
| Soviet Union
Russia
| Operational
|-
! Soyuz-U2
| 1982
| 1995
| 92
| TsSKB-Progress
| 7,050
| 
| Soviet Union
Russia
| Retired
|-
! Soyuz/Vostok
| 1965
| 1966
| 
| RSC Energia
| 
| 
| Soviet Union
| Retired
|-
! Space Shuttle
| 1981
| 2011
| 135
| Alliant Techsystems (SRBs)
Martin Marietta (ET)
Rockwell International (Orbiter)
| 24,400
| 4944 to GTO with IUS3550 to escape with IUS1200 to GTO with PAM-D
| United States
| Retired
|-
! Sputnik 8A91
| 1958
| 1958
| 2
| RSC Energia
| 1,327
| 
| Soviet Union
| Retired
|-
! Sputnik 8K71PS
| 1957
| 1957
| 2
| RSC Energia
| 500
| 
| Soviet Union
| Retired
|-
! Start-1
| 1993
| 2006
| 7
| MITT
| 532
| 167 to SSO
| Russia
| Operational
|-
! StratoLaunch
| 2016
| 
| 
| Stratolaunch Systems
| 6,100
| 
| United States
| Development
|-
! Strela
| 2003
| 2013
| 2
| Khrunichev
| 1,700
| 
| Russia
| Operational
|-
! Super Haas
| 
| 
| 0
| ARCA
| 2,600
| 
| Romania
| Development
|-
! Titan 34D
| 1982
| 1989
| 15
| Martin Marietta
| 
| 
| United States
| Retired
|-
! Titan II GLV
| 1964
| 1966
| 11(+1)
| Martin Marietta
| 3,580
| 
| United States
| Retired
|-
! Titan II(23)G
| 1988
| 2003
| 13
| Martin Marietta
| 3,600
| 
| United States
| Retired
|-
! Titan IIIA
| 1964
| 1965
| 
| Martin Marietta
| 3,100
| 
| United States
| Retired
|-
! Titan IIIB
| 1966
| 1987
| 70
| Martin Marietta
| 3,000
| 
| United States
| Retired
|-
! Titan IIIC
| 1965
| 1982
| 36
| Martin Marietta
| 13,100
| 
| United States
| Retired
|-
! Titan IIICommercial Titan III
| 1990
| 1992
| 4
| Martin Marietta
| 
| 
| United States
| Retired
|-
! Titan IIID
| 1971
| 1982
| 22
| Martin Marietta
| 12,300
| 
| United States
| Retired
|-
! Titan IIIE
| 1974
| 1977
| 7
| Martin Marietta
| 15,400
| 
| United States
| Retired
|-
! Titan IVA
| 1989
| 1998
| 22
| Martin Marietta
| 17,110
| 14090 to SSO4944 to GTO with IUS4540 to GSO with Centaur3550 to escape with IUS
| United States
| Retired
|-
! Titan IVB
| 1997
| 2005
| 17
| Lockheed Martin
| 21,682
| 5,761 to GTO 
(9,000 with upper stage)
| United States
| Retired
|-
! Tronador II
| 
| 
| 0
| CONAE
| 
| 
| Argentina
| Development
|-
! Tsyklon-2
| 1969
| 2006
| 106
| Yuzhmash
| 2,820
| 
| Soviet Union
Ukraine
| Retired
|-
! Tsyklon-2A
| 1967
| 1969
| 8
| Yuzhmash
| 
| 
| Soviet Union
| Retired
|-
! Tsyklon-3
| 1977
| 2009
| 122
| Yuzhmash
| 4,100
| 
| Soviet Union
Ukraine
| Retired
|-
! Tsyklon-4
| 
| 
| 0
| Yuzhmash
| 5,500
| 1,700 to GTO
| Ukraine
| Development
|-
! Unha
| 2009
| 
| 3
| KCST
| 100
| 
| North Korea
| Operational
|-
! VLS-1
| 1997
| 2003
| 2
| AEB, INPE
| 380
| 
| Brazil
| Operational
|-
! Vanguard
| 1957
| 1959
| 11(+1)
| Martin
| 23
| 
| United States
| Retired
|-
! Vega
| 2012
| 
| 3
| ESA/ASI
| 
| 1,430 to polar1,330 to SSO
| Europe
| Operational
|-
! Volna
| 1995
| 2005
| 1(+5)
| Makeyev
| 100
| 
| Russia
| Operational
|-
! Voskhod
| 1963
| 1976
| 306
| RSC Energia
| 5,900
| 
| Soviet Union
| Retired
|-
! Vostok-2
| 1962
| 1967
| 45
| RSC Energia
| 
| 
| Soviet Union
| Retired
|-
! Vostok-2M
| 1964
| 1991
| 93
| RSC Energia
| 
| 
| Soviet Union
| Retired
|-
! Vostok-K
| 1960
| 1964
| 16
| RSC Energia
| 
| 
| Soviet Union
| Retired
|-
! Vostok-L
| 1960
| 1960
| 4
| RSC Energia
| 
| 
| Soviet Union
| Retired
|-
! Zenit-2
| 1985
| 2004
| 37
| Yuzhnoye
| 13,740
| 
| Soviet Union
Ukraine
| Retired
|-
! Zenit-2M (2SLB)
| 2007
| 
| 1
| Yuzhnoye
| 13,920
| 
| Ukraine
| Operational
|-
! Zenit-3F
| 2011
| 
| 1
| Yuzhnoye
| 
| 
| Ukraine
| Operational
|-
! Zenit-3SL
| 1999
| 
| 30
| Yuzhmash
RKK Energia
| 
| 6,000 to GTO
| Ukraine
| Operational
|-
! Zenit-3SLB
| 2008
| 
| 5
| Yuzhmash 
RKK Energia
| 
| 3,750 to GTO
| Ukraine
| Operational
|}
