{| class="wikitable"
|+ Feature comparison
|-
|
! Action replay
! Adjustable release rate
! Fast forward
! Levels
! Map thumbnail
! Maximum number
of lemmings
! Two-player mode
|-
! 3DO
| No
| Yes
| No
| 120
| Yes
| 100
| No
|-
! Acorn Archimedes
| No
| Yes
| Yes
| 120
| Yes
| 100
| No
|-
! Amstrad CPC
| No
| Yes
| No
| 60
| Yes
| 50
| No
|-
! Amstrad GX4000
| ?
| ?
| ?
| 120
| ?
| 100
| ?
|-
! Apple II
| No
| Yes
| Yes
| 92
| Yes
| 40–100
| No
|-
! Apple Macintosh
| No
| Yes
| Yes
| 120
| Yes
| 80
| No
|-
! Arcade (prototype only)
| No
| Yes
| Yes
| 67
| Yes
| 25
| Yes
|-
! Atari Lynx
| No
| Yes
| Yes
| 120
| No
| 40
| No
|-
! Atari ST
| No
| Yes
| No
| 120
| Yes
| 100
| Yes
|-
! Cambridge Z88
| Yes
| ?
| Yes
| 60
| ?
| 20
| Yes
|-
! Commodore 64
| No
| Yes
| No
| 100
| No
| 50
| No
|-
! Commodore Amiga
| No
| Yes
| No
| 120
| Yes
| 100
| Yes
|-
! Commodore Amiga CD32
| No
| Yes
| No
| 120?
| Yes
| 100
| Yes
|-
! Commodore Amiga CDTV
| No
| Yes
| No
| 120?
| Yes
| 100
| Yes
|-
! Commodore Plus/4
| No
| Yes
| No
| 120
| Yes
| 60
| No
|-
! DHTML
| No
| Yes
| Yes
| 40
| No
| 100
| No
|-
! Game Boy
| No
| No
| No
| 100
| No
| 14
| No
|-
! Game Boy Advance
| No
| Yes
| Yes
| 120
| No
| 40
| No
|-
! Game Boy Color
| Yes
| Yes
| Yes
| 209
| Yes
| 100
| Yes
|-
! Java
| Yes
| Yes
| Yes
| 120
| Yes
| 100
| No
|-
! MS-DOS
| No
| Yes
| No
| 120
| Yes
| 80
| No
|-
! MSX2
| No
| Yes
| No
| 60
| No
| 20
| No
|-
! Mobile phone (Java ME)
| Yes
| Yes
| Yes
| 120
| Yes
| 100
| Yes
|-
! NES
| No
| No
| No
| 100
| No
| 14
| No
|-
! Nintendo DS
| No
| Yes
| Yes
| 292
| Yes
| 100
| No
|-
! OS/2 (demo only)
| ?
| ?
| ?
| ?
| ?
| ?
| No
|-
! Palm Pilot
| No
| No
| No
| 180
| No
| 20
| No
|-
! Philips CD-i
| No
| Yes
| No
| 120
| Yes
| 100
| No
|-
! PlayStation
| Yes
| Yes
| Yes
| 209
| Yes
| 100
| No
|-
! PlayStation 3
| No
| Yes
| Yes
| 45
| Yes
| 100
| No
|-
! PlayStation Portable
| No
| Yes
| Yes
| 156
| No
| 100
| No
|-
! Pocket PC
| No
| No
| No
| 120
| No
| 100
| No
|-
! SAM Coupé
| No
| Yes
| No
| 120
| No
| 20
| No
|-
! SNES
| No
| Yes
| No
| 125
| Yes
| 100
| Yes
|-
! Sega Game Gear
| No
| Yes
| No
| 120
| No
| 20
| No
|-
! Sega Genesis / Mega Drive
| No
| Yes
| No
| 180
| Yes
| 100
| Yes
|-
! Sega Master System
| No
| Yes
| No
| 120
| No
| 20
| No
|-
! TurboGrafx-CD
| No
| Yes
| No
| 120
| Yes
| 100
| Yes
|-
! UIQ
| No
| Yes
| No
| 120
| Yes
| 100
| No
|-
! Windows 95
| Yes
| Yes
| Yes
| 116
| Yes
| 100
| No
|-
! ZX Spectrum
| No
| Yes
| No
| 060
| No
| 20
| No
|}
