{| class="wikitable"
|+ 
|-
|
! # of Returns
! 2D Bar Coded
! Approved Forms
! Freebies
! Limitations
! NetFile Certified
(tax years)
! Not Counted
! Owner
! Platform
! Price
|-
! AdvTax
| 20
| Yes
| Yes
| Free for everyone
| Rare
| Yes (2011 – 2013)
| N/A
| Aclasssoft Inc.
| Web
| Free for everyone
|-
! EachTax
| 1
+1
| Yes
| Yes
| Free: New customers (regardless of income)
Free: New Immigrants (regardless of income)Free: Seniors (70+) (regardless of income)Free: Return with $25,000 or less income
| No QC
| Yes (2005 - 2013)
| N/A
| XInfo Technology Inc.
| Web
| $6.99
$3.99
|-
! Futuretax
| 1
2
10
20
| Yes
| Yes
| <10K file for free
| No prov return for QC
| Yes (2006 - 2013)
| <25K not counted
| FutureCA
| Windows
| $5.99
$7.99
$9.99
$15.99
|-
! GenuTax
| 20
| Yes
| Yes
| Free for everyone
| No prov return for QC
| Yes (2004 - 2013)
| N/A
| GenuSource
| Windows
| Free
|-
! H&R Block Premium Tax Software
| up to 20
| Yes
| Yes
| Free Under $20,000
| Netfile based restrictions only
| Yes (2003-2014)
| N/A
| H&R Block Canada
| Windows/Web
| $9.95/$14.95/$19.95
|-
! Impôt Professionel
| 20
| No
| Yes
| N/A
| ?
| No
| N/A
| Les Logiciels Marichênes
| Windows
| $19.95
|-
! MBOTax
| 20
| No
| Yes
| <25K file for free, 50% off 2nd return
| No QC
| Yes (2006-2009)
| N/A
| MBOSoft
| Web
| $9.95
|-
! MyTAX
| N/A
| No
| No, but can be printed
| N/A
| No NB, NL, NT, NU, PE, QC, SK, YT
| No
| N/A
| Peel Technologies
| Excel or OpenDocument
| Free or $10 donation
|-
! SimpleTax
| 20
| No
| Yes
| Free for everyone; extra materials available for educators
| No AgriStability, QC
| Yes (2012 – 2013)
| N/A
| SimpleTax Software Inc.
| Web
| Pay what you want, including zero
|-
! StudioTax
| 20
| Yes
| Yes
| Free for everyone
| Rare
| Yes (2005 – 2013)
| N/A
| BHOK IT
| Windows
| Free for everyone
|-
! Tax Chopper
| 1
2
5
15
| Yes
| Yes
| <25K file for free,
<30K total for couples
| No prov return for QC
| Yes (2002 - 2013)
| <25K or 30K for couples not counted
| CuteTax
| Web
| $9.98
$15.98
$19.98
$25.98
|-
! TaxFreeway
| 20
| Yes
| Yes
| None
| No prov return for QC
| Yes (2002 - 2010)
| N/A
| Entropy
| Windows, Mac
| $9.95
|-
! TaxTron
| 1/5
of 20
| Yes
| Yes
| <31K file for free
| See www.taxtron.ca/products for list
| Yes (1999 - 2009)
| <31K and FT student >= 4 months
file for free
| TaxTron
| Windows, Mac
| $12.99/$24.99
|-
! Taxman
| N/A
| No
| Yes
| N/A
| No prov return for QC
| No
| N/A
| G. Thompson
| Windows
| Free
|-
! TurboTax Standard - Online Edition
| 1
| Yes
| Yes
| N/A
| standard
investments, rental income
business
| Yes (1999 - 2013)
| N/A
| Intuit
| Web, Windows
| $17.99
$32.99
$44.99
|-
! Ufile.ca
| 1
Family
| Yes
| Yes
| <20K family income file for free
| Supports all Canadian Provinces and Territories.
| Yes (1999 - 2013)
| N/A
| Dr Tax Software
| Web, Windows
| $15.95
$24.95
|-
! WebTax4U
| 1
2+
| No
| Yes
| <20K file for free,
<20K total for families
| No prov return for QC
| Yes (2004 - 2009)
| N/A
| MacroNT
| Web
| $12.99
$5.99
|-
! eTaxCanada
| 1
2
5
| No
| Yes
| Students & <25K file for free
| No prov return for QC
| Yes (2005 - 2010)
| N/A
| Phanku
| Windows, Web
| $8.99
$15.99
$24.99
|-
! fastneasytax
| 1
Family
| Yes
| Yes
| <20K file for free>
| No prov return for QC,YT,NU,NT, No self-employment or business income
| Yes (2011, 2012, 2013)
| N/A
| fastneasy services inc.
| Web application
| $9.99
$14.99
|-
! myTaxExpress
| 1
10
| Yes
| Yes
| None
| No prov return for QC
| Yes (2002 - 2013)
| <25K not counted
| Arcadia
| Windows
| $6.99
$13.99
|}
