{| class="wikitable"
! 0065
| SOCKS5 Bytestreams
| No
| Yes
| No
| Yes
| Yes
| Draft
| Yes
| Yes
| Unknown
| Contrib.
| No
|-
! 0066
| Out of Band Data
| No
| Unknown
| Yes
| Unknown
| Yes
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0068
| Field Standardization for Data Forms
| Yes
| Unknown
| Yes
| Unknown
| Yes
| Approved
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0070
| Verifying HTTP Requests via XMPP
| No
| No
| No
| Unknown
| No
| Draft
| Unknown
| No
| Unknown
| Unknown
| No
|-
! 0073
| Basic IM Protocol Suite
| No
| Yes
| Yes
| Yes
| Yes
| Obsolete
| Yes
| Unknown
| Unknown
| Yes
| Yes
|-
! 0077
| In-Band Registration
| Yes
| Yes
| Yes
| Yes
| Yes
| Final
| Yes
| Yes
| Unknown
| Yes
| Yes
|-
! 0078
| Non-SASL Authentication
| Yes
| No
| Yes
| Yes
| Yes
| Obsolete
| Yes
| Yes
| Unknown
| Yes
| Yes
|-
! 0079
| Advanced Message Processing
| No
| No
| Yes
| Unknown
| No
| Draft
| Yes
| Contrib.
| Contrib.
| Unknown
| Yes
|-
! 0080
| User Location
| No
| Yes
| Yes
| Unknown
| Yes
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0082
| XMPP Date and Time Profiles
| Yes
| Yes
| Yes
| Yes
| Yes
| Approved
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0083
| Nested Roster Groups
| No
| Yes
| Yes
| Unknown
| Yes
| Approved
| Unknown
| Yes
| Unknown
| Yes
| Yes
|-
! 0084
| User Avatar
| No
| Yes
| No
| Unknown
| Yes
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0085
| Chat State Notifications
| No
| Yes
| Yes
| Unknown
| Yes
| Final
| Yes
| Yes
| Unknown
| Unknown
| No
|-
! 0086
| Error Condition Mappings
| No
| No
| Yes
| Yes
| No
| Deprecated
| Unknown
| Yes
| Unknown
| Yes
| Yes
|-
! 0090
| Legacy Entity Time
| No
| No
| No
| Yes
| Yes
| Obsolete
| Unknown
| Yes
| Unknown
| Yes
| Yes
|-
! 0091
| Legacy Delayed Delivery
| Yes
| Yes
| No
| Yes
| Yes
| Obsolete
| Unknown
| Yes
| Unknown
| Yes
| Yes
|-
! 0092
| Software Version
| Yes
| Yes
| No
| Yes
| Yes
| Draft
| Yes
| Yes
| Unknown
| Yes
| Yes
|-
! 0093
| Roster Item Exchange
| No
| Unknown
| Yes
| Unknown
| No
| Deprecated
| Unknown
| Unknown
| Unknown
| Yes
| Yes
|-
! 0095
| Stream Initiation
| No
| Unknown
| Yes
| Unknown
| No
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0096
| SI File Transfer
| No
| Unknown
| Yes
| Yes
| Yes
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0106
| JID escaping
| No
| Yes
| Yes
| Yes
| Yes
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0107
| User Mood
| No
| Yes
| No
| Unknown
| Yes
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0108
| User Activity
| No
| Yes
| No
| Unknown
| Yes
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0114
| Jabber Component Protocol
| Yes
| Yes
| Yes
| Yes
| Yes
| Historical Use
| Yes
| Yes
| Unknown
| Yes
| Yes
|-
! 0115
| Entity Capabilities
| No
| Yes
| No
| Yes
| Yes
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0118
| User Tune
| No
| Yes
| No
| Unknown
| Yes
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0122
| Data Forms Validation
| No
| No
| Yes
| No
| Unknown
| Draft
| No
| Unknown
| Unknown
| Unknown
| No
|-
! 0124
| HTTP-Bosh
| No
| Yes
| Yes
| Yes
| Yes
| Draft
| Yes
| Yes
| Unknown
| Contrib.
| No
|-
! 0126
| Invisibility
| No
| Yes
| Yes
| Yes
| Yes
| Approved
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0128
| Service Discovery Extensions
| Yes
| Yes
| No
| Yes
| Yes
| Approved
| Unknown
| No
| Unknown
| Unknown
| Yes
|-
! 0130
| Waiting Lists
| No
| No
| No
| Unknown
| No
| Historical Use
| Unknown
| No
| Unknown
| Unknown
| No
|-
! 0131
| Stanza Headers and Internet Metadata
| Yes
| Unknown
| No
| Unknown
| Unknown
| Draft
| Unknown
| No
| Unknown
| Unknown
| No
|-
! 0133
| Service Administration
| Yes
| Yes
| No
| Unknown
| Yes
| Approved
| Yes
| Yes
| Unknown
| Unknown
| No
|-
! 0136
| Message archiving
| No
| No
| No
| Unknown
| Contrib.
| Draft
| Yes
| Contrib.
| Unknown
| Contrib.
| No
|-
! 0137
| Publishing SI Requests
| No
| Yes
| No
| Unknown
| No
| Draft
| Unknown
| No
| Unknown
| Unknown
| No
|-
! 0138
| Stream Compression
| Yes
| Yes
| Yes
| Yes
| Yes
| Final
| Yes
| Yes
| Unknown
| Unknown
| Yes
|-
! 0148
| Instant Messaging Intelligence Quotient
| No
| unfinished
| No
| Unknown
| experimental
| Humorous
| Yes
| Unknown
| Unknown
| Unknown
| No
|-
! 0153
| vCard-Based Avatars
| No
| Yes
| Yes
| Unknown
| Yes
| Historical Use
| Yes
| Unknown
| Unknown
| Yes
| Yes
|-
! 0154
| User profile
| No
| Yes
| No
| Unknown
| No
| Deferred
| Unknown
| Contrib.
| Unknown
| Unknown
| No
|-
! 0157
| Contact Addresses for XMPP Services
| No
| No
| Yes
| Unknown
| No
| Approved
| Unknown
| Yes
| Unknown
| Yes
| Yes
|-
! 0158
| CAPTCHA Forms
| No
| No
| No
| Unknown
| No
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0159
| Spim-Blocking Control
| No
| No
| Unknown
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0160
| Best Practices for Handling Offline Messages
| No
| Yes
| Yes
| Unknown
| Yes
| Approved
| Unknown
| Yes
| Unknown
| Yes
| Yes
|-
! 0161
| Abuse Reporting
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0163
| Personal Eventing Protocol
| Yes
| Yes
| No
| Yes
| Yes
| Draft
| Yes
| Yes
| Unknown
| Unknown
| No
|-
! 0168
| Resource Application Priority
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0170
| Recommended Order of Stream Feature Negotiation
| No
| Yes
| Yes
| Unknown
| Yes
| Approved
| Unknown
| Yes
| Yes
| Yes
| Yes
|-
! 0171
| Language Translation
| No
| No
| No
| Unknown
| Unknown
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0172
| User Nickname
| No
| Yes
| No
| Unknown
| Unknown
| Draft
| Unknown
| No
| Unknown
| Unknown
| No
|-
! 0175
| Best Practices for Use of SASL ANONYMOUS
| No
| Yes
| Yes
| Yes
| Yes
| Approved
| Yes
| Yes
| Unknown
| Unknown
| Yes
|-
! 0176
| Jingle ICE-UDP Transport Method
| No
| Unknown
| No
| Unknown
| Unknown
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0178
| Best Practices for Use of SASL EXTERNAL with Certificates
| No
| Yes
| No
| Unknown
| No
| Approved
| Unknown
| No
| Unknown
| Yes
| Yes
|-
! 0182
| Application-Specific Error Conditions
| No
| Yes
| Unknown
| Unknown
| Yes
| Approved
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0184
| Message Delivery Receipts
| No
| Unknown
| Yes
| Unknown
| Unknown
| Draft
| Unknown
| No
| Unknown
| Unknown
| Unknown
|-
! 0185
| Dialback Key Generation and Validation
| No
| Yes
| No
| Unknown
| Yes
| Approved
| Unknown
| Unknown
| Unknown
| Yes
| Yes
|-
! 0189
| Public Key Publishing
| No
| No
| No
| Unknown
| Yes
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0190
| Best Practice for Closing Idle Streams
| No
| Yes
| Unknown
| Unknown
| No
| Obsolete
| Unknown
| Unknown
| Unknown
| Unknown
| Yes
|-
! 0191
| Simple Communications Blocking
| No
| No
| No
| Unknown
| Contrib.
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| Yes
|-
! 0192
| Proposed Stream Feature Improvements
| No
| No
| Unknown
| Unknown
| Unknown
| Deprecated
| Unknown
| Unknown
| Unknown
| Unknown
| Yes
|-
! 0193
| Proposed Resource Binding Improvements
| No
| No
| Unknown
| Unknown
| Unknown
| Obsolete
| Unknown
| Contrib.
| Contrib.
| Unknown
| Yes
|-
! 0194
| User Chatting
| No
| Yes
| No
| Unknown
| Yes
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0195
| User Browsing
| No
| Yes
| No
| Unknown
| Yes
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0198
| Stream Management
| Yes
| Yes
| Yes
| No
| Yes
| Draft
| Yes
| Yes
| No
| No
| Yes
|-
! 0199
| XMPP Ping
| Yes
| Yes
| Yes
| Unknown
| Yes
| Final
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! 0202
| Entity Time
| No
| Yes
| No
| Unknown
| Yes
| Final
| Unknown
| Yes
| Unknown
| Unknown
| Yes
|-
! 0203
| Delayed Delivery
| Yes
| Yes
| Yes
| Yes
| Yes
| Final
| Yes
| Yes
| Unknown
| Unknown
| Yes
|-
! 0205
| Best Practices to Discourage Denial of Service Attacks
| No
| Yes
| Partial
| Unknown
| No
| Approved
| Unknown
| Partial
| Yes
| Unknown
| Yes
|-
! 0206
| XMPP over Bosh
| No
| Yes
| Yes
| Unknown
| Yes
| Draft
| Yes
| Yes
| Unknown
| Unknown
| No
|-
! 0209
| Metacontacts
| No
| Yes
| Yes
| Unknown
| Yes
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| Yes
|-
! 0212
| XMPP Basic Server 2008
| Yes
| Unknown
| Yes
| Unknown
| Yes
| Obsolete
| Unknown
| Yes
| Unknown
| Unknown
| Yes
|-
! 0214
| File Repository and Sharing
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0215
| External Service Discovery
| No
| Yes
| No
| Unknown
| No
| Deferred
| Unknown
| No
| No
| Unknown
| No
|-
! 0216
| XMPP Intermediate IM Server 2008
| No
| Unknown
| No
| Unknown
| Yes
| Obsolete
| Unknown
| Yes
| Unknown
| Unknown
| Yes
|-
! 0220
| Server Dialback
| Yes
| Yes
| Unknown
| Unknown
| Yes
| Experimental
| Yes
| Unknown
| Unknown
| Unknown
| Yes
|-
! 0221
| Data Forms Media Element
| No
| No
| Unknown
| Unknown
| No
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0223
| Persistent Storage of Private Data via PubSub
| No
| No
| No
| Unknown
| Unknown
| Approved
| Unknown
| Partial
| Yes
| Unknown
| No
|-
! 0225
| Component Connections
| No
| No
| No
| Unknown
| No
| Deferred
| Yes
| No
| Unknown
| Unknown
| Yes
|-
! 0227
| Portable Import/Export Format for XMPP-IM Servers (proposed)
| Yes
| No
| No
| Unknown
| Yes
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0230
| Service Discovery Notifications
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0232
| Software Information
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| Yes
|-
! 0233
| Use of Domain-Based Service Names in XMPP SASL Negotiation
| No
| No
| No
| Unknown
| No
| Experimental
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0235
| OAuth Over XMPP
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0236
| Abuse Reporting
| No
| No
| No
| Unknown
| No
| Retracted
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0237
| Roster Versioning
| Yes
| Yes
| Yes
| Unknown
| Yes
| Draft
| Yes
| Yes
| Unknown
| Unknown
| Yes
|-
! 0238
| XMPP Protocol Flows for Inter-Domain Federation
| No
| Unknown
| Unknown
| Unknown
| Unknown
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| Yes
|-
! 0241
| Encryption of Archived Messages
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0243
| XMPP Server Compliance 2009
| Yes
| Yes
| No
| Unknown
| Yes
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| Yes
|-
! 0248
| PubSub Collection Nodes
| No
| No
| No
| Unknown
| No
| Experimental
| Partial
| Yes
| Unknown
| Unknown
| No
|-
! 0252
| BOSH Script Syntax
| No
| Yes
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0253
| PubSub Chaining
| No
| No
| No
| Unknown
| No
| Deferred
| Partial
| Unknown
| Unknown
| Unknown
| No
|-
! 0254
| PubSub Queueing
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0255
| Location Query
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0256
| Last Activity in Presence
| No
| No
| Unknown
| Unknown
| No
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0257
| Client Certificate Management for SASL EXTERNAL
| No
| No
| No
| Unknown
| Contrib.
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0258
| Security Labels in XMPP
| Yes
| Unknown
| No
| Unknown
| Contrib.
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| Unknown
|-
! 0259
| Message Mine-ing
| No
| No
| No
| Unknown
| No
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| No
|-
! 0268
| Incident Handling
| No
| Yes
| No
| Unknown
| Contrib.
| Experimental
| Unknown
| Unknown
| Unknown
| Unknown
| Unknown
|-
! 0270
| XMPP Compliance Suites 2010
| Yes
| Yes
| No
| Unknown
| Unknown
| Draft
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0273
| Stanza Interception and Filtering Technology (SIFT)
| No
| Partial
| No
| Unknown
| Contrib.
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| Unknown
|-
! 0278
| Jingle Relay Nodes
| No
| No
| No
| Unknown
| Unknown
| Experimental
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0279
| Server IP Check
| No
| No
| Yes
| Unknown
| Contrib.
| Deferred
| Unknown
| Yes
| Unknown
| Unknown
| No
|-
! 0280
| Message Carbons
| No
| Yes
| No
| Unknown
| Unknown
| Experimental
| Yes
| Yes
| Unknown
| Unknown
| Unknown
|-
! 0288
| Bidirectional Server-to-Server Connections
| Yes
| Yes
| No
| Unknown
| Unknown
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| Unknown
|-
! 0289
| Federated MUC for Constrained Environments
| Yes
| No
| No
| Unknown
| Unknown
| Draft
| Unknown
| Unknown
| Unknown
| Unknown
| Unknown
|-
! 0302
| XMPP Compliance Suites 2012
| No
| Yes
| No
| Unknown
| Unknown
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| Unknown
|-
! 0309
| Service Directories
| Unknown
| Yes
| No
| Unknown
| Unknown
| Deferred
| Unknown
| Unknown
| Unknown
| Unknown
| Unknown
|-
! 0313
| Message Archive Management
| No
| Yes
| Yes
| Unknown
| Contrib.
| Experimental
| Unknown
| Unknown
| Unknown
| Unknown
| Unknown
|-
! 0321
| Remote Roster Management
| Unknown
| Unknown
| No
| Unknown
| Unknown
| Deferred
| Unknown
| Yes
| Unknown
| Unknown
| Unknown
|-
! XEP
| Description
| Isode M-Link
| Metronome
| MongooseIM
| Openfire
| Prosody
| Status
| Tigase
| ejabberd
| iChat Server
| jabberd14
| jabberd2
|-
! XEP
| Description
| Isode M-Link
| Metronome
| MongooseIM
| Openfire
| Prosody
| Status
| Tigase
| ejabberd
| iChat Server
| jabberd14
| jabberd2
|-
! XEP
| Description
| Isode M-Link
| Metronome
| MongooseIM
| Openfire
| Prosody
| Status
| Tigase
| ejabberd
| iChat Server
| jabberd14
| jabberd2
|-
! XEP
| Description
| Isode M-Link
| Metronome
| MongooseIM
| Openfire
| Prosody
| Status
| Tigase
| ejabberd
| iChat Server
| jabberd14
| jabberd2
|-
! XEP
| Description
| Isode M-Link
| Metronome
| MongooseIM
| Openfire
| Prosody
| Status
| Tigase
| ejabberd
| iChat Server
| jabberd14
| jabberd2
|-
! XEP
| Description
| Isode M-Link
| Metronome
| MongooseIM
| Openfire
| Prosody
| Status
| Tigase
| ejabberd
| iChat Server
| jabberd14
| jabberd2
|}
