{{Flagicon|Indiana}},"<span class=""flagicon"">[[File:Flag of Indiana.svg|23x15px|border |alt=Indiana|link=Indiana]]</span>"
{{yes|[[#trident rect|8.0]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[#trident rect|8.0]]"
{{ntsh|5370}},"<span style=""display:none"" class=""sortkey"">7003537000000000000♠</span>"
{{nowrap|[[Visual Basic .NET]]}},"<span class=""nowrap"">[[Visual Basic .NET]]</span>"
{{flagicon|DDR}},"<span class=""flagicon"">[[File:Flag of East Germany.svg|23x15px|border |alt=East Germany|link=East Germany]]</span>"
"{{nobr|<code>""A to Z""</code>}}","<span class=""nowrap""><code>""A to Z""</code></span>"
{{flag|Morocco}},"<span class=""flagicon"">[[File:Flag of Morocco.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Morocco|Morocco]]"
{{LUX}},"<span class=""flagicon"">[[File:Flag of Luxembourg.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Luxembourg|Luxembourg]]"
{{dts|2003-01-01}},"<span style=""display:none; speak:none"" class=""sortkey"">02003-01-01-0000</span><span style=""white-space:nowrap;"">January 1, 2003</span>"
{{nts|268000}},"<span style=""display:none"" class=""sortkey"">7005268000000000000♠</span>268,000"
{{Yes|[[Transport Layer Security|TLS]] and [[Secure Real-time Transport Protocol|SRTP]] }},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Transport Layer Security|TLS]] and [[Secure Real-time Transport Protocol|SRTP]]"
"{{Yes-No|[[GPL#Version 2|GPLv2]], Commercial}}","style=""background: #FFD; color: black; vertical-align: middle; text-align: center; "" class=""partial table-partial""|[[GPL#Version 2|GPLv2]], Commercial"
{{no|[[#trident parentWindow|No]]}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|[[#trident parentWindow|No]]"
{{yes|4.2.3}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|4.2.3"
{{flagicon|JOR}},"<span class=""flagicon"">[[File:Flag of Jordan.svg|23x15px|border |alt=Jordan|link=Jordan]]</span>"
{{Nonfree|49.95}},"style=""background: #F9D; color: black; vertical-align: middle; text-align: center; "" class=""nonfree table-nonfree""|49.95"
{{Yes|[[Transport Layer Security|TLS]] and [[OCB mode|OCB-AES128]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Transport Layer Security|TLS]] and [[OCB mode|OCB-AES128]]"
{{Latest stable software release/BitTornado}},"0.3.17 <small>(October&nbsp;19, 2006<span class=""noprint"">&#059;&#032;8 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2006-10-19</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/BitTornado&action=edit &#91;±&#93;]</small>"
{{tag|csc|open}},"<code class=""nowrap"" style="""">&lt;csc&gt;</code>"
{{Latest stable software release/Mail}},"8.0 <small>(October&nbsp;16, 2014<span class=""noprint"">&#059;&#032;7 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-10-16</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Mail&action=edit &#91;±&#93;]</small>"
{{flagicon|MAC}},"<span class=""flagicon"">[[File:Flag of Macau.svg|23x15px|border |alt=Macau|link=Macau]]</span>"
"{{free|[http://qt-project.org/doc/qt-5.1/qtdoc/gpl.html Qt GNU GPL v. 3.0],
[http://qt-project.org/doc/qt-5.1/qtdoc/lgpl.html Qt GNU LGPL v. 2.1],
[http://qt-project.org/doc/qt-5.1/qtdoc/commerciallicense.html Qt Commercial]}}","style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[http://qt-project.org/doc/qt-5.1/qtdoc/gpl.html Qt GNU GPL v. 3.0],
[http://qt-project.org/doc/qt-5.1/qtdoc/lgpl.html Qt GNU LGPL v. 2.1],
[http://qt-project.org/doc/qt-5.1/qtdoc/commerciallicense.html Qt Commercial]"
{{nts|220}},"<span style=""display:none"" class=""sortkey"">7002220000000000000♠</span>220"
{{ntsh|4200}},"<span style=""display:none"" class=""sortkey"">7003420000000000000♠</span>"
{{free|[[Apache License|Apache License 2.0]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[Apache License|Apache License 2.0]]"
{{IPA|/ɨ/}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">/ɨ/</span>"
{{IPA|[b̥]}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">[b̥]</span>"
{{yes|date=November 2008}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes"
{{Latest stable software release/aTunes}},"3.1.2 <small>(June&nbsp;22, 2014<span class=""noprint"">&#059;&#032;11 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-06-22</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/aTunes&action=edit &#91;±&#93;]</small>"
{{yes|[[IBM Lotus Symphony|Spreadsheets]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[IBM Lotus Symphony|Spreadsheets]]"
{{no|Restricted}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|Restricted"
"{{Yes|Solaris, [[MorphOS]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Solaris, [[MorphOS]]"
{{flagicon|WSM}},"<span class=""flagicon"">[[File:Flag of Samoa.svg|23x15px|border |alt=Samoa|link=Samoa]]</span>"
{{sm|a'''rg'''illam}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">a'''rg'''illam</span>"
{{nowrap|23 Sep 2014}},"<span class=""nowrap"">23 Sep 2014</span>"
{{free|[[GNU_Lesser_General_Public_License|LGPLv3]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[GNU_Lesser_General_Public_License|LGPLv3]]"
{{yes | OpenGL 2.1}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""| OpenGL 2.1"
{{Latest stable software release/Windows Live Messenger}},"2012 (v16.4.3508.205) <small>(April&nbsp;8, 2013<span class=""noprint"">&#059;&#032;2 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2013-04-08</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Windows_Live_Messenger&action=edit &#91;±&#93;]</small>"
{{r|group=Note|MSO}},"<ref name=""MSO"" group=""Note""></ref>"
{{partial}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|Partial"
{{Depends|LEFT only}},"style=""background: #FED; color: black; vertical-align: middle; text-align: center; "" class=""depends table-depends""|LEFT only"
{{vgrelease|NA=19 September 2005}},"<ul style=""list-style: none none; line-height: inherit; margin: 0px;""><li><small><sup>[[North America|NA]]</sup></small> 19 September 2005</li></ul>"
{{vgy|1984}},[[1984 in video gaming|1984]]
{{nts|2340}},"<span style=""display:none"" class=""sortkey"">7003234000000000000♠</span>2,340"
"{{Yes|[[Java (programming language)|Java]], [[Javascript]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Java (programming language)|Java]], [[Javascript]]"
{{Yes|FFmpeg}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|FFmpeg"
{{flag|Antigua and Barbuda}},"<span class=""flagicon"">[[File:Flag of Antigua and Barbuda.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Antigua and Barbuda|Antigua and Barbuda]]"
{{nts|27.6}},"<span style=""display:none"" class=""sortkey"">7001276000000000000♠</span>27.6"
{{nts|23500}},"<span style=""display:none"" class=""sortkey"">7004235000000000000♠</span>23,500"
{{flagicon|PSE}},"<span class=""flagicon"">[[File:Flag of Palestine.svg|23x15px|border |alt=State of Palestine|link=State of Palestine]]</span>"
{{sort|000.15|0.15}},"<span style=""display:none;"" class=""sortkey"">000.15&#32;!</span><span class=""sorttext"">0.15</span>"
{{free|BSD revised}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|BSD revised"
{{yes2|Pre-set choices only}},"style=""background:#bfd; color:black; vertical-align:middle; text-align:center; "" class=""table-yes2"" |Pre-set choices only"
{{flag|Pennsylvania}},"<span class=""flagicon"">[[File:Flag of Pennsylvania.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Pennsylvania|Pennsylvania]]"
{{yes|Zoho Show}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Zoho Show"
{{yes|30.0}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|30.0"
{{nts|172.1}},"<span style=""display:none"" class=""sortkey"">7002172100000000000♠</span>172.1"
{{yes|part of the standard}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|part of the standard"
{{n/a|Discontinued}},"style=""background: #ececec; color: grey; vertical-align: middle; text-align: center; "" class=""table-na"" | <small>Discontinued</small>"
"{{nts|58,951}}","<span style=""display:none"" class=""sortkey"">7004589510000000000♠</span>58,951"
{{vgrelease|EU=4 November 2005}},"<ul style=""list-style: none none; line-height: inherit; margin: 0px;""><li><small><sup>[[Europe|EU]]</sup></small> 4 November 2005</li></ul>"
{{tag|emptyset|open}},"<code class=""nowrap"" style="""">&lt;emptyset&gt;</code>"
{{no|5 GB}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|5 GB"
{{yes|[[Ant]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Ant]]"
{{convert|133|mm|in|abbr = on}},133&nbsp;mm (5.2&nbsp;in)
{{dropped}},"style=""background: #FED; color: black; vertical-align: middle; text-align: center; "" class=""dropped table-dropped""|Dropped"
"{{yes|SlotFocus, trickleSlots}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|SlotFocus, trickleSlots"
{{Latest stable software release/gtk-gnutella}},"1.1.3 <small>(April&nbsp;8, 2015<span class=""noprint"">&#059;&#032;2 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-04-08</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/gtk-gnutella&action=edit &#91;±&#93;]</small>"
{{Yes|vim script}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|vim script"
{{DEU}},"<span class=""flagicon"">[[File:Flag of Germany.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Germany|Germany]]"
{{free|[[MIT License|MIT]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[MIT License|MIT]]"
"{{depends|Varying support of Filters in CSS3 (e.g. Glow, Blur, Drop Shadow, Sepia)}}","style=""background: #FED; color: black; vertical-align: middle; text-align: center; "" class=""depends table-depends""|Varying support of Filters in CSS3 (e.g. Glow, Blur, Drop Shadow, Sepia)"
{{yes|530}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|530"
"{{yes|[[Secure Sockets Layer|SSL]], [[Transport Layer Security|TLS]], [[HTTP Secure|HTTPS]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Secure Sockets Layer|SSL]], [[Transport Layer Security|TLS]], [[HTTP Secure|HTTPS]]"
{{Latest stable software release/Bouncy Castle}},"1.52 (Java) <small>(March&nbsp;1, 2015<span class=""noprint"">&#059;&#032;3 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-03-01</span>)</span> <ref>{{cite web
  |title = Latest Java Releases - bouncycastle.org
  |url = http://www.bouncycastle.org/latest_releases.html
  |date = 2015-03-01
  |accessdate = 2015-03-02}}</ref>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Bouncy_Castle&action=edit &#91;±&#93;]</small><br/>
1.7 (C#) <small>(April&nbsp;7, 2011<span class=""noprint"">&#059;&#032;4 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2011-04-07</span>)</span> <ref>{{cite web
  |title = The Legion of the Bouncy Castle C# Cryptography APIs
  |url = http://www.bouncycastle.org/csharp/
  |date = 2011-04-07
  |accessdate = 2014-06-16}}</ref>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Bouncy_Castle&action=edit &#91;±&#93;]</small>"
{{latest stable software release/Skype}},"<div class=""NavFrame collapsed "" style=""position:relative;width:100%;border:none;""><div class=""NavHead"" style=""position:absolute;width:3.2em;background:transparent;""></div><div style=""font-size:100%;height:1.6em;background:transparent;padding-left:2.8em;
                          text-align:left;font-weight:bold;"">&nbsp;&nbsp;List of releases</div><div class=""NavContent"" style=""padding-left:0.3em;text-align:left;"">
<table class=""infobox"" style=""padding:0;border:none;margin:-3px;width:auto;min-width:100%;font-size:100%;clear:none;float:none;background-color:transparent""><tr><th scope=""row"" style=""text-align:left"">Windows desktop</th><td>
7.5.64.102 <small>(3&nbsp;June 2015<span class=""noprint"">&#059;&#032;8 days ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-06-03</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = https://support.skype.com/en/faq/FA34509/what-s-new-in-skype-for-windows-desktop
 |title      = What's new in Skype for Windows desktop?
 |last       = Support
 |first      = Skype
 |date       = 20 May 2015
 |website    = Skype Help
 |publisher  = [[Microsoft]]
 |accessdate = 20 May 2015
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">Modern Windows (Tablets & Touchscreens)</th><td>
3.1 <small>(12&nbsp;August 2014<span class=""noprint"">&#059;&#032;9 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-08-12</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = http://blogs.skype.com/2014/08/12/skype-for-modern-windows-3-1-now-you-can-edit-messages/
 |title      = Skype for modern Windows 3.1: now you can edit messages
 |last       = Guzik
 |first      = Aga
 |date       = 12 August 2014
 |website    = Skype Blogs
 |publisher  = [[Microsoft]]
 |accessdate = 10 October 2014
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">Windows Phone</th><td>
2.28.0.39 <small>(11&nbsp;February 2015<span class=""noprint"">&#059;&#032;3 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-02-11</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = http://blogs.skype.com/2014/10/20/drawing-comes-to-skype-for-windows-phone/
 |title      = Drawing Comes to Skype for Windows Phone
 |last       = Kingwell
 |first      = Lara
 |date       = 20 October 2014
 |website    = Skype Blogs
 |publisher  = [[Microsoft]]
 |accessdate = 21 October 2014
}}</ref><ref>{{cite web
 |url        = http://www.windowsphone.com/en-us/store/app/skype/c3f8e570-68b3-4d6a-bdbb-c0a3f4360a51
 |title      = Skype
 |website    = Windows Phone Apps+Games Store
 |publisher  = [[Microsoft]]
 |accessdate = 21 October 2014
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">Mac</th><td>
7.7 <small>(15&nbsp;April 2015<span class=""noprint"">&#059;&#032;57 days ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-04-15</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = http://blogs.skype.com/2015/04/15/skype-7-7-for-mac-preview-web-links-in-chat/
 |title      = Skype 7.7 for Mac – Preview Web Links in Chat
 |last       = Huang
 |first      = Tom
 |date       = 15 April 2015
 |website    = Skype Blogs
 |publisher  = [[Microsoft]]
 |accessdate = 15 March 2015
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">Linux</th><td>
4.3.0.37 <small>(18&nbsp;June 2014<span class=""noprint"">&#059;&#032;11 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-06-18</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = http://blogs.skype.com/2014/06/18/skype-4-3-for-linux/
 |title      = Skype 4.3 for Linux
 |last       = Cimmino
 |first      = Marco
 |date       = 18 June 2014
 |website    = Skype Blogs
 |publisher  = [[Microsoft]]
 |accessdate = 10 October 2014
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">Android</th><td>
5.3.0.65524 <small>(13&nbsp;April 2015<span class=""noprint"">&#059;&#032;59 days ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-04-13</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = http://blogs.skype.com/2014/07/23/skype-5-0-for-android-find-your-friends-automatically/
 |title      = Skype 5.0 for Android: find your friends automatically
 |last       = Jacoupy
 |first      = Pierre-Eric
 |date       = 8 August 2014
 |website    = Skype Blogs
 |publisher  = [[Microsoft]]
 |accessdate = 10 October 2014
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">iPhone</th><td>
5.13.1 <small>(3&nbsp;June 2015<span class=""noprint"">&#059;&#032;8 days ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-06-03</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = https://itunes.apple.com/app/skype/id304878510
 |title      = Skype for iPhone
 |website    = iTunes Preview
 |publisher  = [[Apple Inc.]]
 |accessdate = 2 June 2015
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">iPad</th><td>
4.18.1 <small>(18&nbsp;September 2014<span class=""noprint"">&#059;&#032;8 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-09-18</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = http://blogs.skype.com/2014/02/13/skypes-enhanced-chat-experience/
 |title      = Skype’s Enhanced Chat Experience
 |last       = Ansell
 |first      = Elaine
 |date       = 13 February 2014
 |website    = Skype Blogs
 |publisher  = [[Microsoft]]
 |accessdate = 10 October 2014
}}</ref><ref>{{cite web
 |url        = https://itunes.apple.com/app/skype-for-ipad/id442012681
 |title      = Skype for iPad
 |website    = iTunes Preview
 |publisher  = [[Apple Inc.]]
 |accessdate = 21 September 2014
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">BlackBerry</th><td>
5.0.0.54461 <small>(28&nbsp;October 2014<span class=""noprint"">&#059;&#032;7 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-10-28</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = http://blogs.skype.com/2014/02/13/skypes-enhanced-chat-experience/
 |title      = Skype’s Enhanced Chat Experience
 |last       = Ansell
 |first      = Elaine
 |date       = 13 February 2014
 |website    = Skype Blogs
 |publisher  = [[Microsoft]]
 |accessdate = 14 November 2014
}}</ref><ref>{{cite web
 |url        = http://appworld.blackberry.com/webstore/content/26382880/
 |title      = Skype
 |website    = BlackBerry World
 |publisher  = [[BlackBerry]]
 |accessdate = 14 November 2014
}}</ref></td></tr><tr><th scope=""row"" style=""text-align:left"">Xbox One</th><td>
1.8 <small>(3&nbsp;September 2014<span class=""noprint"">&#059;&#032;9 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-09-03</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web
 |url        = http://blogs.skype.com/2014/09/03/skype-1-8-for-xbox-one-now-has-photo-viewing-and-enhanced-snap-experience/
 |title      = Skype 1.8 for Xbox One now has photo viewing and enhanced Snap experience
 |last       = Tong
 |first      = Karen
 |date       = 3 September 2014
 |website    = Skype Blogs
 |publisher  = [[Microsoft]]
 |accessdate = 10 October 2014
}}</ref></td></tr></table>"
{{Latest stable software release/rTorrent}},"rTorrent 0.9.4 / libTorrent 0.13.4 <small>(May&nbsp;9, 2014<span class=""noprint"">&#059;&#032;12 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-05-09</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/rTorrent&action=edit &#91;±&#93;]</small><ref>{{Citation | author = rakshasa | url = https://github.com/rakshasa/rtorrent/commit/6a3234eaa79f15857260df31f98711ef24266191 | title = Bumped to 0.9.4. ·  6a3234e · rakshasa/rtorrent | publisher = [[GitHub]] | date = 2014-05-09 | accessdate = 2014-05-16}}</ref>"
{{Dts|2009|April|29}},"<span style=""display:none; speak:none"" class=""sortkey"">02009-04-29-0000</span><span style=""white-space:nowrap;"">April 29, 2009</span>"
{{free|[[BSD]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[BSD]]"
{{Yes|Disabled by default in Java 8}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Disabled by default in Java 8"
{{nts|1155}},"<span style=""display:none"" class=""sortkey"">7003115500000000000♠</span>1,155"
{{flagicon|PAN}},"<span class=""flagicon"">[[File:Flag of Panama.svg|23x15px|border |alt=Panama|link=Panama]]</span>"
{{flag|USSR}},"<span class=""flagicon"">[[File:Flag of the Soviet Union.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Soviet Union|USSR]]"
{{yes|Package}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Package"
{{nowrap|NIST B-409}},"<span class=""nowrap"">NIST B-409</span>"
{{nts|12}},"<span style=""display:none"" class=""sortkey"">7001120000000000000♠</span>12"
{{yes|Client side: every platform with a web browser<br />Server side: every platform with [[Java (software platform)|Java]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Client side: every platform with a web browser<br />Server side: every platform with [[Java (software platform)|Java]]"
{{Latest stable software release/KGet}},"15.04.2 <small>(June&nbsp;3, 2015<span class=""noprint"">&#059;&#032;8 days ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-06-03</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/KDE_Software_Compilation_4&action=edit &#91;±&#93;]</small><ref>{{cite web |url=https://dot.kde.org/2015/06/03/june-update-kde-applications-1504 |title=June Update for KDE Applications 15.04 |work=[[KDE]] |date={{date|2015-06-03}} |accessdate={{date|2015-06-09}} }}</ref>"
{{release date|2014|05}},"May&nbsp;2014<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-05</span>)</span>"
{{no|Commercial}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|Commercial"
{{nts|900}},"<span style=""display:none"" class=""sortkey"">7002900000000000000♠</span>900"
"{{nts|489,795}}","<span style=""display:none"" class=""sortkey"">7005489795000000000♠</span>489,795"
{{nobr|[[SDXF|Structured Data eXchange Format]]s}},"<span class=""nowrap"">[[SDXF|Structured Data eXchange Format]]s</span>"
{{Flagicon|South Dakota}},"<span class=""flagicon"">[[File:Flag of South Dakota.svg|23x15px|border |alt=South Dakota|link=South Dakota]]</span>"
{{Yes|[[AirPlay]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[AirPlay]]"
{{dts|2003-05-23}},"<span style=""display:none; speak:none"" class=""sortkey"">02003-05-23-0000</span><span style=""white-space:nowrap;"">May 23, 2003</span>"
{{nts|666}},"<span style=""display:none"" class=""sortkey"">7002666000000000000♠</span>666"
"{{partial|[[VP8]], [[VP9]]}}","style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|[[VP8]], [[VP9]]"
{{Yes|Via plugin}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Via plugin"
{{Yes|Online}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Online"
{{partial | Doesn't keep windows from app together}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""| Doesn't keep windows from app together"
{{dts|2012-08-28}},"<span style=""display:none; speak:none"" class=""sortkey"">02012-08-28-0000</span><span style=""white-space:nowrap;"">August 28, 2012</span>"
"{{yes|[[Video4Linux|V4L]],V4L2}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Video4Linux|V4L]],V4L2"
{{tag|annotation|open}},"<code class=""nowrap"" style="""">&lt;annotation&gt;</code>"
{{convert|26|lb|abbr=on}},26&nbsp;lb (12&nbsp;kg)
{{nts|954}},"<span style=""display:none"" class=""sortkey"">7002954000000000000♠</span>954"
{{release date and age|mf=yes|2012|04|02}},"April&nbsp;2, 2012<span class=""noprint"">&#059;&#032;3 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2012-04-02</span>)</span>"
{{nowrap|1 Jul 2010}},"<span class=""nowrap"">1 Jul 2010</span>"
{{Latest stable software release/Windows Live Mail}},"2012 (v16.4.3522.0110) <small>(February&nbsp;20, 2014<span class=""noprint"">&#059;&#032;15 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-02-20</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Windows_Live_Mail&action=edit &#91;±&#93;]</small>"
{{flagicon|DJI}},"<span class=""flagicon"">[[File:Flag of Djibouti.svg|23x15px|border |alt=Djibouti|link=Djibouti]]</span>"
"{{yes| EndNote XML, CSL formatted HTML}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""| EndNote XML, CSL formatted HTML"
{{Start date and age|2009|01|22}},"January&nbsp;22, 2009<span class=""noprint"">&#059;&#032;6 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2009-01-22</span>)</span>"
{{dts|2009-03-19}},"<span style=""display:none; speak:none"" class=""sortkey"">02009-03-19-0000</span><span style=""white-space:nowrap;"">March 19, 2009</span>"
{{yes|[[BSD]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[BSD]]"
{{Latest stable software release/SquirrelMail}},"1.4.22 <small>(12&nbsp;July 2011<span class=""noprint"">&#059;&#032;3 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2011-07-12</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/SquirrelMail&action=edit &#91;±&#93;]</small>"
{{nts|72}},"<span style=""display:none"" class=""sortkey"">7001720000000000000♠</span>72"
{{yes|[[PHP]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[PHP]]"
{{date|2012-04-27|iso}},2012-04-27
