"License","Author","Latest version","Publication date","Link with code using a different license","Release changes under a different license"
"Academic Free License","Lawrence E. Rosen","3","2002","Yes","Yes"
"Affero GPL","Free Software Foundation","3","2007","only AGPLv3 + GPLv3","No"
"Apache License","Apache Software Foundation","2.0","2004","Yes","Yes"
"Apple Public Source License","Apple Computer","2.0","August 6, 2003","Yes","No"
"Artistic License","Larry Wall","2.0","2000","Yes","With restrictions"
"Berkeley Database License","Oracle Corporation","?","February 7, 2008","No","No"
"BSD license","Regents of the University of California","?","?","Yes","Yes"
"Boost Software License","?","1.0","August 17, 2003","Yes","Yes"
"CeCILL","CEA / CNRS / INRIA","2.0","May 21, 2005","No","No"
"Common Development and Distribution License","Sun Microsystems","1.0","December 1, 2004","Yes","Yes"
"Code Project Open License","The Code Project","1.0","2007","Yes","No"
"Common Public License","IBM","1.0","May 2001","Yes","No"
"Cryptix General License","Cryptix Foundation","?","1995","Yes","Yes"
"Eclipse Public License","Eclipse Foundation","1.0","February 2004","Yes","No"
"Educational Community License","?","1.0","?","Yes","Yes"
"Eiffel Forum License","NICE","2","2002","Yes","Yes"
"EUPL","European Commission","1.1","January 2009","Yes","With an explicit compatibility list"
"Fair Licence","James W. Pye","N/A","2004","Yes","Yes"
"GNU General Public License","Free Software Foundation","3.0","June 2007","No","No"
"GNU Lesser General Public License","Free Software Foundation","3.0","June 2007","Yes","No"
"Hacktivismo Enhanced-Source Software License Agreement","Hacktivismo/Cult of the Dead Cow","?","November 26, 2002","?","?"
"IBM Public License","IBM","1.0","August 1999","Yes","Yes"
"Intel Open Source License","Intel Corporation","?","?","Yes","Yes"
"ISC license","Internet Systems Consortium","?","June 2003","Yes","Yes"
"LaTeX Project Public License","LaTeX project","1.3c","?","Yes","Yes"
"MIT license / X11 license","MIT","N/A","1988","Yes","Yes"
"Mozilla Public License","Mozilla Foundation","2.0","January 3, 2012","Yes","Limited"
"Netscape Public License","Netscape","1.1","?","Yes","Limited"
"OPaC Free Public License","OPaC bright ideas","?","1998","No","No"
"Open Software License","Lawrence Rosen","3.0","2005","Yes","No"
"OpenSSL license","OpenSSL Project","?","?","Yes","?"
"PHP License","PHP Group","3.01","?","Yes","Yes"
"Public Domain","N/A","N/A","N/A","Yes","Yes"
"Python Software Foundation License","Python Software Foundation","2","?","Yes","Yes"
"Q Public License","Trolltech","?","?","No","No"
"Sun Industry Standards Source License","Sun Microsystems","?","?","Yes","No"
"Sun Public License","Sun Microsystems","?","?","Yes","No"
"Sybase Open Watcom Public License","?","?","?","Yes","No"
"W3C Software Notice and License","?","?","?","Yes","Yes"
"XCore Open Source License","XMOS","?","February 2011","Yes","Yes"
"XFree86 1.1 License","?","?","?","Yes","Yes"
"zlib/libpng license","?","?","?","Yes","Yes"
"Zope Public License","Zope Foundation","2.1","?","Yes","Yes"
"License and specific version","FSF ""approval""","Compatible with GPL","OSI approval","Copyfree Initiative approval","Debian approval","Fedora Project approval"
"Academic Free License","Yes","No","Yes","No","?","Yes"
"Affero GPL version 3","Yes","Yes","Yes","No","Yes","Yes"
"Apache License version 1.1 and 1.0","Yes","No","Yes","No","Yes","Yes"
"Apache License version 2","Yes","Yes","Yes","No","Yes","Yes"
"Apple Public Source License version 1.x","No","No","Yes","No","No","No"
"Apple Public Source License version 2.0","Yes","No","Yes","No","No","Yes"
"Artistic License 1.0","No","No","Yes","No","Yes","No"
"Artistic License 2.0","Yes","Yes","Yes","No","Yes","Yes"
"Berkeley Database License","Yes","Yes","Yes","No","Yes","Yes"
"Original BSD license","Yes","No","No","No","Yes","Yes"
"Modified BSD license","Yes","Yes","Yes","Yes","Yes","Yes"
"Boost Software License","Yes","Yes","Yes","Yes","Yes","Yes"
"CeCILL","Yes","Yes","Yes","No","Yes","Yes"
"Common Development and Distribution License","Yes","No","Yes","No","Yes","Yes"
"Common Public License","Yes","No","Yes","No","Yes","Yes"
"Creative Commons licenses (Tags: by & sa)","Yes","No","?","No","≥ v3.0 only","Yes"
"Creative Commons licenses (Tags: nc & nd)","No","No","No","No","No","by-nd only"
"Cryptix General License","Yes","Yes","No","Yes","Yes","Yes"
"Do What The Fuck You Want To Public License (WTFPL)","Yes","Yes","No","Yes","Yes","Yes"
"Eclipse Public License","Yes","No","Yes","No","Yes","Yes"
"Educational Community License","Yes","Yes","Yes","?","?","Yes"
"Eiffel Forum License version 2","Yes","Yes","Yes","?","Yes","Yes"
"Fair License","?","Yes","Yes","Yes","?","Yes"
"GNU General Public License","Yes","Yes","Yes","No","Yes","Yes"
"GNU Lesser General Public License","Yes","Yes","Yes","No","Yes","Yes"
"Hacktivismo Enhanced-Source Software License Agreement","No","No","No","?","No","No"
"IBM Public License","Yes","No","Yes","No","Yes","Yes"
"Intel Open Source License","Yes","Yes","Yes","?","?","No"
"ISC license","Yes","Yes","Yes","Yes","Yes","Yes"
"LaTeX Project Public License","Yes","No","Yes","No","Yes","Yes"
"Microsoft Public License","Yes","No","Yes","Yes","?","Yes"
"Microsoft Reciprocal License","Yes","No","Yes","No","?","Yes"
"MIT license","Yes","Yes","Yes","Yes","Yes","Yes"
"Mozilla Public License version 1.1","Yes","No","Yes","No","Yes","Yes"
"Mozilla Public License version 2.0","Yes","Yes, unless marked ""Incompatible with Secondary Licenses"".","Yes","No","Yes","Yes"
"Netscape Public License","Yes","No","No","?","?","Yes"
"Open Software License","Yes","No","Yes","?","No","Yes"
"OpenSSL license","Yes","No","No","No","Yes","Yes"
"PHP License","Yes","No","Yes","No","Yes","v3.0/3.01 only, others are unknown"
"POV-Ray-License","No","No","No","?","No","?"
"Python Software Foundation License 2.0.1; 2.1.1 and newer","Yes","Yes","Yes","No","Yes","Yes"
"Q Public License","Yes","No","Yes","?","No","Yes"
"Reciprocal Public License 1.5","No","No","Yes","?","?","No"
"Sun Industry Standards Source License","Yes","No","Yes","?","?","Yes"
"Sun Public License","Yes","No","Yes","?","?","Yes"
"Sybase Open Watcom Public License","No","No","Yes","?","No","No"
"W3C Software Notice and License","Yes","Yes","Yes","No","Yes","Yes"
"XFree86 1.1 License","Yes","Yes","No","?","?","?"
"zlib/libpng license","Yes","Yes","Yes","No","Yes","Yes"
"Zope Public License version 1.0","Yes","No","?","No","?","Yes"
"Zope Public License version 2.0","Yes","Yes","Yes","No","?","Yes"
"License","Version","Include license","Include source","Linking","State changes","Commercial use","Distribution","Modification","Patent grant","Private use","Sublicensing","No liability","No trademark"
"Apache License","2.0","Yes","","||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"BSD 3-Clause License","","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||||||||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"BSD 2-Clause License","","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||||||||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GNU General Public License","2.0","Yes","Yes","","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|No||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GNU General Public License","3.0","Yes","Yes","","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GNU Lesser General Public License","2.1","Yes","Yes","Yes","","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GNU Lesser General Public License","3.0","Yes","Yes","Yes","","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes||","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
