"Company","Software","On-demand
 scan","On-access
 scan","Boot-time
 scans","Heuristics","CloudAV","Firewall","IDS","IPS","Email Security","AntiSpam","Web protection","Macro protection","Live
Update","Support","Virus Bulletin VB100","AV
 Comparatives","AV
Test","OPSWAT","License","Price","First release","Country of origin","Original author/s","Notes"
"Agnitum","Outpost AntiVirus Pro","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","alt=3rd|link=","Proprietary","Non-free","2007","Russia","",""
"Agnitum","Outpost Security Suite","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","alt=3rd|link=","Proprietary","Non-free","2008","Russia","",""
"AhnLab","AhnLab V3 Internet Security","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=2nd|link=","Proprietary","Non-free","1988","South Korea","Dr. Ahn Cheol-Soo",""
"avast!","avast! Free Antivirus","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Free","1988","Czech Republic","Pavel Baudiš and Eduard Kučera",""
"avast!","avast! Pro Antivirus","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Trialware","1997","Czech Republic","Pavel Baudiš and Eduard Kučera",""
"avast!","avast! Internet Security","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","2009","Czech Republic","Pavel Baudiš and Eduard Kučera",""
"AVG Technologies (Grisoft)","AVG Antivirus FREE","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Free","1992","Czech Republic","Jan Gritzbach and Tomáš Hofer",""
"AVG Technologies (Grisoft)","AVG Internet Security","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","2008","Czech Republic","Jan Gritzbach and Tomáš Hofer",""
"Avira","Avira Antivirus FREE (formerly AntiVir)","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Free","1988","Germany","Tjark Auerbach",""
"Avira","Avira Internet Security","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","2002","Germany","Tjark Auerbach",""
"Bitdefender","Bitdefender Antivirus Plus","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","1996","Romania","",""
"Bitdefender","Bitdefender Internet Security","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","2008","Romania","",""
"BullGuard","BullGuard Antivirus","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","alt=2nd|link=","Proprietary","Non-free","2002","United Kingdom","Morten Lund and Theis Søndergaard",""
"BullGuard","BullGuard Internet Security","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=2nd|link=","Proprietary","Non-free","2004","United Kingdom","Morten Lund and Theis Søndergaard",""
"Check Point","ZoneAlarm PRO Antivirus + Firewall","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","N/A","Proprietary","Non-free","2002","United States","",""
"Check Point","ZoneAlarm Internet Security Suite","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","N/A","Proprietary","Non-free","2012","United States","",""
"ClamWin","ClamWin","Yes","Yes (with Winpooch or Clam Sentinel)","Yes (with Clam Sentinel)","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","N/A","GNU GPL","Free","2002","Australia","","Third-party antivirus engine (ClamAV)"
"Comodo Group","Comodo Antivirus","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","alt=2nd|link=","Proprietary","Free","2008","United States","",""
"Comodo Group","Comodo Antivirus Advanced","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","alt=2nd|link=","Proprietary","Non-free","2008","United States","",""
"CYSEC","CYSEC Antivirus FREE","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","alt=3rd|link=","Proprietary","Free","2007","United Kingdom","",""
"Comodo Group","Comodo Internet Security","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","alt=2nd|link=","Proprietary","Non-free","2010","United States","",""
"Dr. Web","Dr. Web Anti-virus (formerly SpiderWeb)","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","alt=2nd|link=","Proprietary","Trialware","1992","Russia","Igor Danilov",""
"Dr. Web","Dr. Web Security Space","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","alt=2nd|link=","Proprietary","Non-free","2006","Russia","Igor Danilov",""
"ESET","NOD32 Antivirus","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","alt=1st|link=","Proprietary","Non-free","1987","Slovakia","Peter Paško and Miroslav Trnka",""
"ESET","ESET Smart Security","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","2007","Slovakia","Peter Paško and Miroslav Trnka",""
"F-Secure","F-Secure Antivirus","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","1991","Finland","Petri Allas and Risto Siilasmaa","Third-party antivirus engine (Bitdefender)"
"F-Secure","F-Secure Internet Security","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","2004","Finland","Petri Allas and Risto Siilasmaa","Third-party antivirus engine (Bitdefender)"
"FRISK Software","F-PROT Antivirus","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","alt=1st|link=","Proprietary","Trialware","1989","Iceland","Friðrik Skúlason (second engine also with Dr. Vesselin Bontchev)",""
"Fortinet","Fortinet Antivirus and Anti-Spyware","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","alt=2nd|link=","Proprietary","Non-free","2004","United States","",""
"G Data Software","G Data AntiVirus","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","1987","Germany","Andreas Lüning and Kai Figge","Third-party antivirus engine (Bitdefender)"
"G Data Software","G Data InternetSecurity","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","alt=1st|link=","Proprietary","Non-free","2004","Germany","Andreas Lüning and Kai Figge","Third-party antivirus engine (Bitdefender)"
"GFI Software","VIPRE Antivirus","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","alt=2nd|link=","Proprietary","Trialware","1994","Malta","",""
"GFI Software","VIPRE Internet Security","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=2nd|link=","Proprietary","Non-free","2010","Malta","",""
"Ikarus","Ikarus anti.virus","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","alt=2nd|link=","Proprietary","Non-free","1998","Australia","",""
"IObit","Advanced SystemCare","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","alt=3rd|link=","Proprietary","Free","2010","United States","",""
"iolo technologies","iolo System Shield Antivirus & Antispyware","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","alt=3rd|link=","Proprietary","Non-free","2012","United States","","Third-party antivirus engine (?)"
"iS3","STOPzilla Antimalware","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","N/A","Proprietary","Trialware","2003","United States","","Third-party antivirus engine (VIPRE Antivirus)"
"K7 Computing","K7 Antivirus Plus","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","alt=3rd|link=","Proprietary","Non-free","1996","India","",""
"K7 Computing","K7 Total Security","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","alt=3rd|link=","Proprietary","Non-free","2004","India","",""
