"Name and file extension, if different","Proprietor / Developer","License","Variable bit rate audio","Variable frame rate","Chapters","Captions (Subtitles)","Video format supported","Audio format supported","Metadata / Tags supported","Menu Support (like DVD)","Streaming Support","Attachment Support","3D Support (codec)","3D Support at container level","Supported by hardware players"
"3GP","3GPP","?","Yes","Yes","?","3GPP Timed Text","H.263, MPEG-4 Part 2 and H.264/MPEG-4 AVC","AMR-NB, AMR-WB, AMR-WB+, AAC, HE-AAC and HE-AAC v2","?","No","Yes","?","?","?","?"
"3G2","3GPP2","?","Yes","Yes","?","3GPP Timed Text","H.263, MPEG-4 Part 2 and H.264/MPEG-4 AVC","AMR-NB, AMR-WB, AAC, HE-AAC, EVRC, EVRC-B, EVRC-WB, 13K (QCELP), SMV or VMR-WB","?","No","Yes","?","?","?","?"
"Advanced Systems Format (.asf, .wma, .wmv)","Microsoft","Proprietary, patent encumbered","Yes","Yes","Yes","Yes","Almost anything through VFW or DMO; H.264/AVC is problematic","Almost anything through ACM or DMO; Vorbis is problematic","Yes","No","Yes","?","?","?","Yes"
"AVI","Microsoft","?","Yes","Yes","Yes, via third party modifications","Yes, via third party modifications","Almost anything through VFW","Almost anything through ACM; Vorbis is problematic","Yes through RIFF chunks","No","No","No","?","No","Yes"
"DivX Media Format (.divx)","DivX, Inc.","?","Yes","Yes","Yes","Yes","MPEG-4 Part 2 video encoded to meet DivX profiles","MP3, PCM, AC-3","?","Yes","Yes","?","?","?","Yes"
"EVO","MPEG","Patent encumbered","Yes","Yes","Yes","Yes","MPEG-2 Part 2, H.264/MPEG-4 AVC, VC-1","AC-3, E-AC-3, Dolby TrueHD, Linear PCM, DTS, DTS-HD, MPEG-2 Part 3","?","Yes","?","?","?","?","?"
"F4V (Flash Video)","Adobe Systems","Patent encumbered","?","Yes","?","?","H.264/MPEG-4 AVC","MP3, AAC, HE-AAC","Yes","No","Yes","?","?","?","?"
"FLV (Flash Video)","Adobe Systems","Patent encumbered","?","Yes","No","No","Sorenson, VP6, Screen Video, H.264/MPEG-4 AVC","MP3, Nellymoser, ADPCM, Linear PCM, AAC, Speex","Yes","No","Yes","?","?","?","?"
"Matroska (.mkv, .mk3d, .mka, .mks)","CoreCodec, Inc.","Freely licensed","Yes","Yes","Yes","Yes","Virtually anything","Virtually anything","Yes","Virtually anything","Yes","Yes","Yes","Yes","Yes"
"MCF","Community","BSD-style license for specs, GNU for tools","Yes","Yes","Yes","Yes","Not fully specified","Not fully specified","Yes","Possible","Yes","Yes","?","?","No"
"MP4","MPEG","Patent encumbered","Yes","Yes","In specially formatted text track (QuickTime); 2) In userdata atom (started by Nero Digital) can't interact with the sceneDescription, or via segmentDescriptor","ttxt, VobSub with private objectTypeIndication not usable with the sceneDescription (started by Nero), BIFS","MPEG-2 Part 2, MPEG-4 ASP, H.264/MPEG-4 AVC, H.263, VC-1, Dirac, others","MPEG-2/4 (HE)-AAC, MPEG-1/2 Layers I, II, III (MP3), AC-3, Apple Lossless, ALS, SLS, Vorbis(with private objectTypeIndication), others","Yes","Yes","Yes","Yes","Yes","?","Yes"
"MPEG Video File (.mpg, .mpeg)","MPEG","Patent encumbered","Yes","Yes","No","No","MPEG-1, MPEG-2","MPEG-1 Layers I, II, III (mp3), other formats only in private streams: LPCM","No","No","Yes","?","?","?","Yes"
"MPEG program stream PS (.m2p, .ps)","MPEG","Patent encumbered","Yes","?","Only in private streams — used in VOB files on DVD","Only in private streams — used in VOB files on DVD","MPEG-1, MPEG-2, MPEG-4 Part 2, VC-1, H.264","MPEG-1 Layers I, II, III (mp3), other formats only in private streams: AAC, AC-3, LPCM, DTS","No","Only in private streams — used in VOB files on DVD","?","?","?","?","Yes"
"MPEG transport stream TS (.ts)","MPEG","Patent encumbered","Yes","Yes","No","possible via ETSI EN 300 743","MPEG-1, MPEG-2 Part 2, MPEG-4 ASP, H.264, other formats in private streams: VC-1, Dirac","MPEG-1 Layers I, II, III (mp3), AAC, other formats in private streams: AC-3, LPCM, DTS","No","No","Yes","?","?","?","Yes"
"BDAV MPEG-2 transport stream (.m2ts)","Blu-ray Disc Association","Proprietary","Yes","Yes","Yes","Yes","MPEG-2 Part 2, H.264, VC-1","AC-3, DTS, LPCM, Dolby Digital Plus, DTS HD, Dolby Lossless","?","?","?","?","Yes","?","Yes"
"MXF","SMPTE","?","Yes","Yes","?","Yes","Virtually anything","Virtually anything","Yes","No","?","?","?","?","No"
"Ogg","Xiph.org","Patent-free, Free software implementations available","Yes","Yes","Yes","Ogg Writ, Ogg Kate","Theora, Dirac, OggUVS, MNG and others, and almost anything else via VFW","Vorbis, FLAC, Speex, Opus, OggPCM, and almost anything else via ACM","CMML, Ogg Skeleton, Vorbis comment","No","Yes","?","?","?","Yes"
"QuickTime (.mov, .qt)","Apple","Proprietary","Yes","Yes","Yes","Yes","Limited to what is available to the QuickTime codec manager","Limited to what is available to Sound Manager or CoreAudio","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"RMVB","RealNetworks","Proprietary","?","Yes","?","Yes","RealVideo 8, 9, 10","(HE)-AAC, Cook Codec, Vorbis, RealAudio Lossless","?","No","Yes","?","?","?","?"
"VOB+IFO","DVD Forum","Proprietary","Yes","Yes","Yes","Yes","MPEG-2 Part 2, MPEG-1 Part 2","AC-3, Linear PCM, DTS, MPEG-2 Part 3, MPEG-1 Layer II","No","Yes","No","No","No","No","Yes"
"WebM","WebM Project","perpetual license grant to patents","Yes","Yes","No","Pending","VP8, VP9","Vorbis, Opus","Pending","No","Yes","No","No","Yes","Yes"
"","Proprietor / Developer","License","Variable bit rate audio","Variable frame rate","Chapters","Captions (Subtitles)","Video formats supported","Audio formats supported","Metadata / Tags supported","Menu Support (like DVD)","Streaming Support","Attachment Support","3D Support (codec)","3D Support at container level","Supported by hardware players"
"","Lossy compression","Lossy compression","Lossy compression","Lossy compression","Lossy compression","Lossy compression","Lossy compression","Lossy compression","Lossy compression","No compression","No compression","Lossless compression","Lossless compression","Lossless compression","Lossless compression","Lossless compression","Lossless compression"
"","MP3","WMA","RealAudio","Vorbis","Opus","Musepack","AAC","AC-3","DTS","PCM","LPCM","APE","FLAC","ALAC","WavPack","MLP / Dolby TrueHD","DTS-HD"
"AVI","Yes","Yes","Yes","not officially","?","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","?"
"Matroska","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"MP4","Yes","Yes","No","not officially","?","?","Yes","Yes","Yes","No","?","No","No","Yes","No","No","Yes"
"MPG","Yes","?","?","?","No","?","?","?","?","?","Yes","?","?","?","?","?","?"
"MXF","Yes","No","No","?","?","?","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes"
"Ogg","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No"
"QuickTime","Yes","Yes","No","Yes","?","No","Yes","Yes","?","Yes","Yes","No","Yes","Yes","?","No","No"
"WebM","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
"","MPEG-1","MPEG-2","MPEG-4 (A)SP","H.264/MPEG-4 AVC","H.265/HEVC","VC-1/WMV","RealVideo","Theora","Microsoft MPEG4 V2","VP8","MVC"
"AVI","Yes","Yes","Yes","Yes","?","Yes","Yes","Yes","Yes","Yes","?"
"Matroska","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"MP4","Yes","Yes","Yes","Yes","?","Yes","Yes","Yes","Yes","Yes","Yes"
"MXF","Yes","Yes","Yes","Yes","?","Yes","No","?","?","?","?"
"Ogg","Yes","Yes","Yes","Yes","?","Yes","No","Yes","?","?","?"
"QuickTime","Yes","Yes","Yes","Yes","?","Yes","No","Yes","?","?","?"
"WebM","No","No","No","No","?","No","No","No","No","Yes","No"
"","QuickTime","AVI","Ogg","Matroska","MP4","MXF"
"AQTitle","?","No","?","?","?","?"
"JACOSub","?","No","?","?","?","?"
"MicroDVD","?","No","No","Yes","?","?"
"MPEG-4 Timed Text","?","No","?","Yes","Yes","?"
"MPSub","?","No","?","Yes","?","?"
"Ogg Kate","?","No","Yes","Yes","?","?"
"Ogg Writ","?","No","Yes","Yes","?","?"
"Phoenix Subtitle","?","No","?","?","?","?"
"PowerDivX","?","No","?","?","?","?"
"RealText","?","No","?","?","?","?"
"SAMI","?","?","?","Yes","?","?"
"Structured Subtitle Format","?","?","?","?","?","?"
"SubRip","?","Yes, via third party modifications","Yes","Yes","Yes","?"
"Gloss Subtitle","?","No","?","?","?","?"
"(Advanced) SubStation Alpha","?","Yes, via third party modifications","?","Yes","No","?"
"SubViewer","?","?","?","Yes","?","?"
"Universal Subtitle Format","?","No","?","Yes","?","?"
"VobSub","?","?","?","Yes","?","?"
"XSUB","?","via DivX","?","Yes","?","?"
