"id";"product_name";"countries";"ingredients";"brands";"stores";"energy_100g";"proteins";"fat";"carbohydrates";"saturated-fat";"sugars";"sodium";"salt";"fiber";"fruits-vegetables-nuts";"image_url"
"7616800835518";"Lasagne Verdi M-Classic,";"Suisse";"eau,pâtes aux épinards,viande de boeuf,Suisse,tomates,concentré de tomates,huile végétale,amidon de riz,bouillon de boeuf,avec jus de citron concentré et extrait de vin,lait écrémé en poudre,fromage,oignons,céleri,farine de froment,sel de cuisine,sucre,extrait de boeuf,extraits d'épices,semoule de blé dur,eau,épinards,oeuf entier et blanc d'oeuf en poudre d'élevage au sol,huile végétale";"Migros,M-Classic,Bischofszell";"Migros";"531";"6";"5";"14";"1.5";"2.5";"0.33";"0";"0.8";"0";"https://static.openfoodfacts.org/images/products/761/680/083/5518/front_fr.4.400.jpg"
"7610026007636";"Lasagne Verdi Findus";"Suisse";"Pâtes alimentaires,sel de cuisine,lait écrémé,eau,viande de boeuf,tomates,fromage,légumes,huile de tournesol,farines,amidon,vin rouge,sel de cuisine iodé,protéines de blé hydrolysées,arômes,sucre,extrait de viande de boeuf,fines herbes,poivre blanc,fin finot de blé dur,eau,épinards,oeufs,d'élevage au sol,purée de tomates,tomates concassées,carottes,oignons,céleri,ail en poudre,farine de blé,farine de malt d'orge,protéine de blé,sel,levure,huile végétale";"Findus/Suisse,Nestlé";"Coop";"133.5389";"6.3";"5.3";"14.5";"1.5";"1.1";"0.44";"0";"1";"0";"https://static.openfoodfacts.org/images/products/761/002/600/7636/front_fr.10.400.jpg"
"7610026014542";"Fisch-Sticks-Poisson Findus";"Suisse";"Filet de Colin d’Alaska,panure,huile végétale,pêche sauvage,Pacifique,farine de blé,eau,amidon,sel de cuisine,levure,épices";"Findus/Suisse,Nestlé, Findus";"";"177.01666";"12.2";"7.6";"14.7";"0.8";"2.7";"0.35";"0.889";"0.5";"0";"https://static.openfoodfacts.org/images/products/761/002/601/4542/front.14.400.jpg"
"7613031652945";"Poisson à la Bordelaise Findus";"Suisse, en:france";"Filet de Colin d'Alaska,eau,beurre,farine de blé,huile végétale,persil,oignons déshydratés,sel de cuisine,levure,acidifiant,acide citrique,ail en poudre,extraits d'épices,pêche sauvage,Pacifique";"Findus/Suisse,Nestlé, Findus";"";"155.27777";"13.9";"8.3";"5.9";"4.7";"0";"0.3";"0";"0";"0";"https://static.openfoodfacts.org/images/products/761/303/165/2945/front_fr.11.400.jpg"
"7613034383808";"Four à Pierre Royale";"France, en:switzerland";"Garniture,edam,eau,jambon cuit,purée de tomates,olives,amidon modifié de pomme de terre,huile de tournesol,crème en poudre,basilic,pulpe d'ail,sel,persil,origan,extrait de poivre.Pate cuite,farine de blé,eau,levure boulangère,huile de tournesol,levain de seigle et de blé,soja,sel,sucre,extrait de malt d'orge,fromages,mozzarella,colorant,E160a,viande de porc,eau,gélatine de porc,stabilisants,polyphosphates,sel,sirop de glucose,gélifiant E407a,arôme de fumée,antioxydant erythorbate de sodium,conservateur,nitrite de sodium";"buitoni";"Auchan,leclerc,Franprix";"205.20555";"10.5";"7.7";"23";"3.4";"3.4";"0.5511811023622046";"1.4";"1.7";"0";"https://static.openfoodfacts.org/images/products/761/303/438/3808/front_fr.8.400.jpg"
"7613031702886";"Poisson au four avec julienne de légumes Findus";"Suisse";"Filet de Colin d'Alaska,pêche sauvage Pacifique,lait écrémé,légumes,graisse et huile végétales,vin blanc,amidon,sel de cuisine iodé,lait écrémé en poudre,persil,beurre fondu,jaune d'œuf en poudre,arômes,avec blé,sucre,extrait d'épice,courgettes,poireaux,céleri,carottes,oignons en poudre";"Findus/Suisse,Nestlé";"";"102.005554";"9.1";"5.4";"3.9";"2.3";"1.9";"0.54";"1.3716";"0.4";"0";"https://static.openfoodfacts.org/images/products/761/303/170/2886/front_fr.14.400.jpg"
"7613030252085";"Pizza lafina";"Suisse";"Farine de blé,tomates concassées,fromages,jambon de derrière cuit,jambon cru fumé,. cubes de tomates,oignons. huile de colza,huile d'olive extra vierge,lait entier en poudre,levure,sel,épices et fines herbes,sucre margarine végétale,],amandes,émulsifiant,lécithine de soja,dextrose,ail,Edam avec colorant carotènes,mozzarella,fromage à Pâte dure,viande de porc,sel de cuisine,conservateur,nitrite de sodium,dextrose,stabilisant,acide citrique,extraits d’épices. antioxydant,acide ascorbique,fumée,viande de porc,sel de cuisine,épices,sucre. conservateurs,nitrite de sodium et nitrate de potassium,Fumée,graisses et huiles végétales,palme,noix de coco,cliza";"Buitoni";"coop,pam,leshop.ch";"229.57222";"11.3";"10.5";"21.6";"4.1";"3.0";"0.5905511811023622";"1.5";"1.6";"0";"https://static.openfoodfacts.org/images/products/761/303/025/2085/front_fr.21.400.jpg"
"7613032827625";"Lasagnes à la Bolognaise - 1 kg - Maggi ";"France";"Sauce bolognaise cuisinée,arôme naturel,extraits naturels d'épices et d'aromates,sel,sucre,vin rouge concentré,Sauce béchamel,farine de blé,huile de tournesol,amidon modifié de maïs,sel,extraits naturels de muscade et de poivre,Pâtes fraîches,Gratinage au fromage,sauce à la tomate et au concentré de tomate réhydraté,viande de boeuf cuite,oignons,carottes,eau,huile de tournesol,amidon modifié de pomme de terre,aromates,thym,basilic,ail,laurier,basilic,thym,poivre,eau,lait écrémé en poudre,semoule de blé dur,eau,blancs d'oeufs,sel,emmental,fécule de pomme de terre,paprika,curcuma";"Maggi";"Carrefour";"125.655556";"6";"4.7";"14.3";"1.6";"3.4";"0.31";"0";"0.9";"0";"https://static.openfoodfacts.org/images/products/761/303/282/7625/front_fr.16.400.jpg"
"7613032827953";"Hachis Parmentier - 1 kg - Maggi";"France";"Purée de pomme de terre,Viande de bœuf cuisinée,huile de tournesol,concentré de tomates,arôme naturel persil,vin blanc,extraits naturels d'épices et d'aromates,sel,ail,pulpe et extrait naturel,vin rouge et vin blanc concentrés,gingembre,Gratinage au fromage,fécule de pomme de terre,paprika,curcuma,Contient des sulfites,eau,flocons de pomme de terre,lait écrémé en poudre,huile de tournesol,beurre,sel,extraits naturels d'oignons et de poivre,crème,curcuma,muscade,viande de bœuf cuite,eau,oignons,carottes,amidon modifié de maïs,semoule de blé dur,jus concentré de légumes,oignons,carottes,ail,céleri,poivre,thym,laurier,girofle,emmental,chapelure,gluten";"Nestlé,Maggi";"Carrefour Market";"107.022224";"5.9";"3.9";"11.8";"1.5";"1.9";"0.26";"0";"0.3";"0";"https://static.openfoodfacts.org/images/products/761/303/282/7953/front_fr.3.400.jpg"
"7613033536878";"2 Gourmet Filets Au Citron Findus";"Suisse";"Filet de Cabillaud,Gadus morhua morhua,beurre,eau,huile végétale,colza,persil,amidon,sel de cuisine,émulsifiant,lécithine de soja,arôme,épice,pêche sauvage,océan Atlantique nord-est";"Findus/Suisse,Nestlé, Findus";"";"144.52777";"15.1";"9.3";"0.4";"4.9";"0.1";"0.15";"0";"0";"0";"https://static.openfoodfacts.org/images/products/761/303/353/6878/front_fr.8.400.jpg"
"7613032261504";"Four à pierre, authentique pâte à pizza, bolognaise";"France";"Garniture,57,eau,viande de bœuf précuite,12,*,purée de tomates,9,*,EDAM,oignons rissolés,4,*,MOZZARELLA,4,*,oignons,1,*,amidon modifié de pomme de terre,carottes,0,*,sucre,huile de tournesol,sel,pulpe d'ail,arômes,paprika,origan,poudre de betterave,extraits naturels d'épices,. Pâte cuite,42,farine de BLE,eau,levure boulangère,huile de tournesol levain de SEIGLE et de BLE,SOJA,sel,sucre,extrait de malt d'ORGE,oignons,huile de tournesol,thym,origan,laurier";"Buitoni,Nestlé";"Super U,Franprix";"795.0";"9.6";"5.8";"24";"2.6";"5.4";"0.4724409448818897";"1.2";"1.7";"0";"https://static.openfoodfacts.org/images/products/761/303/226/1504/front_fr.22.400.jpg"
"7613032261825";"Four à pierre, authentique pâte à pizza";"France, en:switzerland";"Garniture,mozzarella,chèvre,emmental 1.5%,eau,purée de tomates,amidon transformé de pomme de terre,sel,basilic,pulpe d'ail,origan,persil,poudre de betterave,extrait naturel de poivre.Pâte cuite,farine de blé,eau,levure boulangère,huile de tournesol,levain de seigle et de blé,soja,sel,sucre,extrait de malt,orge,fromage,edam,colorant,E160a";"Buitoni,Nestlé";"Monoprix";"916";"12.4";"9.4";"20.5";"5.2";"5.3";"0.53";"1.3462";"1.3";"0";"https://static.openfoodfacts.org/images/products/761/303/226/1825/front_fr.5.400.jpg"
"20092160";"Filet de colin à la méditerranéenne, Surgelé";"France";"Filet de colin d'Alaska,Theragra chalcogramma,tomates,courgettes,huile de tournesol,poivron,Edam,oignons,aubergines,olives,1,ail,yaourt au lait entier,sel,maltodextrine,extrait de levure,sucre,arôme,amidon modifié de maïs,gélatine,fines herbes,concentré de tomates,épices. Contient du lactose et du lait / des produits laitiers,avec colorant,gluconate de fer,II,avec acidifiant,acide citrique";"Ocean Trader,Lidl Stiftung & Co. KG";"Lidl";"101.05";"9.9";"6";"1.9";"1.7";"1.2";"0.2";"0.508";"0.1";"0";"https://static.openfoodfacts.org/images/products/20092160/front_fr.5.400.jpg"
"3222473216949";"Colin d'Alaska 100 % Filet, Surgelés (8 panés)";"France";"Filets de colin d'Alaska,Theragra chalcogramma,pêché dans l'Océan Pacifique,farine de blé,huile végétale de tournesol,amidon de pomme de terre,eau,sel,épices,levure,poivre,curcuma,paprika";"Casino,Groupe Casino";"Casino";"168.41667";"12";"6.8";"14";"0.8";"2.5";"0.29";"0.7366";"1.4";"0";"https://static.openfoodfacts.org/images/products/322/247/321/6949/front_fr.7.400.jpg"
"3222475742569";"Moussaka (Aubergine - Bœuf), Surgelée";"France";"Aubergines préfrites,tomates pelées concassées,eau,viande bovine origine France cuite,oignons,purée de tomates double concentrée,carottes,pommes de terre déshydratées,lait écrémé en poudre,mozzarella,farine de blé,crème fraîche,arômes naturels,dont lait,jus aromatisé de veau,amidon transformé de maïs,sucre,ail,amidon transformé de riz,cheddar,emmental,basilic,huile de tournesol,sel,thym,muscade,aubergines,huile de tournesol,tomates,jus de tomates,pommes de terre déshydratées,mono- et diglycérides d'acides gras,amidon transformé de pomme de terre,sel,farine de blé,légumes,extrait de levure,arôme naturel,viande de veau,sucre,huile de tournesol,plante aromatique,lait pasteurisé,sel,ferments lactiques,présure,amidon de pomme de terre,lait,sel,ferments,coagulant,amidon de pomme de terre";"Casino,Groupe Casino";"Casino";"0";"0";"0";"6";"1.8";"0";"0";"0";"1.8";"0";"https://static.openfoodfacts.org/images/products/322/247/574/2569/front_fr.8.400.jpg"
"3222471915462";"Riz cantonais";"France";"Riz basmati précuit,petit pois,carotte,omelette,épaule cuite standard traité en salaison,eau,sauce nuoc mam,huile végétale de tournesol,ail,arôme,dont lait,sel,amidon transformé de riz et/ou maïs,extrait de poivre,épaississant,E415,E412,eau,riz basmati,oeuf entier,blanc d'oeuf,lait écrémé reconstitué,huile végétale de tournesol,sel,épaississant,E415,E412,épaule de porc,eau,sel,gélatine de porc,plasma de porc,lactose,sirop de glucose,stabilisant,E450,E451,gélifiant,E407a,dextrose,acidifiant,E326,arômes naturels,conservateurs,E316,E250,extrait de poisson,sel,sucre";"Casino";"Géant";"548";"4.5";"3.6";"19.7";"0.6";"1.3";"0.31496062992125984";"0.8";"0";"0";"https://static.openfoodfacts.org/images/products/322/247/191/5462/front_fr.16.400.jpg"
"3222473661602";"Boeuf boulgour";"France";"Boulgour réhydraté,préparation à base de boeuf cuisinée cuite,tomate pelée concassée,eau,poivrons rouges et jaunes,oignon,purée de tomate,aubergine grillée,courgette,concentré de tomate,huile d'olive vierge extra,miel,sel,amidon transformé,ail,coriandre,extraits naturels,cumin moulu,thym,romarin moulu,eau,boulgour de blé,viande de boeuf,blanc d'oeuf,oignons,chapelure,farine de blé,sel,herbes,sel,épices,huile végétale de tournesol,tomate,jus de tomates,E330,tomate,sel,E330";"Casino";"Casino";"123.505554";"5.5";"4";"16.2";"1.3";"3";"0.2";"0";"2.3";"0";"https://static.openfoodfacts.org/images/products/322/247/366/1602/front_fr.7.400.jpg"
"3222473661558";"Gratin à la savoyarde";"France";"Pommes de terre sautées préfrites,sauce,lardons cuits fumés,oignon préfrit,pomme de terre,huile végétale de tournesol,dextrose,eau,crème fraiche liquide,crème de reblochon fondu,reblochon,beurre,E331,sel,emmental fondu,emmental,eau,poudre de lactosérum,beurre,E331,arôme naturel,sel,crème en poudre,amidon transformé,farine de blé,sel,arôme naturel,dont lait,huile végétale de tournesol,E415,E412,glucose,poivre blanc,poitrine de porc,sel,dextrose,E316,E250,oignon,huile végétale de colza";"Casino";"Casino";"141.42223";"4.2";"8";"12.5";"3.9";"2.1";"0.28";"0";"1.5";"0";"https://static.openfoodfacts.org/images/products/322/247/366/1558/front_fr.7.400.jpg"
"3222473661572";"Repas Rapide Riz Basmati et poulet sauce curry doux";"France";"Riz basmati cuit,morceaux de poulet traité en salaison,eau,crème fraîche liquide,fond de poulet,tomate pelée concassée,raisins secs réhydratés,compote de pomme,lait de noix de coco,oignon,beurre,purée de citron jaune sucrée,lait entier en poudre,ail,huile de tournesol,amidon transformé,sel,pâte de curry,acidifiants,acide acétique,acide citrique,acide lactique,sucre,curry,citronnelle en poudre,colorant,caramel ordinaire,épaississants,gomme guar,gomme xanthane,glucose,extrait de poivre,riz basmati,eau,sel,filet de poulet,eau,sel,eau,os et viande de poulet,oignon en poudre,concentré de carotte,laurier,graisse de poulet,sel,tomate,jus de tomate,acidifiant,acide citrique,raisins secs,contient sulfites,huile de tournesol,eau,pomme,sirop de glucose-fructose,antioxydant,acide ascorbique,lait de noix de coco,maltodextrines,caséinates de sodium,antiagglomérant,phosphates de calcium,citron jaune,sucre,huile végétale de colza,sel,coriandre,cumin,curcuma,eau,purée de tomate,piment,gingembre,ail,amidon de maïs,tamarin,épices,dont moutarde,mélange d'épices,paprika,coriandre,piments,poivre,gingembre,cumin,curcuma,aromates,ail en poudre,poignon en poudre,sel,extrait de levure,arôme,fenugrec";"Casino";"Casino";"139.98889";"6.7";"4.5";"18";"2.9";"2";"0.2047244094488189";"0.52";"0";"0";"https://static.openfoodfacts.org/images/products/322/247/366/1572/front_fr.7.400.jpg"
"3222473631186";"Lasagnes au saumon, Surgelées";"France";"Eau,saumon,salmo salar,semoule de blé dur,légumes,crème fraîche,farine de blé,margarine végétale,blancs d'œufs,poudre de lait écrémé,fromage emmental,œufs entiers,amidon transformé de pomme de terre,sel,vin blanc,jus de citron sucré,fumet de poisson aromatisé,courgettes,carottes,céleri,poireaux,matière grasse végétale et huile végétale de colza,eau,mono- et diglycérides d'acides gras,acide citrique,arôme naturel,citron,sucre,maltodextrine de blé,sel,extrait de poisson,arôme naturel,extrait d'épices et d'aromates,oignon,thym,laurier,girofle,lactose,extrait de vin blanc,arômes,dont poisson et blé,ciboulette,macis,maltodextrine de maïs,poivre";"Casino,Groupe Casino";"Casino";"128.28334";"5.8";"5.7";"13.4";"1.8";"1.8";"0.31496062992125984";"0.80";"0.5";"9";"https://static.openfoodfacts.org/images/products/322/247/363/1186/front_fr.8.400.jpg"
"3222473631162";"Repas Rapide Poisson blanc et riz Basmati";"France";"Riz basmati cuit,poisson blanc,eau,crème fraîche liquide,courgettes,carottes,vin blanc,céleri,échalote,beurre,amidon transformé,lait écrémé en poudre,fumet de poisson aromatisé,farine de blé,sel,huile végétale de tournesol,vinaigre d'alcool,épaississants,gomme xanthane,gomme guar,cerfeuil,arômes naturels,contient lait,extrait de poivre,colorants,lutéine,extrait de paprika,glucose,eau,riz basmati,sel,lactose,sel,extraits de poissons,arômes naturels,épices,aromates";"Casino";"Casino";"99.61667";"5.8";"3.1";"12";"1.9";"1";"0.22834645669291337";"0.58";"0";"0";"https://static.openfoodfacts.org/images/products/322/247/363/1162/front_fr.6.400.jpg"
"3222473631216";"Lasagnes Chèvre-épinards, Surgelées";"France";"Lait écrémé réhydraté,margarine végétale,emmental,blanc d'œufs,amidon transformé de maïs,œufs entiers,sel,arôme naturel,macis,maltodextrine,poivre,eau,poudre de lait écrémé,eau,caillé de chèvre,semoule de blé dur,fromage de chèvre affiné,épinards,farine de blé,acide ascorbique,matière grasse végétale et huile végétale de colza,eau,mono- et diglycérides d'acides gras,acide citrique,arôme naturel,lait de vache,sel,présure animale,chlorure de calcium,amidon de pomme de terre";"Casino,Groupe Casino";"Casino";"150.26111";"6.9";"7.5";"13";"3.9";"1.9";"0.26";"0.6604";"1.7";"0";"https://static.openfoodfacts.org/images/products/322/247/363/1216/front_fr.9.400.jpg"
"3222474657925";"Cordons Bleus de Dinde";"France";"Préparation de viande de dinde traitée en salaison,.Enrobage,. Fromage fondu allégé,Jambon de dinde cuit standard goût fumé,viande,peau de volaille,eau,fibres végétales,dextrose,sel,pourcentage exprimé sur la préparation de viande de dinde,farine de blé,huile de tournesol,sel,levure,épices,curcuma,paprika,fromages,eau,amidon transformé de riz et de pomme de terre,lactosérum,sels de fonte,phosphates de sodium,polyphosphates,gélifiant,carraghénanes,sel,viande rouge de dinde,eau,dextrose,fibres végétales,sel,arôme de fumée,protéines de soja,conservateur,nitrite de sodium,pourcentage exprimé sur le jambon";"Wassila";"Franprix";"247.01111";"0";"16";"15";"4";"2.2";"0.4724409448818897";"1.2";"0";"0";"https://static.openfoodfacts.org/images/products/322/247/465/7925/front_fr.7.400.jpg"
"3222473959235";"Pates au poulet, légumes du soleil";"France";"Pâtes,filet de poulet baratté,tomates cerise,aubergines préfrites,courgettes prèfrites,oignons préfrits,tomates séchées,huile d'olive,fromages,colorant,annato,conservateur,nitrate de sodium,épices et aromates,purée de tomate,sel,pignon de pin,extrait de levure,maltodextrine,amidon de riz,eau,farine de blé dur,œufs,poulet,sel,maltodextrine,sirop de glucose,aubergines,huile de tournesol,courgettes,huile de tournesol,oignon,huile de tournesol,lait,présure,ferments lactiques,contient lait";"Casino";"";"123.744446";"17";"8.1";"32";"1.8";"5.9";"0.39370078740157477";"1";"4.1";"0";"https://static.openfoodfacts.org/images/products/322/247/395/9235/front_fr.5.400.jpg"
"3222472475866";"Lasagnes Chèvre-Épinards, Surgelées";"France,Guadeloupe";"Lait écrémé réhydraté,eau,caillé de chèvre,semoule de blé dur,fromage de chèvre affiné,épinards,farine de blé,margarine végétale,emmental,blancs d'œufs,amidon transformé de mais,œufs entiers,sel,arôme naturel,macis,maltodextrine,poivre,eau,poudre de lait écrémé,agent de traitement de la farine,acide ascorbique,matière grasse végétale et huile végétale de colza,eau,émulsifiant,mono et diglycérides d'acides gras,correcteur d'acidité,acide citrique,arôme naturel,lait de vache,sel,présure animale,épaississant,chlorure de calcium,amidon de pomme de terre";"Casino,Groupe Casino";"Casino";"150.26111";"6.9";"7.5";"13";"3.9";"1.9";"0.26";"0.6604";"1.7";"0";"https://static.openfoodfacts.org/images/products/322/247/247/5866/front_fr.8.400.jpg"
"3222471975367";"Hachis parmentier surgelé";"France";"";"Casino";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"https://upload.wikimedia.org/wikipedia/commons/f/f8/Question_mark_alternate.svg"
"3222471975305";"Lasagnes à la Bolognaise, Surgelées";"France";"Pâte précuite,pulpe de tomate,eau,viande de bœuf,lait écrémé réhydraté,oignon,concentré de tomate,fromage emmental,amidon transformé de maïs,vin blanc,beurre,huile d'olive vierge extra,farine de blé,plantes aromatiques,dont céleri,sel,arômes naturels,extrait de levure,ail,sucre,épices,semoule de blé dur,eau,œuf,dont lait,blé";"Casino,Groupe Casino";"Spar";"113.71111";"6.4";"4";"12";"2.1";"2.2";"0.3";"0.762";"2.3";"0";"https://static.openfoodfacts.org/images/products/322/247/197/5305/front_fr.6.400.jpg"
"3222471975336";"Hachis parmentier surgelé";"France";"";"Casino";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"https://upload.wikimedia.org/wikipedia/commons/f/f8/Question_mark_alternate.svg"
"3222474411862";"Hachis parmentier surgelé";"France";"";"Casino";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"https://upload.wikimedia.org/wikipedia/commons/f/f8/Question_mark_alternate.svg"
"3222472787181";"Blanquette de poulet";"France";"Riz cuit,sauce,émincé de poulet saumuré cuit,carottes,oignons grelots 2,7 %,eau,riz,sel,eau,crème fraiche liquide,champignons de Paris,poireaux,oignons,beurre,amidon transformé,arôme naturel,lait entier en poudre,sel,thym,extrait et huile essentielle de laurier,extrait de poivre,girofle en poudre,filet de poulet,eau,sel";"Casino";"Casino";"102.96111";"5.9";"2.5";"14";"1.6";"1.8";"0.2";"0";"1.1";"0";"https://static.openfoodfacts.org/images/products/322/247/278/7181/front_fr.6.400.jpg"
"3222471751039";"Cabillaud 100 % Filet, Surgelés (8 panés)";"France";"Filets de cabillaud,farine de blé,huile de tournesol,eau,amidon de pomme de terre,sel,levure,extrait de malt d'orge,épices,poivre,paprika,curcuma";"Casino,Groupe Casino";"Géant";"703";"12";"6.8";"14";"0.8";"2.5";"0.2874015748031496";"0.73";"1.4";"0";"https://static.openfoodfacts.org/images/products/322/247/175/1039/front_fr.10.400.jpg"
"3222473034055";"4 Mini gratins dauphinois";"France";"Pommes de terre précuites,crème,eau,emmental,préparation pour sauce déshydratée,jaune d'oeuf,lactose et protéines de lait,fécule de pomme de terre,sel,E412,E415,arômes naturels,ail,fond aromatisé de volaille,lactosérum,fécule de pomme de terre transformée et amidon transformé de manioc,lactose,sel,lait écrémé en poudre,épices,arômes naturels,épice et aromate,graisse et viande de volaille,sucre";"Casino";"Casino";"129.0";"3.3";"6.6";"13";"4.7";"2.8";"0.358";"0.90932";"2.3";"0";"https://static.openfoodfacts.org/images/products/322/247/303/4055/front_fr.6.400.jpg"
"3222472772897";"Moussaka (Aubergine - Bœuf), Surgelée";"France";"Aubergines préfrites,tomates pelées concassées,eau,viande bovine origine France cuite,oignons,purée de tomates double concentrée,carottes,pommes de terre déshydratées,lait écrémé en poudre,mozzarella,farine de blé,crème fraîche,arômes naturels,dont lait,jus aromatisé de veau,amidon transformé de maïs,sucre,ail,amidon transformé de riz,cheddar,emmental,basilic,huile de tournesol,sel,thym,muscade,aubergines,huile de tournesol,tomates,jus de tomates,pommes de terre déshydratées,mono- et diglycérides d'acides gras,amidon transformé de pomme de terre,sel,farine de blé,légumes,extrait de levure,arôme naturel,viande de veau,sucre,huile de tournesol,plante aromatique,lait pasteurisé,sel,ferments lactiques,présure,amidon de pomme de terre,lait,sel,ferments,coagulant,amidon de pomme de terre";"Casino,Groupe Casino";"Casino";"117.53333";"4.9";"7.9";"0";"1.8";"3.8";"0.22440944881889763";"0.57";"1.8";"51.2";"https://static.openfoodfacts.org/images/products/322/247/277/2897/front_fr.24.400.jpg"
"3222472243304";"Poisson à la Parisienne, Surgelé";"France";"Filet de colin d'Alaska,Theragra chalcogramma,eau,champignon de Paris,crème fraîche,carotte cuite,farine de blé,échalote,oignon,tomate pelée concassée,poireau,vin blanc,huile de tournesol,Vermouth,amidon transformé de maïs,arômes naturels,dont lait,fumet de poisson aromatisé,sel,purée d'ail,tomate,jus de tomate,maltodextrine,sel,farine de blé,poisson,sucre,légumes,poireau,oignon,crème,extrait de levure,huile d'olive vierge extra,arôme naturel,dont crustacés,lactose,crevette,épice et aromates,extrait naturel de vin blanc,graines de céleri";"Casino,Groupe Casino";"Spar";"75.01111";"11.3";"1.8";"2.6";"0.6";"0.8";"0.2";"0.508";"1.4";"10.7";"https://static.openfoodfacts.org/images/products/322/247/224/3304/front_fr.5.400.jpg"
"20018528";"Cordons bleus de dinde";"France";"Viande de dinde,eau,peau de volail,protéines de blé,dextrose et sirop de glucose de blé,arôme,lait,fibres de blé,sel,arôme de fumée,graisse de poulet,conservateur,E250,antioxydant E316.Panure,farine de blé,levure,sel,épices,eau,gluten de blé,huiles végétales. Jambon de dinde,viande de dinde,eau,destrose de blé,sel,protéines de pois,arômes,lait,arôme de fumée,conservateur,E250,antioxydant E316. Tranche de fromage fondu,fromage,amidons modifiés,lactosérum,sels de fonte,E339,E452,gélifiant,E417,sel,arôme";"Belle du Vallon";"NORMA";"229.81111";"12";"13";"17";"3.2";"1.1";"0.6";"1.524";"1.8";"0";"https://static.openfoodfacts.org/images/products/20018528/front_fr.5.400.jpg"
"3350808430699";"2 tartes individuelles gourmandes";"France";"Garniture,œufs,crème fraiche,eau,fourme d'Ambert AOP,cubes de poires au sirop,roquefort AOP,poudre de lait,amidon transformé de maïs,arôme naturel de poivre,contient lactose,fibres de blé. Pâte brisée,farine de blé,margarine végétale,eau,œufs,dextrose de maïs,sel,fibres végétales,diphosphate disodique,carbonate acide de sodium,amidon de blé,L-cystéine,poires,eau,sirop de glucose-fructose de blé,sucre,acide citrique,huile végétale de colza non hydrogénée,eau,sel,mono- et diglycérides d'acides gras d'origine végétale,acide citrique";"Toupargel";"Toupargel";"258.47778";"7.5";"16.1";"21.1";"0";"0";"0";"0";"0";"0";"https://upload.wikimedia.org/wikipedia/commons/f/f8/Question_mark_alternate.svg"
"3350030139582";"15 bâtonnets panés de colin d'Alaska surgelés";"France";"";"Monoprix P'tit Prix,Monoprix";"Monoprix";"728";"12";"7.5";"14";"1";"3.2";"0.36220472440944884";"0.92";"1";"0";"https://static.openfoodfacts.org/images/products/335/003/013/9582/front_fr.10.400.jpg"
"3350030159689";"Moussaka à la viande de boeuf surgelée";"France";"Aubergines préfrites,eau,tomates pelées concassées,viande bovine française cuite,oignons,purée de tomates double concentrée,carottes,mozzarella,pommes de terre déshydratées,lait écrémé en poudre,farine de blé,crème fraîche,arômes naturels,dont lait,jus aromatisé de veau,cheddar,amidon transformé de riz,amidon transformé de maïs,sucre,ail,emmental,margarine végétale,basilic,sel,thym,muscade,aubergines,huile de tournesol,tomates,jus de tomates,pommes de terre déshydratées,émulsifiant,mono,et diglycérides d'acides gras,amidon transformé de pomme de terre,sel,farine de blé,légumes,extrait de levure,arôme naturel,viande de veau,sucre,huile de tournesol,plante aromatique,lait pasteurisé,sel,ferments lactiques,présure,amidon de pomme de terre,lait,sel,ferments,coagulant,amidon de pomme de terre,huiles et graisses de palme et colza,eau,sel,émulsifiant,mono,et diglycérides d'acides gras,correcteur d'acidité,acide citrique";"Monoprix";"";"123.505554";"4.8";"8.8";"5.7";"4.1";"3.4";"0.22440944881889763";"0.57";"1.6";"0";"https://static.openfoodfacts.org/images/products/335/003/015/9689/front_fr.3.400.jpg"
"3350030159801";"Poulet et riz sauce coco curry";"France";"";"Monoprix";"Monoprix";"140.46666";"6.7";"4.5";"18";"2.9";"2 ";"0.2047244094488189";"0.52";"0";"0";"https://static.openfoodfacts.org/images/products/335/003/015/9801/front_fr.6.400.jpg"
"3350030180669";"Hachis parmentier surgelé";"France";"";"Monoprix";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"https://upload.wikimedia.org/wikipedia/commons/f/f8/Question_mark_alternate.svg"
"3350030180652";"Hachis parmentier surgelé";"France";"";"Monoprix";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"https://upload.wikimedia.org/wikipedia/commons/f/f8/Question_mark_alternate.svg"
"3350033088467";"Colin d'Alaska à l'Oseille sans arêtes, Surgelé";"France";"Colin d'Alaska,Theragra chalcogramma,crème fraîche,eau,beurre,vin blanc contient sulfites,oseille,fumet de poisson aromatisé,crème en poudre,extrait de levure,huile d'olive,arôme naturel,contient crustacés et poisson,lactose,crevette en poudre,épices et plantes aromatiques,extrait de vin blanc,échalote,amidon transformé de riz,poudre de lait écrémé,vinaigre d'alcool coloré,arômes naturels,sel,maltodextrine,sel,farine de blé,poisson,sucre,légumes,poireau,oignon,céleri,vinaigre d'alcool,colorant,E150c";"Monoprix,Monoprix Exploitation,Groupe Casino";"Monoprix";"129.71666";"10";"8.2";"3.6";"5.2";"1";"0.2755905511811023";"0.7";"1";"0";"https://static.openfoodfacts.org/images/products/335/003/308/8467/front_fr.6.400.jpg"
