{| class="wikitable"
|+ 
|-
|
! Adoption & foster parent
! Conflicting evidence
! Name variants
! Same sex marriage
! Single parent family
! Source surety
! Unicode Support
! Witness to events
! non-standard calendar
in date fields
|-
! Agelong Tree
| ?
| ?
| ?
| ?
| Yes
| ?
| Yes
| ?
| ?
|-
! Ahnenblatt
| No
| ?
| No
| Yes
| Yes
| No
| Yes
| No
| Yes
|-
! Aldfaer
| ?
| ?
| ?
| ?
| ?
| ?
| ?
| ?
| ?
|-
! Ancestral Quest
| Yes
| ?
| ?
| No
| ?
| ?
| Yes
| ?
| ?
|-
! Ancestris
| Yes
| Yes
| Yes
| Yes
| ?
| ?
| Yes
| Yes
| Yes
|-
! Brother's Keeper
| Yes
| ?
| Yes
| Yes
| Yes
| Yes
| No
| Yes
| Yes
|-
! Family Historian
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! Family Tree Builder
| ?
| ?
| ?
| Yes
| ?
| ?
| Yes
| ?
| ?
|-
! Family Tree Maker (Windows)
| Yes
| Yes
| Yes
| Partial
One partner mislabeled
| Yes
| Yes
| Yes
| No
| No
|-
! Family Tree Maker for Mac
| ?
| ?
| ?
| ?
| ?
| ?
| No
| No
| ?
|-
! GEDitCOM II
| ?
| ?
| ?
| ?
| ?
| ?
| Yes
| ?
| ?
|-
! Genbox Family History
| ?
| ?
| ?
| ?
| ?
| ?
| Yes
| ?
| ?
|-
! GenealogyJ
| Yes
| Yes
| Yes
| Partial
One partner's gender mislabelled
| ?
| ?
| Yes
| No
| ?
|-
! GenoPro
| ?
| ?
| ?
| Yes
| ?
| ?
| Yes
| ?
| ?
|-
! Gramps
| Yes
| ?
| Yes
| Partial
One partner's gender mislabelled
| Yes
| ?
| Yes
| Yes
| Yes
|-
! Généatique
| ?
| ?
| ?
| ?
| ?
| ?
| ?
| Yes
| ?
|-
! Heredis
| Yes
| Yes
| No
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! Heredis Mac
| Yes
| Yes
| No
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! Heredis PC
| Yes
| Yes
| No
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! Legacy Family Tree
| ?
| ?
| ?
| No
| ?
| ?
| No
| ?
| ?
|-
! LifeLines
| ?
| ?
| ?
| No
| ?
| ?
| Yes
| ?
| ?
|-
! MacFamilyTree
| ?
| ?
| ?
| ?
| ?
| ?
| Yes
| ?
| ?
|-
! My Family Tree
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
| ?
| Yes
|-
! MyBlood
| ?
| ?
| ?
| ?
| ?
| ?
| Yes
| ?
| ?
|-
! Personal Ancestral File
| ?
| ?
| ?
| No
| ?
| ?
| Yes
| ?
| ?
|-
! Reunion
| Yes
| ?
| ?
| Yes
| ?
| ?
| Yes
| ?
| ?
|-
! RootsMagic
| Yes
| ?
| ?
| No
| ?
| ?
| Yes
| Yes
(paid version)
| ?
|-
! SmartGenealogy
| ?
| ?
| ?
| ?
| ?
| ?
| No
| ?
| ?
|-
! The Master Genealogist
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
| No
| Yes
| Yes
|-
! ohmiGene
| ?
| ?
| ?
| ?
| ?
| ?
| ?
| ?
| ?
|}
