{| class="wikitable"
! Gedit LaTeX Plugin Home
| Gedit LaTeX Plugin
| Yes
| Yes
| Yes
| Free
| N/A
| No
| Source
| Yes
| Yes
| Yes
| Yes
| 3.8 (2013-07-11)
| GPL
| Yes
| Yes
| L
| Yes
| Yes
| Yes
| Yes
| No
| Yes
|-
! Gummi
| Gummi
| Yes
| No
| Yes
| Free
| N/A
| No
| Source
| No
| Yes (Live update)
| No
| Yes
| 0.6.5 (2012-10-20)
| MIT
| No
| Yes
| L, W
| Yes
| Yes
| ?
| Yes
| No
| Yes
|-
! Inlage
| Inlage
| Yes
| Yes
| Yes
| Non-free
| Yes
| No
| Source
| Yes
| No
| Yes
| Yes
| 5 (2013-06-27)
| Proprietary
| Yes
| Yes
| W
| Yes
| Yes
| ?
| Yes
| Yes
| Yes
|-
! JLatexEditor Home
| JLatexEditor
| Yes
| No
| Yes
| Free
| No
| Yes
| Source
| Yes
| No
| Yes
| Yes
| 0.2.10
| GPL
| Yes
| Yes
| L (M, W)
| Yes
| Yes
| No
| Yes
| Yes
| Partial
|-
! JaxEdit Home
| JaxEdit
| No
| No
| Yes
| Free
| N/A
| No
| Source
| No
| Yes
| No
| Yes
| 0.30(2013-12-13)
| Free
| No
| Yes
| B
| No
| Yes
| ?
| No
| Yes
| Yes
|-
! Kile
| Kile
| Yes
| Yes
| Yes
| Free
| No
| No
| Source
| Yes
| Yes (Quick preview)
| Yes
| Yes
| 2.1.3 (2012-09-23)
| GPL
| Yes
| Yes
| L (M, W)
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! LEd
| LEd
| Yes
| Yes
| ?
| Free
| ?
| No
| Source
| Yes
| Yes (dvi)
| ?
| Yes
| 0.53 (2009-10-09)
| Proprietary
| Yes
| Yes
| W
| Yes
| Yes
| ?
| Yes
| No (just same files)
| No
|-
! LaTeXila
| LaTeXila
| Yes
| Planned
| Yes
| Free
| No
| No
| source
| Yes
| No
| Yes
| Planned
| 2.12 (2014-03-21)
| Free
| Yes
| Yes
| L
| Yes
| Yes
| ?
| Yes (in beta)
| (just same files)
| Yes
|-
! LatexLab
| LatexLab
| No
| No
| ?
| Free
| N/A
| No
| Source
| No
| Yes
| No
| Yes
| ?
| Apache License
| Yes
| Yes
| B
| ?
| Yes
| ?
| Yes
| No
| Yes
|-
! Latexian
| Latexian
| Yes
| Yes
| Yes
| cost
| No
| No
| Source
| Yes
| Yes (Live Preview)
| Yes
| Yes
| 1.0.6
| Proprietary
| Yes
| Yes
| M
| Yes
| Yes
| ?
| Yes
| No
| Yes
|-
! LyX
| LyX
| Yes
| No
| Yes
| Free
| ?
| Yes
| WYSIWYM
| Yes
| Yes (InstantPreview)
| Yes
| Yes
| 2.1.2.1 (2014-10-30)
| GPL
| Yes
| Yes
| L, M, W
| No
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! MeWa
| MeWa
| No
| No
| Yes
| Free
| No
| No
| Source
| Yes
| No
| No
| No
| 1.4.0 (2007-06-06)
| GPL
| Yes
| Yes
| W
| No
| No
| ?
| Yes
| No
| Yes
|-
! Notepad++
| Notepad++
| Partial
| Yes
| Yes
| Free
| Yes, with a DDE client
| Yes
| Source
| Yes
| No, but can be integrated
| No
| Yes, with SumatraPDF
| 6.6.6(13-06-2014)
| GPL
| Partial
| Yes
| W
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! Papeeria Home
| Papeeria
| Yes
| Yes
| Yes
| Free
| No
| No
| Source
| Yes
| Yes
| Yes
| No
| N/A
| Proprietary
| No
| Yes
| B
| Yes
| Yes
| ?
| Yes
| Yes
| Yes
|-
! RTextDoc
| RTextDoc
| Yes
| Yes
| Yes
| Free
| Yes
| Yes
| Source
| Yes
| Yes
| Yes
| Yes
| 1.9 (2013-11-19)
| Proprietary
| Yes
| Yes
| M, iOS, W, L (Java enabled)
| Yes
| Yes
| ?
| Yes
| Yes
| Yes
|-
! SCaViS
| SCaViS
| Yes
| No
| Yes
| Free
| No
| Yes
| Source
| Yes
| No
| Yes
| Yes
| 1.7 ( 2014-04-01)
| Free
| Yes
| Yes
| L (M, W)
| Yes
| Yes
| ?
| Yes
| Yes
| Yes
|-
! SCaVis
| SCaVis
| Yes
| Yes
| Yes
| Free
| Yes
| No
| Source
| No
| No
| Yes
| Yes
| 2.2 (2013-11-19)
| Free
| Yes
| No
| M, iOS, W, L (Java enabled)
| No
| Yes
| ?
| Yes
| Yes
| No
|-
! Scientific WorkPlace
| Scientific WorkPlace
| N/A
| No
| Yes
| cost
| ?
| No
| WYSIWYM
| ?
| Yes (TrueTex)
| ?
| N/A
| 5.5
| Proprietary
| Yes
| No (one level)
| W
| ?
| Yes
| ?
| Yes
| No
| Yes
|-
! ShareLaTeX Home
| ShareLaTeX
| Yes
| Yes
| Yes
| Free
| No
| Yes
| Source
| Yes
| Yes
| Yes
| Yes
| N/A
| AGPL
| No
| Yes
| B
| Yes
| Yes
| ?
| Yes
| Yes
| Yes
|-
! Sublime Text (By plugin LaTeXing)
| Sublime Text (By plugin LaTeXing)
| Yes
| Yes
| Yes
| Non-free
| Yes
| No
| Source
| Yes
| No
| Yes
| Yes
| 1.2.1(2014-06-14)
| Proprietary
| Yes
| Yes
| L, M, W
| Yes
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! TeXCoding Home
| TeXCoding
| Yes
| Yes
| Yes
| cost
| No
| No
| Source
| Yes
| Yes (pdf, dvi)
| ?
| Yes
| 2011.6
| Proprietary
| Yes
| Yes
| W
| Yes
| Yes
| ?
| No
| No
| Yes
|-
! TeXShop
| TeXShop
| Yes
| No
| Yes
| Free
| No
| No
| Source
| Yes
| Yes (InstantPreview with Flashmode)
| Yes
| Yes
| 3.36.2 (2014-06-06)
| GPL
| Yes
| Yes
| M
| No
| Yes
| ?
| Yes
| Yes
| Yes
|-
! TeXnicCenter
| TeXnicCenter
| Yes
| since v2.0
| Yes
| Free
| Yes
| No
| Source
| since v2.0
| No
| Yes
| Yes
| 2.02 Stable (September 29, 2013)
| GPL
| Yes
| Yes
| W
| Yes
| Yes
| ?
| Yes
| Yes
| since v2.0
|-
! TeXpen
| TeXpen
| Yes
| No
| Yes
| Free
| No
| No
| Source
| No
| Yes (pdf since 0.7)
| Yes
| No
| 0.6.4
| GPL
| No
| Yes
| L, M, W
| No
| No
| Yes
| Yes
| No
| Yes
|-
! TeXstudio
| TeXstudio Home
| Yes
| Yes
| Yes
| Free
| Yes
| Yes
| Source
| Yes
| Yes (pdf, selection with dvi2png)
| Yes
| Yes
| 2.8.8 (2014-12-04)
| GPL2
| Yes
| Yes
| L, W, M
| Partial (master file)
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! TeXworks
| TeXworks
| Yes
| No
| No
| Free
| No
| No
| Source
| Yes
| Yes (pdf)
| No
| Yes
| 0.4
| GPL
| No
| Yes
| L, M, W
| No
| Yes
| Yes
| Yes
| No
| Yes
|-
! Texmaker
| Texmaker Home
| Yes
| Yes
| Yes
| Free
| No
| No
| Source
| Yes
| Yes
| Yes
| Yes
| 4.4.1 (2014-11-26)
| GPL2
| Yes
| Yes
| L, M, W
| Partial (master file)
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! Texpad Home
| Texpad
| Yes
| Yes
| Yes
| Non-free
| Yes
| Yes
| Source
| Yes
| Yes
| Yes
| Yes
| 1.6.12
| Proprietary
| No
| Yes
| M, iOS
| Yes
| Yes
| ?
| Yes
| Yes
| Yes
|-
! Verbosus
| Verbosus
| Yes
| No
| Yes
| Free
| No
| No
| Source
| No
| Yes (pdf)
| Yes
| No
| 3.8.7(2014-04-01)
| Non-free
| Yes
| Yes
| B, A, iOS
| Yes
| Yes
| ?
| No
| No
| Yes
|-
! Vim with plugin vim-latexsuite
| Vim
| Yes
| Yes
| Yes
| Free
| ?
| Yes
| Source
| Yes
| No
| ?
| Yes
| 7.4(2013-08-10)
| Free
| Yes
| Yes
| L, M, W
| Partial (master file and Makefile)
| Yes
| No
| Yes
| ?
| Yes
|-
! WinEdt Home
| WinEdt
| Yes
| Yes
| Yes
| cost
| Yes
| Yes
| Source
| Yes (modified)
| No
| Yes
| Yes
| 9.0 (2014-08-15)
| Proprietary
| Yes
| Yes
| W
| Yes
| Yes
| ?
| Yes
| Yes
| Yes
|-
! WinShell
| WinShell
| Yes
| Yes
| Yes
| Free
| No
| No
| Source
| Yes
| No
| Yes
| Yes
| 3.3.2.6
| Proprietary
| Yes
| Yes
| W
| Yes
| Yes
| ?
| Yes
| No (just same files)
| Yes
|-
! Winefish
| Winefish
| Yes
| No
| Yes
| Free
| N/A
| No
| Source
| Yes
| No
| Yes
| No
| 1.3.3
| GPL
| No
| Yes
| L
| Yes
| Yes
| ?
| Yes
| No
| Yes
|-
! cloudTeX home
| cloudTeX
| No
| No
| Yes
| pricing
| Yes
| Yes
| Source
| No
| Yes
| Yes
| Yes
| 20.11.2013
| Proprietary
| No
| Yes
| B
| No
| Yes
| Yes
| Yes
| Yes
| Yes
|-
! writeLaTeX Home
| writeLaTeX Home
| Yes
| No
| Yes
| Free
| N/A
| No
| Source / partial-WYSIWYG
| Yes
| Yes
| Yes
| No
| N/A
| Proprietary
| No
| Yes
| B
| Yes
| Yes
| ?
| Yes
| No
| Yes
|}
